Sample	Metazoa	Other	Unclassified
MUX9401.WHB6158.unmapped-both-read-and-mate	514.0	6067.0	12690.0
MUX9401.WHB6159.unmapped-both-read-and-mate	594.0	10150.0	16272.0
MUX9401.WHB6161.unmapped-both-read-and-mate	620.0	18747.0	21694.0
MUX9402.WHB6162.unmapped-both-read-and-mate	520.0	18071.0	19825.0
MUX9402.WHB6164.unmapped-both-read-and-mate	575.0	8773.0	14887.0
MUX9402.WHB6165.unmapped-both-read-and-mate	517.0	13170.0	16482.0
MUX9402.WHB6168.unmapped-both-read-and-mate	459.0	5969.0	13041.0
MUX9403.WHB6169.unmapped-both-read-and-mate	619.0	7639.0	15306.0
MUX9403.WHB6170.unmapped-both-read-and-mate	569.0	11198.0	16638.0
MUX9403.WHB6171.unmapped-both-read-and-mate	473.0	5226.0	10767.0
MUX9403.WHB6172.unmapped-both-read-and-mate	511.0	12906.0	18013.0
MUX9403.WHB6173.unmapped-both-read-and-mate	551.0	11696.0	13521.0
MUX9404.WHB6167.unmapped-both-read-and-mate	760.0	9572.0	21311.0
MUX9404.WHB6175.unmapped-both-read-and-mate	564.0	6245.0	14087.0
MUX9404.WHB6176.unmapped-both-read-and-mate	626.0	13392.0	20123.0
MUX9404.WHB6177.unmapped-both-read-and-mate	574.0	6211.0	13715.0
MUX9418.WHB8783.unmapped-both-read-and-mate	742.0	5138.0	25706.0
MUX9418.WHB8784.unmapped-both-read-and-mate	786.0	7285.0	32221.0
MUX9418.WHB8785.unmapped-both-read-and-mate	721.0	6446.0	28466.0
MUX9418.WHB8787.unmapped-both-read-and-mate	828.0	7689.0	31872.0
MUX9419.WHB8788.unmapped-both-read-and-mate	763.0	7213.0	33889.0
MUX9419.WHB8789.unmapped-both-read-and-mate	746.0	14163.0	38716.0
MUX9419.WHB8790.unmapped-both-read-and-mate	881.0	9494.0	37202.0
MUX9419.WHB8791.unmapped-both-read-and-mate	762.0	9651.0	30423.0
MUX9419.WHB8793.unmapped-both-read-and-mate	700.0	9149.0	32274.0
MUX9420.WHB6140.unmapped-both-read-and-mate	705.0	7138.0	30118.0
MUX9420.WHB6144.unmapped-both-read-and-mate	841.0	4299.0	34060.0
MUX9420.WHB6145.unmapped-both-read-and-mate	849.0	12312.0	36597.0
MUX9420.WHB6146.unmapped-both-read-and-mate	1035.0	12192.0	48759.0
MUX9421.WHB6151.unmapped-both-read-and-mate	784.0	9795.0	33327.0
MUX9421.WHB6160.unmapped-both-read-and-mate	766.0	10128.0	33017.0
MUX9421.WHB6179.unmapped-both-read-and-mate	573.0	8216.0	24618.0
MUX9421.WHB6180.unmapped-both-read-and-mate	772.0	8211.0	33719.0
MUX9421.WHB6181.unmapped-both-read-and-mate	742.0	7273.0	30266.0
MUX9422.WHB8792.unmapped-both-read-and-mate	560.0	9427.0	27018.0
MUX9422.WHB8795.unmapped-both-read-and-mate	862.0	8867.0	30391.0
MUX9422.WHB8796.unmapped-both-read-and-mate	693.0	5762.0	24828.0
MUX9422.WHB8797.unmapped-both-read-and-mate	684.0	8761.0	24610.0
MUX9422.WHB8798.unmapped-both-read-and-mate	655.0	10496.0	28776.0
MUX9423.WHB8800.unmapped-both-read-and-mate	880.0	8428.0	35229.0
MUX9423.WHB8801.unmapped-both-read-and-mate	566.0	6203.0	22545.0
MUX9423.WHB8802.unmapped-both-read-and-mate	685.0	10986.0	31243.0
MUX9423.WHB8803.unmapped-both-read-and-mate	788.0	7770.0	34123.0
MUX9423.WHB8805.unmapped-both-read-and-mate	775.0	11977.0	33090.0
MUX9424.WHB8799.unmapped-both-read-and-mate	752.0	10422.0	28831.0
MUX9424.WHB8804.unmapped-both-read-and-mate	718.0	9609.0	28091.0
MUX9424.WHB8806.unmapped-both-read-and-mate	712.0	7064.0	25345.0
MUX9424.WHB8811.unmapped-both-read-and-mate	716.0	8281.0	29548.0
MUX9424.WHB8818.unmapped-both-read-and-mate	642.0	13128.0	29646.0
MUX9425.WHB8807.unmapped-both-read-and-mate	653.0	10083.0	27838.0
MUX9425.WHB8808.unmapped-both-read-and-mate	684.0	9016.0	27820.0
MUX9425.WHB8809.unmapped-both-read-and-mate	713.0	14799.0	30186.0
MUX9425.WHB8810.unmapped-both-read-and-mate	626.0	7298.0	26624.0
MUX9425.WHB8812.unmapped-both-read-and-mate	726.0	5720.0	27545.0
MUX9426.WHB8814.unmapped-both-read-and-mate	529.0	7259.0	13671.0
MUX9426.WHB8815.unmapped-both-read-and-mate	375.0	6474.0	10575.0
MUX9427.WHB8842.unmapped-both-read-and-mate	731.0	4273.0	14720.0
MUX9427.WHB8846.unmapped-both-read-and-mate	689.0	6816.0	14831.0
MUX9427.WHB8849.unmapped-both-read-and-mate	582.0	9505.0	16179.0
MUX9427.WHB8850.unmapped-both-read-and-mate	619.0	10472.0	15200.0
MUX9427.WHB8851.unmapped-both-read-and-mate	580.0	6592.0	13582.0
MUX9428.WHB8843.unmapped-both-read-and-mate	505.0	8304.0	14244.0
MUX9428.WHB8844.unmapped-both-read-and-mate	587.0	4366.0	12935.0
MUX9428.WHB8845.unmapped-both-read-and-mate	534.0	6085.0	12835.0
MUX9428.WHB8847.unmapped-both-read-and-mate	441.0	8299.0	14083.0
MUX9428.WHB8848.unmapped-both-read-and-mate	483.0	9553.0	13050.0
MUX9429.WHB8853.unmapped-both-read-and-mate	577.0	12236.0	20751.0
MUX9429.WHB8854.unmapped-both-read-and-mate	586.0	6760.0	15070.0
MUX9429.WHB8855.unmapped-both-read-and-mate	576.0	4451.0	13162.0
MUX9429.WHB8856.unmapped-both-read-and-mate	534.0	4709.0	12589.0
MUX9429.WHB8857.unmapped-both-read-and-mate	522.0	8674.0	16791.0
MUX9430.WHB8852.unmapped-both-read-and-mate	531.0	6914.0	12767.0
MUX9430.WHB8858.unmapped-both-read-and-mate	596.0	4658.0	13770.0
MUX9430.WHB8859.unmapped-both-read-and-mate	483.0	5537.0	11751.0
MUX9430.WHB8861.unmapped-both-read-and-mate	593.0	7353.0	13743.0
MUX9430.WHB8862.unmapped-both-read-and-mate	597.0	7846.0	16886.0
MUX9431.WHB8860.unmapped-both-read-and-mate	520.0	3302.0	11197.0
MUX9431.WHB8863.unmapped-both-read-and-mate	629.0	7481.0	15952.0
MUX9431.WHB8864.unmapped-both-read-and-mate	578.0	7498.0	15015.0
MUX9431.WHB8865.unmapped-both-read-and-mate	604.0	10868.0	16423.0
MUX9431.WHB8870.unmapped-both-read-and-mate	505.0	5123.0	12313.0
MUX9432.WHB8866.unmapped-both-read-and-mate	548.0	7848.0	12989.0
MUX9432.WHB8867.unmapped-both-read-and-mate	507.0	7083.0	14058.0
MUX9432.WHB8868.unmapped-both-read-and-mate	483.0	3574.0	10405.0
MUX9432.WHB8869.unmapped-both-read-and-mate	534.0	3735.0	11787.0
MUX9432.WHB8871.unmapped-both-read-and-mate	634.0	6917.0	15892.0
MUX9433.WHB8873.unmapped-both-read-and-mate	673.0	11522.0	19090.0
MUX9433.WHB8875.unmapped-both-read-and-mate	546.0	2017.0	11234.0
MUX9433.WHB8877.unmapped-both-read-and-mate	505.0	3982.0	10923.0
MUX9433.WHB8878.unmapped-both-read-and-mate	575.0	6152.0	13610.0
MUX9433.WHB8879.unmapped-both-read-and-mate	681.0	8724.0	17495.0
MUX9434.WHB8872.unmapped-both-read-and-mate	591.0	7261.0	18386.0
MUX9434.WHB8874.unmapped-both-read-and-mate	534.0	6069.0	19195.0
MUX9434.WHB8876.unmapped-both-read-and-mate	599.0	6029.0	19724.0
MUX9434.WHB8884.unmapped-both-read-and-mate	645.0	7658.0	21136.0
MUX9434.WHB8885.unmapped-both-read-and-mate	510.0	3942.0	16352.0
MUX9435.WHB8881.unmapped-both-read-and-mate	780.0	6184.0	25566.0
MUX9435.WHB8882.unmapped-both-read-and-mate	690.0	8475.0	24345.0
MUX9435.WHB8883.unmapped-both-read-and-mate	595.0	4023.0	19685.0
MUX9435.WHB8886.unmapped-both-read-and-mate	565.0	7581.0	20797.0
MUX9436.WHB8887.unmapped-both-read-and-mate	573.0	21991.0	29836.0
MUX9436.WHB8889.unmapped-both-read-and-mate	584.0	6696.0	20038.0
MUX9436.WHB8890.unmapped-both-read-and-mate	563.0	4257.0	15415.0
MUX9436.WHB8891.unmapped-both-read-and-mate	477.0	6022.0	15377.0
MUX9436.WHB8892.unmapped-both-read-and-mate	615.0	4333.0	19880.0
MUX9437.WHB8888.unmapped-both-read-and-mate	705.0	5727.0	22283.0
MUX9437.WHB8894.unmapped-both-read-and-mate	507.0	7054.0	16192.0
MUX9437.WHB8899.unmapped-both-read-and-mate	487.0	12551.0	18067.0
MUX9437.WHB8902.unmapped-both-read-and-mate	537.0	6756.0	16326.0
MUX9437.WHB8904.unmapped-both-read-and-mate	595.0	5140.0	18707.0
MUX9438.WHB8908.unmapped-both-read-and-mate	391.0	5998.0	8523.0
MUX9438.WHB8914.unmapped-both-read-and-mate	418.0	7907.0	8618.0
MUX9438.WHB8915.unmapped-both-read-and-mate	477.0	8540.0	10343.0
MUX9438.WHB8916.unmapped-both-read-and-mate	471.0	8832.0	10284.0
MUX9438.WHB8917.unmapped-both-read-and-mate	423.0	12489.0	14553.0
MUX9439.WHB8893.unmapped-both-read-and-mate	434.0	11262.0	12257.0
MUX9439.WHB8895.unmapped-both-read-and-mate	430.0	13320.0	15128.0
MUX9439.WHB8896.unmapped-both-read-and-mate	492.0	11365.0	11487.0
MUX9439.WHB8897.unmapped-both-read-and-mate	378.0	13538.0	12679.0
MUX9439.WHB8898.unmapped-both-read-and-mate	382.0	2873.0	6178.0
MUX9440.WHB8901.unmapped-both-read-and-mate	433.0	8433.0	8725.0
MUX9440.WHB8903.unmapped-both-read-and-mate	421.0	8271.0	10227.0
MUX9440.WHB8905.unmapped-both-read-and-mate	474.0	4894.0	7953.0
MUX9440.WHB8906.unmapped-both-read-and-mate	433.0	5264.0	7712.0
MUX9440.WHB8907.unmapped-both-read-and-mate	453.0	7190.0	9216.0
MUX9441.WHB8909.unmapped-both-read-and-mate	390.0	9474.0	9640.0
MUX9441.WHB8910.unmapped-both-read-and-mate	366.0	5578.0	7043.0
MUX9441.WHB8911.unmapped-both-read-and-mate	551.0	8427.0	10752.0
MUX9441.WHB8912.unmapped-both-read-and-mate	420.0	3163.0	5776.0
MUX9441.WHB8913.unmapped-both-read-and-mate	417.0	8452.0	8103.0
MUX9442.WHB8918.unmapped-both-read-and-mate	362.0	8008.0	8368.0
MUX9442.WHB8919.unmapped-both-read-and-mate	383.0	10224.0	9779.0
MUX9442.WHB8920.unmapped-both-read-and-mate	381.0	14199.0	12090.0
MUX9442.WHB8921.unmapped-both-read-and-mate	408.0	13346.0	11630.0
MUX9442.WHB8922.unmapped-both-read-and-mate	379.0	10933.0	10004.0
MUX9443.WHB8923.unmapped-both-read-and-mate	439.0	7510.0	8243.0
MUX9443.WHB8924.unmapped-both-read-and-mate	398.0	5287.0	5924.0
MUX9443.WHB8925.unmapped-both-read-and-mate	354.0	5393.0	5533.0
MUX9443.WHB8926.unmapped-both-read-and-mate	321.0	9461.0	7923.0
MUX9443.WHB8927.unmapped-both-read-and-mate	465.0	7184.0	7752.0
MUX9444.WHB8928.unmapped-both-read-and-mate	407.0	7306.0	9204.0
MUX9444.WHB8929.unmapped-both-read-and-mate	348.0	15613.0	15060.0
MUX9444.WHB8930.unmapped-both-read-and-mate	380.0	8139.0	8256.0
MUX9444.WHB8931.unmapped-both-read-and-mate	391.0	6400.0	7178.0
MUX9444.WHB8932.unmapped-both-read-and-mate	396.0	6049.0	6977.0
MUX9445.WHB8933.unmapped-both-read-and-mate	361.0	18200.0	13184.0
MUX9445.WHB8934.unmapped-both-read-and-mate	360.0	11720.0	10516.0
MUX9445.WHB8935.unmapped-both-read-and-mate	384.0	5610.0	6948.0
MUX9445.WHB8937.unmapped-both-read-and-mate	438.0	13934.0	12144.0
MUX9446.WHB8946.unmapped-both-read-and-mate	345.0	16309.0	13202.0
MUX9446.WHB8953.unmapped-both-read-and-mate	317.0	7357.0	8264.0
MUX9446.WHB8957.unmapped-both-read-and-mate	391.0	15641.0	13244.0
MUX9446.WHB8961.unmapped-both-read-and-mate	412.0	13023.0	11326.0
MUX9447.WHB8948.unmapped-both-read-and-mate	376.0	29704.0	19404.0
MUX9447.WHB8949.unmapped-both-read-and-mate	373.0	4049.0	5511.0
MUX9447.WHB8951.unmapped-both-read-and-mate	396.0	6595.0	7049.0
MUX9447.WHB8952.unmapped-both-read-and-mate	401.0	7897.0	7706.0
MUX9448.WHB8939.unmapped-both-read-and-mate	378.0	9592.0	8877.0
MUX9448.WHB8940.unmapped-both-read-and-mate	414.0	6263.0	6644.0
MUX9448.WHB8941.unmapped-both-read-and-mate	330.0	13437.0	11016.0
MUX9448.WHB8942.unmapped-both-read-and-mate	379.0	17341.0	13737.0
MUX9448.WHB8945.unmapped-both-read-and-mate	385.0	7707.0	7876.0
MUX9449.WHB8947.unmapped-both-read-and-mate	358.0	19889.0	13609.0
MUX9449.WHB8950.unmapped-both-read-and-mate	461.0	14669.0	11355.0
MUX9449.WHB8954.unmapped-both-read-and-mate	401.0	6938.0	6779.0
MUX9449.WHB8955.unmapped-both-read-and-mate	398.0	6052.0	5840.0
MUX9449.WHB8956.unmapped-both-read-and-mate	387.0	4276.0	6024.0
MUX9450.WHB8976.unmapped-both-read-and-mate	380.0	6569.0	7233.0
MUX9450.WHB8977.unmapped-both-read-and-mate	414.0	10108.0	9732.0
MUX9450.WHB8978.unmapped-both-read-and-mate	373.0	6526.0	6335.0
MUX9450.WHB8980.unmapped-both-read-and-mate	393.0	5675.0	7623.0
MUX9450.WHB8981.unmapped-both-read-and-mate	355.0	5336.0	6467.0
MUX9451.WHB8958.unmapped-both-read-and-mate	426.0	11881.0	10442.0
MUX9451.WHB8959.unmapped-both-read-and-mate	393.0	6645.0	6488.0
MUX9451.WHB8960.unmapped-both-read-and-mate	460.0	16490.0	13287.0
MUX9451.WHB8967.unmapped-both-read-and-mate	343.0	7180.0	7272.0
MUX9451.WHB8970.unmapped-both-read-and-mate	329.0	10862.0	8915.0
MUX9452.WHB8963.unmapped-both-read-and-mate	364.0	7059.0	7493.0
MUX9452.WHB8965.unmapped-both-read-and-mate	313.0	17370.0	13340.0
MUX9452.WHB8968.unmapped-both-read-and-mate	506.0	8899.0	9730.0
MUX9452.WHB8969.unmapped-both-read-and-mate	388.0	21219.0	17116.0
MUX9453.WHB8966.unmapped-both-read-and-mate	379.0	7542.0	7478.0
MUX9453.WHB8972.unmapped-both-read-and-mate	370.0	17002.0	11947.0
MUX9453.WHB8973.unmapped-both-read-and-mate	366.0	7161.0	7468.0
MUX9453.WHB8974.unmapped-both-read-and-mate	394.0	15841.0	13441.0
MUX9453.WHB8975.unmapped-both-read-and-mate	447.0	9328.0	9087.0
MUX9454.WHB8993.unmapped-both-read-and-mate	843.0	2688.0	31779.0
MUX9454.WHB8994.unmapped-both-read-and-mate	942.0	10401.0	40044.0
MUX9454.WHB8996.unmapped-both-read-and-mate	855.0	17772.0	41540.0
MUX9454.WHB8998.unmapped-both-read-and-mate	944.0	10957.0	43738.0
MUX9454.WHB8999.unmapped-both-read-and-mate	930.0	7563.0	39274.0
MUX9455.WHB8995.unmapped-both-read-and-mate	750.0	2092.0	29735.0
MUX9455.WHB9000.unmapped-both-read-and-mate	870.0	6157.0	36493.0
MUX9455.WHB9002.unmapped-both-read-and-mate	756.0	9397.0	36994.0
MUX9455.WHB9005.unmapped-both-read-and-mate	840.0	8992.0	38950.0
MUX9455.WHB9007.unmapped-both-read-and-mate	1015.0	11832.0	43093.0
MUX9456.WHB8982.unmapped-both-read-and-mate	984.0	6739.0	41322.0
MUX9456.WHB8983.unmapped-both-read-and-mate	814.0	13304.0	37600.0
MUX9456.WHB8984.unmapped-both-read-and-mate	1140.0	5569.0	47497.0
MUX9456.WHB8985.unmapped-both-read-and-mate	883.0	7364.0	37725.0
MUX9456.WHB8986.unmapped-both-read-and-mate	768.0	7021.0	33541.0
MUX9457.WHB8987.unmapped-both-read-and-mate	687.0	6855.0	26464.0
MUX9457.WHB8988.unmapped-both-read-and-mate	882.0	9834.0	37370.0
MUX9457.WHB8989.unmapped-both-read-and-mate	876.0	8057.0	32620.0
MUX9457.WHB8990.unmapped-both-read-and-mate	745.0	7567.0	28169.0
MUX9457.WHB8992.unmapped-both-read-and-mate	888.0	8788.0	33311.0
MUX9458.WHB9011.unmapped-both-read-and-mate	678.0	7724.0	25741.0
MUX9458.WHB9013.unmapped-both-read-and-mate	630.0	15880.0	30621.0
MUX9458.WHB9014.unmapped-both-read-and-mate	913.0	5170.0	34145.0
MUX9458.WHB9017.unmapped-both-read-and-mate	783.0	5783.0	27569.0
MUX9458.WHB9018.unmapped-both-read-and-mate	653.0	7877.0	29811.0
MUX9459.WHB9021.unmapped-both-read-and-mate	588.0	6990.0	23397.0
MUX9459.WHB9022.unmapped-both-read-and-mate	610.0	12358.0	25154.0
MUX9459.WHB9023.unmapped-both-read-and-mate	738.0	6530.0	27994.0
MUX9459.WHB9024.unmapped-both-read-and-mate	691.0	13495.0	30114.0
MUX9459.WHB9025.unmapped-both-read-and-mate	691.0	24198.0	37754.0
MUX9460.WHB9001.unmapped-both-read-and-mate	809.0	17328.0	41464.0
MUX9460.WHB9003.unmapped-both-read-and-mate	670.0	10803.0	28195.0
MUX9460.WHB9006.unmapped-both-read-and-mate	550.0	12414.0	35835.0
MUX9460.WHB9009.unmapped-both-read-and-mate	787.0	9164.0	31419.0
MUX9460.WHB9010.unmapped-both-read-and-mate	656.0	6148.0	26258.0
MUX9461.WHB9008.unmapped-both-read-and-mate	706.0	6578.0	23885.0
MUX9461.WHB9012.unmapped-both-read-and-mate	712.0	6505.0	28688.0
MUX9461.WHB9015.unmapped-both-read-and-mate	692.0	8047.0	29305.0
MUX9461.WHB9019.unmapped-both-read-and-mate	724.0	2657.0	26948.0
MUX9461.WHB9020.unmapped-both-read-and-mate	678.0	16485.0	32309.0
MUX9468.WHB9110.unmapped-both-read-and-mate	384.0	11903.0	10744.0
MUX9468.WHB9111.unmapped-both-read-and-mate	368.0	7504.0	7382.0
MUX9468.WHB9112.unmapped-both-read-and-mate	401.0	8925.0	8631.0
MUX9468.WHB9113.unmapped-both-read-and-mate	413.0	12566.0	13896.0
MUX9468.WHB9114.unmapped-both-read-and-mate	380.0	12191.0	11981.0
MUX9469.WHB9115.unmapped-both-read-and-mate	426.0	16582.0	12982.0
MUX9469.WHB9116.unmapped-both-read-and-mate	336.0	17968.0	13648.0
MUX9469.WHB9118.unmapped-both-read-and-mate	422.0	10383.0	9908.0
MUX9469.WHB9119.unmapped-both-read-and-mate	423.0	7195.0	7243.0
MUX9469.WHB9120.unmapped-both-read-and-mate	457.0	11310.0	14213.0
MUX9470.WHB9121.unmapped-both-read-and-mate	370.0	3979.0	5312.0
MUX9470.WHB9122.unmapped-both-read-and-mate	319.0	10834.0	10446.0
MUX9470.WHB9123.unmapped-both-read-and-mate	392.0	9037.0	8209.0
MUX9470.WHB9124.unmapped-both-read-and-mate	411.0	8562.0	8174.0
MUX9470.WHB9125.unmapped-both-read-and-mate	426.0	18331.0	21004.0
MUX9471.WHB9126.unmapped-both-read-and-mate	391.0	11050.0	11867.0
MUX9471.WHB9129.unmapped-both-read-and-mate	434.0	9675.0	9326.0
MUX9471.WHB9131.unmapped-both-read-and-mate	438.0	5581.0	6977.0
MUX9471.WHB9132.unmapped-both-read-and-mate	434.0	3910.0	5456.0
MUX9471.WHB9133.unmapped-both-read-and-mate	257.0	7031.0	6255.0
MUX9476.WHB9160.unmapped-both-read-and-mate	422.0	6524.0	7571.0
MUX9476.WHB9162.unmapped-both-read-and-mate	363.0	7850.0	9365.0
MUX9476.WHB9165.unmapped-both-read-and-mate	352.0	7512.0	8294.0
MUX9476.WHB9166.unmapped-both-read-and-mate	423.0	6148.0	8234.0
MUX9476.WHB9168.unmapped-both-read-and-mate	400.0	7729.0	9701.0
MUX9477.WHB9164.unmapped-both-read-and-mate	330.0	3836.0	6319.0
MUX9477.WHB9167.unmapped-both-read-and-mate	518.0	8199.0	10328.0
MUX9477.WHB9169.unmapped-both-read-and-mate	408.0	7380.0	10601.0
MUX9477.WHB9170.unmapped-both-read-and-mate	339.0	6589.0	8730.0
MUX9477.WHB9171.unmapped-both-read-and-mate	342.0	4643.0	6152.0
MUX9478.WHB9172.unmapped-both-read-and-mate	379.0	4402.0	7008.0
MUX9478.WHB9173.unmapped-both-read-and-mate	395.0	7025.0	9986.0
MUX9478.WHB9174.unmapped-both-read-and-mate	398.0	6222.0	8381.0
MUX9478.WHB9175.unmapped-both-read-and-mate	379.0	9322.0	10007.0
MUX9478.WHB9176.unmapped-both-read-and-mate	419.0	10863.0	12093.0
MUX9479.WHB9177.unmapped-both-read-and-mate	451.0	10754.0	10662.0
MUX9479.WHB9178.unmapped-both-read-and-mate	393.0	5610.0	7463.0
MUX9479.WHB9181.unmapped-both-read-and-mate	370.0	10694.0	12523.0
MUX9479.WHB9183.unmapped-both-read-and-mate	382.0	7331.0	8104.0
MUX9479.WHB9184.unmapped-both-read-and-mate	376.0	7383.0	8436.0
MUX9480.WHB9182.unmapped-both-read-and-mate	362.0	8779.0	10149.0
MUX9480.WHB9185.unmapped-both-read-and-mate	363.0	6451.0	7337.0
MUX9480.WHB9186.unmapped-both-read-and-mate	426.0	6725.0	8352.0
MUX9480.WHB9188.unmapped-both-read-and-mate	336.0	4550.0	8035.0
MUX9480.WHB9194.unmapped-both-read-and-mate	402.0	7904.0	10688.0
MUX9481.WHB9187.unmapped-both-read-and-mate	420.0	7340.0	7941.0
MUX9481.WHB9192.unmapped-both-read-and-mate	470.0	8744.0	9059.0
MUX9481.WHB9193.unmapped-both-read-and-mate	354.0	8045.0	8921.0
MUX9481.WHB9195.unmapped-both-read-and-mate	307.0	3757.0	4469.0
MUX9481.WHB9196.unmapped-both-read-and-mate	343.0	6310.0	5964.0
MUX9482.WHB9198.unmapped-both-read-and-mate	351.0	5958.0	6739.0
MUX9482.WHB9199.unmapped-both-read-and-mate	344.0	7076.0	7554.0
MUX9482.WHB9201.unmapped-both-read-and-mate	462.0	19250.0	24123.0
MUX9482.WHB9203.unmapped-both-read-and-mate	419.0	6964.0	8423.0
MUX9482.WHB9204.unmapped-both-read-and-mate	410.0	8901.0	9885.0
MUX9483.WHB9205.unmapped-both-read-and-mate	431.0	6898.0	8091.0
MUX9483.WHB9206.unmapped-both-read-and-mate	386.0	5944.0	8860.0
MUX9483.WHB9207.unmapped-both-read-and-mate	332.0	4607.0	6089.0
MUX9483.WHB9208.unmapped-both-read-and-mate	381.0	9327.0	9456.0
MUX9483.WHB9209.unmapped-both-read-and-mate	436.0	9888.0	10095.0
MUX9487.WHB9135.unmapped-both-read-and-mate	442.0	7924.0	8422.0
MUX9487.WHB9136.unmapped-both-read-and-mate	404.0	5825.0	6762.0
MUX9487.WHB9137.unmapped-both-read-and-mate	324.0	10237.0	10998.0
MUX9487.WHB9139.unmapped-both-read-and-mate	393.0	7256.0	7386.0
MUX9487.WHB9142.unmapped-both-read-and-mate	401.0	4611.0	5733.0
MUX9488.WHB9143.unmapped-both-read-and-mate	448.0	8361.0	10203.0
MUX9488.WHB9144.unmapped-both-read-and-mate	396.0	6720.0	7120.0
MUX9488.WHB9145.unmapped-both-read-and-mate	378.0	6349.0	7498.0
MUX9488.WHB9146.unmapped-both-read-and-mate	355.0	7806.0	8702.0
MUX9488.WHB9147.unmapped-both-read-and-mate	325.0	4353.0	5256.0
MUX9489.WHB9148.unmapped-both-read-and-mate	411.0	7717.0	7590.0
MUX9489.WHB9149.unmapped-both-read-and-mate	330.0	6566.0	8012.0
MUX9489.WHB9150.unmapped-both-read-and-mate	424.0	9590.0	8854.0
MUX9489.WHB9153.unmapped-both-read-and-mate	356.0	3386.0	4590.0
MUX9489.WHB9155.unmapped-both-read-and-mate	341.0	5603.0	6389.0
MUX9490.WHB9156.unmapped-both-read-and-mate	373.0	5597.0	6193.0
MUX9490.WHB9157.unmapped-both-read-and-mate	370.0	7478.0	8390.0
MUX9490.WHB9158.unmapped-both-read-and-mate	381.0	9002.0	10171.0
MUX9490.WHB9159.unmapped-both-read-and-mate	367.0	7150.0	7196.0
MUX9490.WHB9161.unmapped-both-read-and-mate	385.0	10284.0	12144.0
MUX9498.WHB9070.unmapped-both-read-and-mate	941.0	9453.0	27220.0
MUX9498.WHB9071.unmapped-both-read-and-mate	759.0	9989.0	25240.0
MUX9498.WHB9072.unmapped-both-read-and-mate	963.0	5837.0	25989.0
MUX9498.WHB9073.unmapped-both-read-and-mate	1044.0	7904.0	26868.0
MUX9498.WHB9074.unmapped-both-read-and-mate	847.0	9800.0	27171.0
MUX9499.WHB9075.unmapped-both-read-and-mate	596.0	4066.0	18158.0
MUX9499.WHB9076.unmapped-both-read-and-mate	768.0	10495.0	24064.0
MUX9499.WHB9077.unmapped-both-read-and-mate	564.0	10687.0	20801.0
MUX9499.WHB9078.unmapped-both-read-and-mate	689.0	4360.0	20523.0
MUX9499.WHB9079.unmapped-both-read-and-mate	671.0	9801.0	23865.0
MUX9500.WHB9080.unmapped-both-read-and-mate	747.0	8622.0	22791.0
MUX9500.WHB9081.unmapped-both-read-and-mate	682.0	8671.0	25309.0
MUX9500.WHB9082.unmapped-both-read-and-mate	595.0	6120.0	20134.0
MUX9500.WHB9083.unmapped-both-read-and-mate	556.0	6052.0	15626.0
MUX9500.WHB9084.unmapped-both-read-and-mate	713.0	6640.0	22470.0
MUX9501.WHB9085.unmapped-both-read-and-mate	685.0	7323.0	20938.0
MUX9501.WHB9086.unmapped-both-read-and-mate	709.0	8435.0	22404.0
MUX9501.WHB9087.unmapped-both-read-and-mate	772.0	7734.0	24869.0
MUX9501.WHB9088.unmapped-both-read-and-mate	779.0	7319.0	21138.0
MUX9501.WHB9089.unmapped-both-read-and-mate	638.0	13151.0	27960.0
MUX9502.WHB9090.unmapped-both-read-and-mate	575.0	7240.0	21380.0
MUX9502.WHB9091.unmapped-both-read-and-mate	512.0	5180.0	16324.0
MUX9502.WHB9092.unmapped-both-read-and-mate	606.0	3023.0	18416.0
MUX9502.WHB9093.unmapped-both-read-and-mate	694.0	7927.0	23865.0
MUX9502.WHB9094.unmapped-both-read-and-mate	558.0	3991.0	17369.0
MUX9503.WHB9095.unmapped-both-read-and-mate	484.0	3981.0	13479.0
MUX9503.WHB9096.unmapped-both-read-and-mate	454.0	3398.0	14828.0
MUX9503.WHB9097.unmapped-both-read-and-mate	451.0	6767.0	16016.0
MUX9503.WHB9098.unmapped-both-read-and-mate	479.0	5303.0	14877.0
MUX9503.WHB9099.unmapped-both-read-and-mate	418.0	4839.0	12406.0
MUX9504.WHB9100.unmapped-both-read-and-mate	552.0	11967.0	20197.0
MUX9504.WHB9101.unmapped-both-read-and-mate	604.0	16130.0	26138.0
MUX9504.WHB9102.unmapped-both-read-and-mate	505.0	12439.0	23044.0
MUX9504.WHB9103.unmapped-both-read-and-mate	589.0	7604.0	18602.0
MUX9504.WHB9104.unmapped-both-read-and-mate	611.0	4963.0	17214.0
MUX9505.WHB9105.unmapped-both-read-and-mate	557.0	6877.0	19631.0
MUX9505.WHB9106.unmapped-both-read-and-mate	620.0	11964.0	20055.0
MUX9505.WHB9107.unmapped-both-read-and-mate	513.0	11773.0	18292.0
MUX9505.WHB9108.unmapped-both-read-and-mate	654.0	10271.0	22816.0
MUX9505.WHB9109.unmapped-both-read-and-mate	766.0	11908.0	25431.0
MUX9509.WHB9246.unmapped-both-read-and-mate	810.0	39396.0	47570.0
MUX9509.WHB9247.unmapped-both-read-and-mate	545.0	64689.0	60703.0
MUX9509.WHB9248.unmapped-both-read-and-mate	654.0	24169.0	36175.0
