Sample	Pseudomonas mendocina	Homo sapiens	Alcaligenes faecalis	Sphingobium sp. YG1	Achromobacter xylosoxidans	Other	Unclassified
MUX9560.WHB9448.unmapped-both-read-and-mate	3.0	535.0	1644.0	10.0	10.0	17351.0	26734.0
MUX9560.WHB9450.unmapped-both-read-and-mate	5.0	793.0	1851.0	4.0	8.0	8703.0	30535.0
MUX9561.WHB9447.unmapped-both-read-and-mate	3.0	507.0	1448.0	5.0	3.0	10286.0	23680.0
MUX9561.WHB9451.unmapped-both-read-and-mate	5.0	684.0	3176.0	15.0	4.0	15717.0	32752.0
MUX9561.WHB9455.unmapped-both-read-and-mate	5.0	557.0	2331.0	12.0	5.0	15060.0	25562.0
MUX9561.WHB9456.unmapped-both-read-and-mate	3.0	513.0	2045.0	4.0	3.0	11006.0	21372.0
MUX9561.WHB9457.unmapped-both-read-and-mate	8.0	489.0	2945.0	12.0	10.0	34688.0	34974.0
MUX9562.WHB9452.unmapped-both-read-and-mate	8.0	815.0	2220.0	2.0	5.0	11845.0	33447.0
MUX9562.WHB9454.unmapped-both-read-and-mate	2.0	669.0	1586.0	1.0	6.0	7062.0	25633.0
MUX9562.WHB9460.unmapped-both-read-and-mate	nan	509.0	1258.0	1.0	4.0	4119.0	15180.0
MUX9562.WHB9461.unmapped-both-read-and-mate	2.0	416.0	1846.0	3.0	4.0	9991.0	18900.0
MUX9562.WHB9462.unmapped-both-read-and-mate	6.0	514.0	2485.0	1.0	7.0	15206.0	24124.0
MUX9563.WHB9458.unmapped-both-read-and-mate	8.0	515.0	3073.0	13.0	1.0	23409.0	29760.0
MUX9563.WHB9459.unmapped-both-read-and-mate	nan	565.0	1501.0	3.0	1.0	9152.0	21606.0
MUX9563.WHB9525.unmapped-both-read-and-mate	6.0	532.0	1880.0	11.0	1.0	8742.0	18069.0
MUX9563.WHB9528.unmapped-both-read-and-mate	7.0	669.0	2380.0	32.0	10.0	18999.0	31524.0
MUX9563.WHB9531.unmapped-both-read-and-mate	2.0	647.0	2663.0	11.0	9.0	11684.0	24157.0
MUX9564.WHB9464.unmapped-both-read-and-mate	4.0	672.0	1816.0	5.0	6.0	15387.0	28788.0
MUX9564.WHB9465.unmapped-both-read-and-mate	3.0	757.0	2709.0	28.0	3.0	18297.0	34068.0
MUX9564.WHB9466.unmapped-both-read-and-mate	4.0	644.0	1655.0	5.0	3.0	8038.0	25147.0
MUX9564.WHB9467.unmapped-both-read-and-mate	4.0	841.0	2642.0	9.0	6.0	9421.0	30229.0
MUX9564.WHB9469.unmapped-both-read-and-mate	3.0	631.0	1837.0	13.0	6.0	11270.0	26656.0
MUX9565.WHB9468.unmapped-both-read-and-mate	5.0	613.0	2249.0	3.0	4.0	8723.0	21925.0
MUX9565.WHB9470.unmapped-both-read-and-mate	1.0	636.0	2903.0	10.0	9.0	15443.0	28550.0
MUX9565.WHB9472.unmapped-both-read-and-mate	6.0	568.0	1454.0	5.0	3.0	6587.0	19159.0
MUX9565.WHB9475.unmapped-both-read-and-mate	9.0	514.0	2615.0	7.0	1.0	19769.0	27241.0
MUX9565.WHB9523.unmapped-both-read-and-mate	7.0	666.0	1411.0	3.0	4.0	5947.0	21172.0
MUX9566.WHB9463.unmapped-both-read-and-mate	5.0	663.0	2004.0	2.0	3.0	8964.0	24839.0
MUX9566.WHB9471.unmapped-both-read-and-mate	nan	695.0	4.0	2.0	nan	344.0	19486.0
MUX9566.WHB9473.unmapped-both-read-and-mate	5.0	598.0	2356.0	6.0	8.0	15839.0	24816.0
MUX9566.WHB9474.unmapped-both-read-and-mate	5.0	701.0	2038.0	1.0	7.0	14229.0	29222.0
MUX9566.WHB9477.unmapped-both-read-and-mate	5.0	570.0	1471.0	1.0	2.0	4834.0	16442.0
MUX9567.WHB9478.unmapped-both-read-and-mate	7.0	537.0	2682.0	3.0	1.0	10145.0	24979.0
MUX9567.WHB9479.unmapped-both-read-and-mate	2.0	626.0	1231.0	7.0	3.0	10668.0	22328.0
MUX9567.WHB9484.unmapped-both-read-and-mate	2.0	532.0	1631.0	5.0	2.0	3291.0	16697.0
MUX9567.WHB9486.unmapped-both-read-and-mate	2.0	542.0	1504.0	2.0	4.0	8411.0	18881.0
MUX9567.WHB9487.unmapped-both-read-and-mate	7.0	595.0	3029.0	7.0	8.0	24423.0	31507.0
MUX9568.WHB9399.unmapped-both-read-and-mate	nan	537.0	1331.0	nan	1.0	1220.0	10680.0
MUX9568.WHB9401.unmapped-both-read-and-mate	1.0	609.0	1310.0	nan	2.0	378.0	11177.0
MUX9568.WHB9403.unmapped-both-read-and-mate	nan	611.0	2713.0	nan	2.0	799.0	12255.0
MUX9568.WHB9409.unmapped-both-read-and-mate	nan	549.0	1888.0	nan	nan	1998.0	11120.0
MUX9568.WHB9411.unmapped-both-read-and-mate	1.0	591.0	2209.0	nan	nan	721.0	12290.0
MUX9569.WHB9402.unmapped-both-read-and-mate	2.0	529.0	3259.0	1.0	nan	1064.0	10259.0
MUX9569.WHB9404.unmapped-both-read-and-mate	1.0	577.0	3202.0	nan	4.0	1102.0	10720.0
MUX9569.WHB9405.unmapped-both-read-and-mate	1.0	499.0	3084.0	nan	nan	989.0	9787.0
MUX9569.WHB9406.unmapped-both-read-and-mate	1.0	542.0	2841.0	1.0	2.0	853.0	10364.0
MUX9569.WHB9407.unmapped-both-read-and-mate	nan	547.0	2794.0	2.0	2.0	6760.0	12031.0
MUX9570.WHB9410.unmapped-both-read-and-mate	nan	669.0	2938.0	nan	2.0	916.0	11892.0
MUX9570.WHB9412.unmapped-both-read-and-mate	1.0	631.0	1919.0	nan	2.0	692.0	11226.0
MUX9570.WHB9413.unmapped-both-read-and-mate	nan	565.0	1634.0	1.0	1.0	456.0	9408.0
MUX9570.WHB9414.unmapped-both-read-and-mate	1.0	496.0	2362.0	nan	1.0	766.0	10483.0
MUX9570.WHB9415.unmapped-both-read-and-mate	3.0	578.0	3617.0	1.0	2.0	2049.0	11253.0
MUX9571.WHB9417.unmapped-both-read-and-mate	1.0	630.0	3.0	6.0	nan	1561.0	12868.0
MUX9571.WHB9419.unmapped-both-read-and-mate	1.0	648.0	2776.0	4.0	3.0	17456.0	23980.0
MUX9571.WHB9527.unmapped-both-read-and-mate	7.0	436.0	2540.0	5.0	8.0	25477.0	30819.0
MUX9572.WHB9418.unmapped-both-read-and-mate	8.0	624.0	1490.0	10.0	1.0	8903.0	19017.0
MUX9572.WHB9423.unmapped-both-read-and-mate	4.0	639.0	2140.0	2.0	5.0	15157.0	24216.0
MUX9572.WHB9426.unmapped-both-read-and-mate	2.0	467.0	1214.0	8.0	3.0	6806.0	12978.0
MUX9572.WHB9429.unmapped-both-read-and-mate	nan	539.0	787.0	1.0	3.0	4433.0	13010.0
MUX9572.WHB9530.unmapped-both-read-and-mate	5.0	500.0	2002.0	7.0	6.0	13415.0	20076.0
MUX9573.WHB9425.unmapped-both-read-and-mate	3.0	536.0	1596.0	10.0	3.0	11831.0	18459.0
MUX9573.WHB9427.unmapped-both-read-and-mate	2.0	548.0	1139.0	3.0	2.0	4559.0	13335.0
MUX9573.WHB9430.unmapped-both-read-and-mate	2.0	550.0	1174.0	2.0	3.0	4762.0	13897.0
MUX9573.WHB9435.unmapped-both-read-and-mate	6.0	648.0	1635.0	4.0	4.0	9978.0	20146.0
MUX9573.WHB9437.unmapped-both-read-and-mate	2.0	564.0	1742.0	4.0	4.0	16319.0	21881.0
MUX9574.WHB9432.unmapped-both-read-and-mate	2.0	454.0	1080.0	3.0	2.0	8270.0	14181.0
MUX9574.WHB9433.unmapped-both-read-and-mate	2.0	574.0	1727.0	7.0	4.0	14252.0	21465.0
MUX9574.WHB9434.unmapped-both-read-and-mate	4.0	602.0	1870.0	2.0	6.0	9566.0	17950.0
MUX9574.WHB9436.unmapped-both-read-and-mate	2.0	591.0	1478.0	5.0	1.0	6075.0	15044.0
MUX9575.WHB9438.unmapped-both-read-and-mate	nan	609.0	1163.0	1.0	4.0	5822.0	16136.0
MUX9575.WHB9439.unmapped-both-read-and-mate	6.0	578.0	1777.0	3.0	3.0	12342.0	21254.0
MUX9575.WHB9440.unmapped-both-read-and-mate	7.0	650.0	2054.0	9.0	3.0	21243.0	27731.0
MUX9575.WHB9441.unmapped-both-read-and-mate	nan	576.0	1151.0	3.0	nan	6720.0	15289.0
MUX9575.WHB9442.unmapped-both-read-and-mate	3.0	547.0	1025.0	2.0	3.0	4421.0	12884.0
MUX9576.WHB9033.unmapped-both-read-and-mate	1.0	626.0	2261.0	1.0	nan	4880.0	12883.0
MUX9576.WHB9039.unmapped-both-read-and-mate	1.0	551.0	2027.0	3.0	1.0	7472.0	13847.0
MUX9576.WHB9040.unmapped-both-read-and-mate	3.0	597.0	2526.0	3.0	3.0	20067.0	25082.0
MUX9576.WHB9041.unmapped-both-read-and-mate	nan	606.0	2357.0	8.0	5.0	8110.0	14158.0
MUX9576.WHB9042.unmapped-both-read-and-mate	nan	477.0	2286.0	nan	2.0	9019.0	15306.0
MUX9577.WHB9043.unmapped-both-read-and-mate	2.0	407.0	2296.0	7.0	3.0	8247.0	11903.0
MUX9577.WHB9045.unmapped-both-read-and-mate	3.0	429.0	2197.0	2.0	10.0	4895.0	10965.0
MUX9577.WHB9046.unmapped-both-read-and-mate	1.0	427.0	1667.0	nan	4.0	4893.0	7766.0
MUX9577.WHB9047.unmapped-both-read-and-mate	1.0	512.0	3684.0	6.0	6.0	7683.0	12046.0
MUX9577.WHB9048.unmapped-both-read-and-mate	2.0	461.0	1659.0	3.0	5.0	3575.0	7456.0
MUX9578.WHB9026.unmapped-both-read-and-mate	6.0	424.0	2436.0	7.0	3.0	8307.0	12917.0
MUX9578.WHB9027.unmapped-both-read-and-mate	4.0	422.0	3791.0	9.0	11.0	10903.0	14646.0
MUX9578.WHB9028.unmapped-both-read-and-mate	1.0	393.0	751.0	nan	2.0	1818.0	5784.0
MUX9578.WHB9029.unmapped-both-read-and-mate	1.0	499.0	2244.0	1.0	5.0	5041.0	10694.0
MUX9578.WHB9030.unmapped-both-read-and-mate	4.0	463.0	4735.0	20.0	19.0	17749.0	22348.0
MUX9579.WHB9031.unmapped-both-read-and-mate	3.0	424.0	3690.0	3.0	3.0	10969.0	14394.0
MUX9579.WHB9032.unmapped-both-read-and-mate	4.0	374.0	4107.0	11.0	2.0	10277.0	13214.0
MUX9579.WHB9034.unmapped-both-read-and-mate	3.0	447.0	2772.0	4.0	6.0	9441.0	13812.0
MUX9579.WHB9035.unmapped-both-read-and-mate	3.0	407.0	1997.0	5.0	1.0	5474.0	10263.0
MUX9579.WHB9037.unmapped-both-read-and-mate	6.0	461.0	2555.0	2.0	4.0	7713.0	11673.0
MUX9580.WHB9049.unmapped-both-read-and-mate	1.0	328.0	1755.0	2.0	2.0	4694.0	7559.0
MUX9580.WHB9050.unmapped-both-read-and-mate	7.0	406.0	3281.0	2.0	9.0	9697.0	11164.0
MUX9580.WHB9051.unmapped-both-read-and-mate	2.0	337.0	2738.0	3.0	1.0	5846.0	7605.0
MUX9580.WHB9052.unmapped-both-read-and-mate	5.0	383.0	2023.0	nan	6.0	10671.0	10641.0
MUX9580.WHB9053.unmapped-both-read-and-mate	5.0	381.0	2589.0	4.0	8.0	9650.0	12297.0
MUX9581.WHB9054.unmapped-both-read-and-mate	4.0	383.0	3117.0	2.0	19.0	10621.0	12924.0
MUX9581.WHB9055.unmapped-both-read-and-mate	1.0	431.0	2774.0	4.0	5.0	3987.0	6415.0
MUX9581.WHB9056.unmapped-both-read-and-mate	2.0	442.0	1389.0	2.0	2.0	4406.0	7804.0
MUX9581.WHB9057.unmapped-both-read-and-mate	4.0	338.0	2605.0	5.0	5.0	7970.0	11390.0
MUX9581.WHB9058.unmapped-both-read-and-mate	3.0	290.0	1126.0	2.0	3.0	4652.0	6078.0
MUX9582.WHB9059.unmapped-both-read-and-mate	2.0	323.0	1639.0	2.0	5.0	4604.0	6525.0
MUX9582.WHB9060.unmapped-both-read-and-mate	2.0	244.0	2278.0	3.0	3.0	4421.0	6930.0
MUX9582.WHB9061.unmapped-both-read-and-mate	1.0	352.0	1654.0	nan	2.0	4677.0	6788.0
MUX9582.WHB9063.unmapped-both-read-and-mate	2.0	389.0	2728.0	2.0	1.0	8603.0	9703.0
MUX9582.WHB9064.unmapped-both-read-and-mate	4.0	291.0	2359.0	4.0	5.0	9082.0	9131.0
MUX9583.WHB9062.unmapped-both-read-and-mate	1.0	161.0	1876.0	3.0	4.0	9249.0	9668.0
MUX9583.WHB9065.unmapped-both-read-and-mate	3.0	332.0	2944.0	5.0	4.0	9124.0	11569.0
MUX9583.WHB9066.unmapped-both-read-and-mate	1.0	340.0	3058.0	1.0	8.0	8298.0	12641.0
MUX9583.WHB9067.unmapped-both-read-and-mate	2.0	337.0	3461.0	7.0	3.0	13501.0	10036.0
MUX9583.WHB9069.unmapped-both-read-and-mate	nan	368.0	1850.0	1.0	1.0	4572.0	7813.0
MUX9584.WHB9480.unmapped-both-read-and-mate	nan	671.0	1570.0	3.0	2.0	6129.0	10744.0
MUX9584.WHB9481.unmapped-both-read-and-mate	2.0	780.0	2841.0	7.0	4.0	16752.0	19397.0
MUX9584.WHB9482.unmapped-both-read-and-mate	1.0	653.0	1654.0	7.0	4.0	9347.0	13726.0
MUX9584.WHB9483.unmapped-both-read-and-mate	5.0	788.0	2340.0	4.0	3.0	18926.0	20326.0
MUX9584.WHB9485.unmapped-both-read-and-mate	2.0	761.0	2365.0	7.0	5.0	15641.0	18585.0
MUX9585.WHB9489.unmapped-both-read-and-mate	8.0	681.0	2238.0	15.0	9.0	12190.0	14653.0
MUX9585.WHB9490.unmapped-both-read-and-mate	12.0	635.0	2893.0	11.0	4.0	23257.0	22091.0
MUX9585.WHB9492.unmapped-both-read-and-mate	2.0	632.0	988.0	4.0	nan	7623.0	12777.0
MUX9585.WHB9494.unmapped-both-read-and-mate	1.0	634.0	1831.0	nan	4.0	7756.0	11815.0
MUX9585.WHB9495.unmapped-both-read-and-mate	9.0	671.0	2789.0	16.0	12.0	25798.0	29360.0
MUX9586.WHB9491.unmapped-both-read-and-mate	9.0	650.0	2244.0	11.0	11.0	20329.0	20464.0
MUX9586.WHB9493.unmapped-both-read-and-mate	5.0	623.0	1912.0	3.0	6.0	7722.0	11176.0
MUX9586.WHB9496.unmapped-both-read-and-mate	5.0	802.0	2585.0	17.0	9.0	13930.0	19268.0
MUX9586.WHB9497.unmapped-both-read-and-mate	8.0	633.0	2177.0	9.0	8.0	11431.0	17696.0
MUX9586.WHB9498.unmapped-both-read-and-mate	5.0	682.0	1948.0	7.0	1.0	9787.0	14400.0
MUX9587.WHB9488.unmapped-both-read-and-mate	2.0	450.0	2444.0	8.0	9.0	18612.0	18700.0
MUX9587.WHB9499.unmapped-both-read-and-mate	7.0	421.0	2172.0	18.0	13.0	16008.0	18263.0
MUX9587.WHB9500.unmapped-both-read-and-mate	1.0	480.0	1364.0	2.0	5.0	5353.0	9923.0
MUX9587.WHB9501.unmapped-both-read-and-mate	2.0	453.0	1206.0	3.0	8.0	5994.0	9660.0
MUX9587.WHB9502.unmapped-both-read-and-mate	nan	408.0	2488.0	15.0	11.0	14923.0	19591.0
MUX9588.WHB9503.unmapped-both-read-and-mate	5.0	529.0	2033.0	7.0	9.0	9890.0	18224.0
MUX9588.WHB9504.unmapped-both-read-and-mate	4.0	434.0	1695.0	2.0	1.0	7365.0	11837.0
MUX9588.WHB9505.unmapped-both-read-and-mate	6.0	557.0	3035.0	11.0	8.0	14104.0	18211.0
MUX9588.WHB9510.unmapped-both-read-and-mate	7.0	454.0	1930.0	2.0	6.0	9486.0	15065.0
MUX9588.WHB9511.unmapped-both-read-and-mate	6.0	504.0	1812.0	5.0	13.0	10480.0	15287.0
MUX9589.WHB9506.unmapped-both-read-and-mate	3.0	358.0	1619.0	4.0	4.0	8129.0	10874.0
MUX9589.WHB9507.unmapped-both-read-and-mate	6.0	390.0	1427.0	1.0	8.0	4792.0	8476.0
MUX9589.WHB9508.unmapped-both-read-and-mate	2.0	330.0	1815.0	3.0	10.0	8335.0	14425.0
MUX9589.WHB9512.unmapped-both-read-and-mate	8.0	541.0	2794.0	27.0	3.0	23316.0	23017.0
MUX9589.WHB9524.unmapped-both-read-and-mate	1.0	461.0	1617.0	6.0	3.0	6539.0	9295.0
MUX9590.WHB9513.unmapped-both-read-and-mate	4.0	606.0	1402.0	5.0	4.0	6218.0	10035.0
MUX9590.WHB9515.unmapped-both-read-and-mate	3.0	566.0	1617.0	5.0	3.0	9912.0	13619.0
MUX9590.WHB9516.unmapped-both-read-and-mate	8.0	595.0	2484.0	9.0	4.0	23120.0	23175.0
MUX9590.WHB9517.unmapped-both-read-and-mate	4.0	575.0	1893.0	2.0	4.0	11532.0	19319.0
MUX9590.WHB9521.unmapped-both-read-and-mate	2.0	498.0	970.0	7.0	1.0	2713.0	7042.0
MUX9591.WHB9514.unmapped-both-read-and-mate	1.0	583.0	1575.0	8.0	2.0	8519.0	17216.0
MUX9591.WHB9518.unmapped-both-read-and-mate	3.0	550.0	1882.0	12.0	2.0	12395.0	16911.0
MUX9591.WHB9519.unmapped-both-read-and-mate	6.0	516.0	1704.0	7.0	1.0	10838.0	15794.0
MUX9591.WHB9522.unmapped-both-read-and-mate	2.0	533.0	2043.0	13.0	5.0	13501.0	17916.0
MUX9591.WHB9526.unmapped-both-read-and-mate	nan	435.0	2.0	nan	nan	1051.0	4827.0
MUX9592.WHB9529.unmapped-both-read-and-mate	6.0	901.0	3138.0	13.0	13.0	16379.0	43214.0
MUX9592.WHB9532.unmapped-both-read-and-mate	2.0	732.0	2067.0	7.0	4.0	7506.0	29388.0
MUX9592.WHB9533.unmapped-both-read-and-mate	1.0	807.0	1243.0	1.0	2.0	2863.0	30240.0
MUX9592.WHB9534.unmapped-both-read-and-mate	8.0	649.0	2603.0	8.0	5.0	12977.0	40779.0
MUX9592.WHB9535.unmapped-both-read-and-mate	1.0	720.0	1226.0	1.0	4.0	4516.0	30956.0
MUX9593.WHB9536.unmapped-both-read-and-mate	2.0	745.0	1752.0	11.0	2.0	7018.0	36884.0
MUX9593.WHB9537.unmapped-both-read-and-mate	1.0	714.0	1677.0	6.0	3.0	5179.0	26766.0
MUX9593.WHB9538.unmapped-both-read-and-mate	3.0	677.0	2420.0	12.0	8.0	13549.0	33718.0
MUX9593.WHB9539.unmapped-both-read-and-mate	1.0	667.0	1569.0	14.0	2.0	8669.0	29822.0
MUX9593.WHB9540.unmapped-both-read-and-mate	5.0	711.0	2098.0	6.0	6.0	9849.0	33981.0
MUX9594.WHB9541.unmapped-both-read-and-mate	2.0	553.0	1474.0	20.0	6.0	9855.0	24160.0
MUX9594.WHB9542.unmapped-both-read-and-mate	nan	592.0	1592.0	12.0	11.0	7921.0	26129.0
MUX9594.WHB9543.unmapped-both-read-and-mate	3.0	646.0	2066.0	16.0	3.0	13733.0	32489.0
MUX9594.WHB9544.unmapped-both-read-and-mate	3.0	835.0	2524.0	9.0	10.0	13173.0	36420.0
MUX9594.WHB9545.unmapped-both-read-and-mate	13.0	895.0	3017.0	11.0	29.0	16481.0	41164.0
MUX9595.WHB9546.unmapped-both-read-and-mate	1.0	931.0	1836.0	3.0	6.0	4770.0	30295.0
MUX9595.WHB9547.unmapped-both-read-and-mate	nan	959.0	1700.0	1.0	6.0	3654.0	32476.0
MUX9595.WHB9548.unmapped-both-read-and-mate	1.0	893.0	2421.0	9.0	13.0	15259.0	39131.0
MUX9595.WHB9549.unmapped-both-read-and-mate	210.0	979.0	2523.0	6.0	8.0	8750.0	38597.0
MUX9595.WHB9550.unmapped-both-read-and-mate	4.0	956.0	2191.0	5.0	10.0	5630.0	31396.0
MUX9596.WHB9551.unmapped-both-read-and-mate	12.0	603.0	2910.0	8.0	18.0	15811.0	22510.0
MUX9596.WHB9552.unmapped-both-read-and-mate	nan	553.0	3.0	4.0	nan	1271.0	9294.0
MUX9596.WHB9556.unmapped-both-read-and-mate	4.0	544.0	1881.0	9.0	3.0	8213.0	14344.0
MUX9596.WHB9557.unmapped-both-read-and-mate	nan	602.0	1738.0	nan	4.0	3664.0	12749.0
MUX9596.WHB9558.unmapped-both-read-and-mate	1.0	546.0	1313.0	5.0	2.0	3653.0	11859.0
MUX9597.WHB9553.unmapped-both-read-and-mate	1.0	547.0	1685.0	4.0	8.0	6721.0	13491.0
MUX9597.WHB9554.unmapped-both-read-and-mate	4.0	399.0	2412.0	3.0	6.0	7817.0	15001.0
MUX9597.WHB9555.unmapped-both-read-and-mate	6.0	463.0	2011.0	5.0	5.0	8111.0	13487.0
MUX9597.WHB9559.unmapped-both-read-and-mate	10.0	445.0	2842.0	11.0	8.0	20224.0	21609.0
MUX9597.WHB9562.unmapped-both-read-and-mate	2.0	579.0	2425.0	8.0	2.0	8678.0	16368.0
MUX9598.WHB9560.unmapped-both-read-and-mate	10.0	477.0	2666.0	9.0	10.0	16417.0	20982.0
MUX9598.WHB9561.unmapped-both-read-and-mate	8.0	696.0	2982.0	3.0	12.0	11102.0	27626.0
MUX9598.WHB9563.unmapped-both-read-and-mate	4.0	479.0	1492.0	2.0	1.0	3530.0	10190.0
MUX9598.WHB9564.unmapped-both-read-and-mate	2.0	568.0	2556.0	5.0	5.0	9996.0	14338.0
MUX9598.WHB9566.unmapped-both-read-and-mate	3.0	547.0	2184.0	4.0	6.0	7616.0	13426.0
MUX9599.WHB9567.unmapped-both-read-and-mate	nan	618.0	1782.0	6.0	6.0	4658.0	13307.0
MUX9599.WHB9568.unmapped-both-read-and-mate	3.0	580.0	1995.0	5.0	5.0	8634.0	15460.0
MUX9599.WHB9571.unmapped-both-read-and-mate	nan	561.0	1672.0	4.0	8.0	4920.0	13224.0
MUX9599.WHB9572.unmapped-both-read-and-mate	4.0	556.0	1640.0	5.0	9.0	4082.0	11618.0
MUX9599.WHB9574.unmapped-both-read-and-mate	4.0	437.0	2135.0	2.0	13.0	7179.0	14217.0
MUX9600.WHB9569.unmapped-both-read-and-mate	3.0	563.0	1511.0	7.0	2.0	3451.0	11327.0
MUX9600.WHB9575.unmapped-both-read-and-mate	5.0	662.0	1877.0	7.0	5.0	9366.0	17654.0
MUX9600.WHB9576.unmapped-both-read-and-mate	nan	572.0	1178.0	nan	nan	3079.0	12433.0
MUX9600.WHB9577.unmapped-both-read-and-mate	nan	510.0	2389.0	5.0	8.0	9064.0	15210.0
MUX9600.WHB9578.unmapped-both-read-and-mate	4.0	533.0	2413.0	12.0	4.0	14674.0	21971.0
MUX9601.WHB9580.unmapped-both-read-and-mate	2.0	522.0	2298.0	6.0	11.0	12567.0	22184.0
MUX9601.WHB9581.unmapped-both-read-and-mate	2.0	595.0	2328.0	6.0	6.0	10742.0	17821.0
MUX9601.WHB9582.unmapped-both-read-and-mate	6.0	550.0	1360.0	4.0	9.0	19779.0	19844.0
MUX9601.WHB9583.unmapped-both-read-and-mate	8.0	633.0	2503.0	14.0	21.0	20348.0	24551.0
MUX9601.WHB9585.unmapped-both-read-and-mate	nan	482.0	1610.0	6.0	2.0	5468.0	12593.0
MUX9602.WHB9587.unmapped-both-read-and-mate	2.0	656.0	3492.0	27.0	13.0	17070.0	25760.0
MUX9602.WHB9588.unmapped-both-read-and-mate	3.0	788.0	2472.0	11.0	1.0	9265.0	21752.0
MUX9602.WHB9589.unmapped-both-read-and-mate	3.0	573.0	2164.0	16.0	6.0	9942.0	18714.0
MUX9602.WHB9590.unmapped-both-read-and-mate	1.0	689.0	1946.0	4.0	nan	5837.0	15019.0
MUX9602.WHB9591.unmapped-both-read-and-mate	2.0	693.0	1769.0	18.0	7.0	11670.0	20823.0
MUX9603.WHB9586.unmapped-both-read-and-mate	5.0	476.0	2494.0	15.0	6.0	13737.0	18704.0
MUX9603.WHB9594.unmapped-both-read-and-mate	5.0	668.0	2124.0	10.0	3.0	9306.0	18870.0
MUX9603.WHB9597.unmapped-both-read-and-mate	4.0	494.0	1920.0	6.0	13.0	9791.0	17533.0
MUX9603.WHB9598.unmapped-both-read-and-mate	1.0	589.0	1055.0	nan	1.0	2459.0	11614.0
MUX9603.WHB9599.unmapped-both-read-and-mate	6.0	587.0	1552.0	11.0	4.0	6823.0	15554.0
MUX9604.WHB9600.unmapped-both-read-and-mate	6.0	782.0	2090.0	14.0	5.0	16933.0	38550.0
MUX9604.WHB9601.unmapped-both-read-and-mate	5.0	844.0	2197.0	3.0	3.0	9494.0	31620.0
MUX9604.WHB9603.unmapped-both-read-and-mate	6.0	679.0	1821.0	6.0	2.0	5943.0	26405.0
MUX9604.WHB9604.unmapped-both-read-and-mate	3.0	633.0	1675.0	12.0	5.0	11433.0	27660.0
MUX9604.WHB9605.unmapped-both-read-and-mate	1.0	551.0	1609.0	3.0	4.0	5996.0	21878.0
MUX9605.WHB9573.unmapped-both-read-and-mate	2.0	488.0	1874.0	7.0	8.0	8485.0	21180.0
MUX9605.WHB9602.unmapped-both-read-and-mate	1.0	645.0	1507.0	2.0	nan	3757.0	19526.0
MUX9605.WHB9608.unmapped-both-read-and-mate	2.0	574.0	1505.0	4.0	3.0	6494.0	19598.0
MUX9605.WHB9609.unmapped-both-read-and-mate	2.0	718.0	1364.0	3.0	4.0	5990.0	23568.0
MUX9605.WHB9611.unmapped-both-read-and-mate	2.0	574.0	1956.0	2.0	8.0	9941.0	22941.0
MUX9606.WHB9593.unmapped-both-read-and-mate	11.0	715.0	2358.0	2.0	9.0	10032.0	27529.0
MUX9606.WHB9595.unmapped-both-read-and-mate	8.0	679.0	2569.0	7.0	8.0	13426.0	28927.0
MUX9606.WHB9606.unmapped-both-read-and-mate	nan	582.0	2.0	nan	nan	261.0	13828.0
MUX9606.WHB9607.unmapped-both-read-and-mate	5.0	575.0	2569.0	11.0	10.0	15969.0	28588.0
MUX9606.WHB9614.unmapped-both-read-and-mate	1.0	724.0	2087.0	1.0	6.0	4743.0	25302.0
MUX9607.WHB9610.unmapped-both-read-and-mate	1.0	468.0	1943.0	8.0	5.0	7556.0	18934.0
MUX9607.WHB9622.unmapped-both-read-and-mate	1.0	521.0	2234.0	1.0	9.0	13494.0	23896.0
MUX9607.WHB9626.unmapped-both-read-and-mate	4.0	432.0	1415.0	3.0	3.0	7025.0	18091.0
MUX9607.WHB9631.unmapped-both-read-and-mate	5.0	824.0	2317.0	4.0	9.0	12694.0	33853.0
MUX9607.WHB9634.unmapped-both-read-and-mate	4.0	432.0	2036.0	5.0	5.0	11896.0	23286.0
MUX9608.WHB9612.unmapped-both-read-and-mate	8.0	670.0	2614.0	12.0	11.0	18356.0	32195.0
MUX9608.WHB9613.unmapped-both-read-and-mate	4.0	642.0	1905.0	6.0	9.0	12130.0	28853.0
MUX9608.WHB9615.unmapped-both-read-and-mate	9.0	625.0	2778.0	8.0	13.0	25286.0	34742.0
MUX9608.WHB9616.unmapped-both-read-and-mate	4.0	648.0	2121.0	8.0	4.0	13078.0	25341.0
MUX9608.WHB9617.unmapped-both-read-and-mate	3.0	598.0	1749.0	6.0	2.0	10820.0	22426.0
MUX9609.WHB9619.unmapped-both-read-and-mate	2.0	487.0	1895.0	3.0	3.0	11038.0	20657.0
MUX9609.WHB9620.unmapped-both-read-and-mate	7.0	613.0	3177.0	9.0	16.0	19843.0	32444.0
MUX9609.WHB9621.unmapped-both-read-and-mate	7.0	575.0	3599.0	8.0	10.0	20325.0	30378.0
MUX9609.WHB9623.unmapped-both-read-and-mate	1.0	570.0	3530.0	22.0	13.0	32808.0	37586.0
MUX9609.WHB9624.unmapped-both-read-and-mate	9.0	630.0	1767.0	6.0	4.0	9323.0	23938.0
MUX9610.WHB9625.unmapped-both-read-and-mate	6.0	602.0	1773.0	5.0	5.0	8011.0	22749.0
