Sample	Pseudomonas mendocina	Homo sapiens	Alcaligenes faecalis	Sphingobium sp. YG1	Achromobacter xylosoxidans	Other	Unclassified
MUX8381.WHB5335.unmapped-both-read-and-mate	2.0	980.0	1.0	5.0	10.0	17541.0	37449.0
MUX8381.WHB5336.unmapped-both-read-and-mate	nan	1192.0	nan	2.0	4.0	6906.0	37376.0
MUX8381.WHB5337.unmapped-both-read-and-mate	2.0	968.0	1.0	nan	6.0	9014.0	31997.0
MUX8381.WHB5338.unmapped-both-read-and-mate	1.0	800.0	nan	1.0	nan	5966.0	25648.0
MUX8381.WHB5339.unmapped-both-read-and-mate	nan	1050.0	nan	2.0	nan	3475.0	29392.0
MUX8386.WHB5340.unmapped-both-read-and-mate	nan	1099.0	nan	1.0	3.0	6958.0	24336.0
MUX8386.WHB5341.unmapped-both-read-and-mate	2.0	996.0	nan	1.0	2.0	16459.0	27603.0
MUX8386.WHB5342.unmapped-both-read-and-mate	nan	1071.0	nan	1.0	4.0	15034.0	29553.0
MUX8386.WHB5343.unmapped-both-read-and-mate	1.0	1075.0	1.0	8.0	7.0	21125.0	30738.0
MUX8386.WHB5344.unmapped-both-read-and-mate	3.0	1044.0	nan	3.0	7.0	17513.0	29777.0
MUX8387.WHB5345.unmapped-both-read-and-mate	nan	974.0	nan	nan	2.0	8586.0	24084.0
MUX8387.WHB5346.unmapped-both-read-and-mate	2.0	933.0	nan	2.0	5.0	20986.0	29235.0
MUX8387.WHB5347.unmapped-both-read-and-mate	3.0	732.0	nan	2.0	19.0	32039.0	39971.0
MUX8388.WHB5350.unmapped-both-read-and-mate	nan	833.0	nan	1.0	2.0	12103.0	23712.0
MUX8388.WHB5351.unmapped-both-read-and-mate	1.0	638.0	nan	2.0	8.0	12289.0	24809.0
MUX8388.WHB5352.unmapped-both-read-and-mate	1.0	943.0	nan	2.0	1.0	10769.0	22334.0
MUX8388.WHB5353.unmapped-both-read-and-mate	3.0	935.0	nan	3.0	nan	14106.0	27274.0
MUX8388.WHB5354.unmapped-both-read-and-mate	2.0	890.0	nan	nan	nan	2780.0	14156.0
MUX8389.WHB5355.unmapped-both-read-and-mate	1.0	877.0	nan	1.0	2.0	11616.0	23356.0
MUX8389.WHB5356.unmapped-both-read-and-mate	1.0	894.0	nan	nan	4.0	12505.0	25105.0
MUX8389.WHB5357.unmapped-both-read-and-mate	nan	773.0	nan	4.0	4.0	6334.0	17797.0
MUX8389.WHB5358.unmapped-both-read-and-mate	4.0	647.0	1.0	2.0	16.0	42149.0	44758.0
MUX8390.WHB5360.unmapped-both-read-and-mate	4.0	429.0	1.0	3.0	10.0	30994.0	36706.0
MUX8390.WHB5362.unmapped-both-read-and-mate	nan	671.0	nan	2.0	1.0	7843.0	13798.0
MUX8390.WHB5363.unmapped-both-read-and-mate	nan	741.0	nan	2.0	1.0	8407.0	15169.0
MUX8390.WHB5364.unmapped-both-read-and-mate	2.0	841.0	13.0	6.0	10.0	16702.0	20237.0
MUX8391.WHB5365.unmapped-both-read-and-mate	nan	744.0	nan	1.0	1.0	8814.0	15660.0
MUX8391.WHB5366.unmapped-both-read-and-mate	1.0	462.0	1.0	5.0	9.0	26394.0	28373.0
MUX8391.WHB5367.unmapped-both-read-and-mate	1.0	722.0	nan	3.0	2.0	8251.0	15424.0
MUX8391.WHB5368.unmapped-both-read-and-mate	1.0	800.0	nan	1.0	2.0	7779.0	14510.0
MUX8391.WHB5369.unmapped-both-read-and-mate	1.0	757.0	1.0	3.0	2.0	10053.0	17329.0
MUX8392.WHB5370.unmapped-both-read-and-mate	6.0	731.0	1.0	nan	11.0	17456.0	17051.0
MUX8392.WHB5372.unmapped-both-read-and-mate	2.0	732.0	nan	3.0	9.0	12014.0	17149.0
MUX8392.WHB5373.unmapped-both-read-and-mate	6.0	715.0	26.0	2.0	9.0	19595.0	19637.0
MUX8392.WHB5374.unmapped-both-read-and-mate	2.0	730.0	nan	6.0	2.0	5550.0	11271.0
MUX8393.WHB5376.unmapped-both-read-and-mate	nan	777.0	nan	1.0	1.0	7258.0	12756.0
MUX8393.WHB5377.unmapped-both-read-and-mate	nan	651.0	nan	1.0	1.0	9714.0	15478.0
MUX8393.WHB5378.unmapped-both-read-and-mate	nan	766.0	nan	1.0	nan	10328.0	16163.0
MUX8393.WHB5379.unmapped-both-read-and-mate	nan	715.0	1.0	6.0	3.0	11669.0	17042.0
MUX8431.WHB5380.unmapped-both-read-and-mate	39.0	662.0	nan	1.0	nan	10303.0	16087.0
MUX8431.WHB5381.unmapped-both-read-and-mate	42.0	680.0	nan	4.0	4.0	9227.0	14633.0
MUX8431.WHB5382.unmapped-both-read-and-mate	39.0	543.0	2.0	nan	6.0	19094.0	21232.0
MUX8431.WHB5383.unmapped-both-read-and-mate	90121.0	818.0	2.0	8.0	40.0	57257.0	25226.0
MUX8431.WHB5384.unmapped-both-read-and-mate	110671.0	809.0	nan	6.0	47.0	71263.0	32864.0
MUX8432.WHB5385.unmapped-both-read-and-mate	123420.0	764.0	nan	8.0	53.0	79684.0	35203.0
MUX8432.WHB5386.unmapped-both-read-and-mate	103721.0	770.0	nan	3.0	49.0	65868.0	30336.0
MUX8432.WHB5388.unmapped-both-read-and-mate	97210.0	727.0	nan	3.0	51.0	69129.0	30657.0
MUX8432.WHB5389.unmapped-both-read-and-mate	101031.0	708.0	2.0	10.0	47.0	75777.0	34976.0
MUX8433.WHB5390.unmapped-both-read-and-mate	105707.0	712.0	2.0	7.0	50.0	80995.0	34473.0
MUX8433.WHB5391.unmapped-both-read-and-mate	148633.0	763.0	nan	3.0	54.0	102206.0	41064.0
MUX8433.WHB5392.unmapped-both-read-and-mate	155706.0	769.0	2.0	5.0	76.0	107243.0	40946.0
MUX8433.WHB5393.unmapped-both-read-and-mate	131539.0	848.0	1.0	8.0	61.0	93858.0	37073.0
MUX8433.WHB5395.unmapped-both-read-and-mate	94262.0	853.0	nan	3.0	49.0	59517.0	26552.0
MUX8434.WHB5397.unmapped-both-read-and-mate	167751.0	900.0	nan	8.0	59.0	106991.0	47150.0
MUX8434.WHB5398.unmapped-both-read-and-mate	127914.0	728.0	nan	8.0	58.0	82314.0	36064.0
MUX8434.WHB5399.unmapped-both-read-and-mate	129664.0	725.0	nan	4.0	44.0	85998.0	35952.0
MUX8434.WHB5400.unmapped-both-read-and-mate	120558.0	790.0	nan	8.0	52.0	86564.0	39829.0
MUX8434.WHB5401.unmapped-both-read-and-mate	80520.0	663.0	1.0	3.0	32.0	63428.0	29817.0
MUX8435.WHB5403.unmapped-both-read-and-mate	88128.0	1296.0	nan	1.0	37.0	60219.0	69147.0
MUX8435.WHB5404.unmapped-both-read-and-mate	79110.0	1191.0	nan	5.0	46.0	56780.0	56289.0
MUX8435.WHB5405.unmapped-both-read-and-mate	65801.0	1437.0	1.0	5.0	27.0	47131.0	60526.0
MUX8435.WHB5406.unmapped-both-read-and-mate	236259.0	1407.0	nan	10.0	104.0	165403.0	103796.0
MUX8436.WHB5407.unmapped-both-read-and-mate	95458.0	1007.0	1.0	5.0	48.0	59294.0	44460.0
MUX8436.WHB5408.unmapped-both-read-and-mate	119630.0	1065.0	nan	3.0	43.0	74178.0	51622.0
MUX8436.WHB5409.unmapped-both-read-and-mate	166164.0	1412.0	nan	4.0	60.0	105549.0	80180.0
MUX8436.WHB5410.unmapped-both-read-and-mate	126027.0	1083.0	nan	7.0	77.0	80378.0	61302.0
MUX8436.WHB5411.unmapped-both-read-and-mate	166300.0	1326.0	1.0	12.0	102.0	107464.0	76587.0
MUX8437.WHB5412.unmapped-both-read-and-mate	122434.0	1248.0	nan	10.0	55.0	90657.0	64642.0
MUX8437.WHB5413.unmapped-both-read-and-mate	105699.0	1338.0	nan	9.0	60.0	80458.0	64705.0
MUX8437.WHB5414.unmapped-both-read-and-mate	42192.0	882.0	nan	5.0	14.0	34857.0	32374.0
MUX8437.WHB5415.unmapped-both-read-and-mate	141819.0	1111.0	nan	5.0	66.0	96547.0	60580.0
MUX8437.WHB5416.unmapped-both-read-and-mate	104912.0	1068.0	nan	2.0	70.0	74409.0	53065.0
MUX8438.WHB5417.unmapped-both-read-and-mate	74573.0	1018.0	1.0	6.0	48.0	55964.0	39666.0
MUX8438.WHB5418.unmapped-both-read-and-mate	140533.0	1068.0	nan	8.0	68.0	99995.0	52753.0
MUX8438.WHB5419.unmapped-both-read-and-mate	61625.0	944.0	1.0	2.0	25.0	39087.0	30683.0
MUX8438.WHB5421.unmapped-both-read-and-mate	142363.0	1019.0	nan	11.0	59.0	91358.0	53922.0
MUX8439.WHB5394.unmapped-both-read-and-mate	164361.0	1044.0	nan	2.0	71.0	116376.0	50565.0
MUX8439.WHB5423.unmapped-both-read-and-mate	111972.0	982.0	nan	9.0	48.0	76694.0	43314.0
MUX8439.WHB5424.unmapped-both-read-and-mate	95844.0	836.0	nan	8.0	63.0	72847.0	41741.0
MUX8440.WHB5425.unmapped-both-read-and-mate	56766.0	886.0	nan	7.0	31.0	44938.0	28618.0
MUX8440.WHB5426.unmapped-both-read-and-mate	71808.0	909.0	2.0	4.0	45.0	56486.0	37078.0
MUX8440.WHB5427.unmapped-both-read-and-mate	147400.0	948.0	nan	8.0	83.0	98981.0	43479.0
MUX8440.WHB5428.unmapped-both-read-and-mate	162999.0	973.0	1.0	7.0	67.0	113423.0	50992.0
MUX8440.WHB5429.unmapped-both-read-and-mate	110976.0	1004.0	nan	15.0	60.0	77102.0	38782.0
MUX8442.WHB5430.unmapped-both-read-and-mate	142443.0	890.0	nan	2.0	82.0	97332.0	43016.0
MUX8442.WHB5431.unmapped-both-read-and-mate	43818.0	834.0	nan	6.0	28.0	30394.0	23108.0
MUX8442.WHB5433.unmapped-both-read-and-mate	113166.0	774.0	nan	4.0	65.0	74452.0	39864.0
MUX8442.WHB5434.unmapped-both-read-and-mate	115462.0	901.0	1.0	4.0	63.0	74690.0	39660.0
MUX8443.WHB5436.unmapped-both-read-and-mate	97356.0	910.0	nan	9.0	22.0	74923.0	41146.0
MUX8443.WHB5437.unmapped-both-read-and-mate	48617.0	864.0	nan	5.0	26.0	38726.0	28522.0
MUX8443.WHB5438.unmapped-both-read-and-mate	117454.0	904.0	nan	10.0	59.0	77895.0	37228.0
MUX8443.WHB5439.unmapped-both-read-and-mate	134862.0	814.0	2.0	11.0	72.0	95836.0	43203.0
MUX8445.WHB5440.unmapped-both-read-and-mate	99975.0	1211.0	1.0	7.0	52.0	71668.0	57267.0
MUX8445.WHB5441.unmapped-both-read-and-mate	60500.0	1010.0	nan	5.0	31.0	45111.0	39818.0
MUX8445.WHB5442.unmapped-both-read-and-mate	116804.0	1238.0	nan	5.0	66.0	92854.0	61592.0
MUX8445.WHB5443.unmapped-both-read-and-mate	75923.0	1416.0	nan	2.0	45.0	48320.0	51875.0
MUX8445.WHB5444.unmapped-both-read-and-mate	105231.0	1113.0	nan	12.0	42.0	68270.0	49840.0
MUX8446.WHB5445.unmapped-both-read-and-mate	90949.0	1088.0	nan	6.0	48.0	58903.0	44499.0
MUX8446.WHB5446.unmapped-both-read-and-mate	65915.0	972.0	nan	10.0	42.0	44385.0	40757.0
MUX8446.WHB5447.unmapped-both-read-and-mate	131184.0	1129.0	2.0	8.0	52.0	95876.0	59521.0
MUX8446.WHB5448.unmapped-both-read-and-mate	108442.0	1027.0	1.0	6.0	41.0	81399.0	54082.0
MUX8446.WHB5449.unmapped-both-read-and-mate	69976.0	1283.0	2.0	6.0	33.0	57121.0	49302.0
MUX8458.WHB5450.unmapped-both-read-and-mate	139303.0	665.0	nan	5.0	78.0	94033.0	37816.0
MUX8458.WHB5451.unmapped-both-read-and-mate	150855.0	870.0	nan	3.0	54.0	101902.0	41488.0
MUX8458.WHB5452.unmapped-both-read-and-mate	116084.0	673.0	nan	5.0	58.0	82972.0	32319.0
MUX8458.WHB5453.unmapped-both-read-and-mate	80811.0	749.0	nan	5.0	39.0	60149.0	27125.0
MUX8458.WHB5454.unmapped-both-read-and-mate	144641.0	737.0	nan	6.0	88.0	110159.0	40451.0
MUX8459.WHB5455.unmapped-both-read-and-mate	66573.0	839.0	nan	3.0	39.0	44943.0	21937.0
MUX8459.WHB5456.unmapped-both-read-and-mate	156040.0	693.0	1.0	11.0	58.0	98841.0	40092.0
MUX8459.WHB5457.unmapped-both-read-and-mate	151904.0	684.0	nan	5.0	72.0	97772.0	40114.0
MUX8459.WHB5458.unmapped-both-read-and-mate	158195.0	836.0	nan	16.0	73.0	100808.0	42955.0
MUX8459.WHB5459.unmapped-both-read-and-mate	164512.0	793.0	nan	13.0	90.0	117327.0	50148.0
MUX8460.WHB5460.unmapped-both-read-and-mate	78539.0	728.0	nan	7.0	35.0	61444.0	28251.0
MUX8460.WHB5461.unmapped-both-read-and-mate	80389.0	756.0	nan	14.0	37.0	62117.0	30312.0
MUX8460.WHB5462.unmapped-both-read-and-mate	186323.0	737.0	1.0	5.0	88.0	124796.0	46448.0
MUX8460.WHB5463.unmapped-both-read-and-mate	134640.0	752.0	1.0	2.0	79.0	92084.0	35983.0
MUX8460.WHB5464.unmapped-both-read-and-mate	62186.0	727.0	nan	1.0	37.0	45676.0	23518.0
MUX8461.WHB5465.unmapped-both-read-and-mate	91332.0	716.0	nan	1.0	35.0	66823.0	28779.0
MUX8461.WHB5466.unmapped-both-read-and-mate	178446.0	768.0	1.0	8.0	96.0	137480.0	46359.0
MUX8461.WHB5467.unmapped-both-read-and-mate	42386.0	785.0	1.0	2.0	24.0	29198.0	16494.0
MUX8461.WHB5468.unmapped-both-read-and-mate	87987.0	732.0	nan	4.0	34.0	58629.0	29293.0
MUX8461.WHB5469.unmapped-both-read-and-mate	111009.0	621.0	nan	7.0	50.0	72636.0	32901.0
MUX8680.WHB5481.unmapped-both-read-and-mate	1.0	664.0	2176.0	1.0	4.0	3695.0	19151.0
MUX8680.WHB5482.unmapped-both-read-and-mate	3.0	697.0	2386.0	5.0	6.0	5958.0	20962.0
MUX8680.WHB5485.unmapped-both-read-and-mate	nan	606.0	987.0	nan	2.0	1891.0	16330.0
MUX8680.WHB5487.unmapped-both-read-and-mate	nan	664.0	975.0	1.0	nan	2644.0	17014.0
MUX8681.WHB5484.unmapped-both-read-and-mate	nan	680.0	1661.0	nan	nan	4158.0	20641.0
MUX8681.WHB5488.unmapped-both-read-and-mate	1.0	606.0	2142.0	1.0	nan	3563.0	14243.0
MUX8681.WHB5491.unmapped-both-read-and-mate	1.0	622.0	1435.0	nan	1.0	1635.0	19585.0
MUX8681.WHB5492.unmapped-both-read-and-mate	1.0	547.0	3019.0	1.0	3.0	6184.0	19771.0
MUX8682.WHB5489.unmapped-both-read-and-mate	2.0	632.0	2469.0	nan	2.0	5776.0	22872.0
MUX8682.WHB5493.unmapped-both-read-and-mate	nan	610.0	1919.0	4.0	nan	3592.0	18830.0
MUX8682.WHB5498.unmapped-both-read-and-mate	1.0	629.0	3936.0	1.0	17.0	14397.0	25502.0
MUX8683.WHB5505.unmapped-both-read-and-mate	1.0	429.0	1788.0	1.0	3.0	2313.0	14946.0
MUX8683.WHB5508.unmapped-both-read-and-mate	nan	392.0	1482.0	nan	3.0	2135.0	12751.0
MUX8684.WHB5510.unmapped-both-read-and-mate	6.0	682.0	3238.0	3.0	4.0	3867.0	23874.0
MUX8685.WHB5513.unmapped-both-read-and-mate	3.0	643.0	1974.0	1.0	3.0	2974.0	20385.0
MUX8685.WHB5515.unmapped-both-read-and-mate	2.0	536.0	2102.0	6.0	2.0	3933.0	19207.0
MUX8685.WHB5517.unmapped-both-read-and-mate	2.0	688.0	2289.0	1.0	1.0	4228.0	30484.0
MUX8686.WHB5524.unmapped-both-read-and-mate	nan	565.0	2056.0	1.0	3.0	2799.0	17363.0
MUX8688.WHB5526.unmapped-both-read-and-mate	nan	445.0	1227.0	nan	1.0	2705.0	10274.0
MUX8688.WHB5528.unmapped-both-read-and-mate	nan	400.0	1347.0	5.0	3.0	3053.0	9835.0
MUX8688.WHB5534.unmapped-both-read-and-mate	1.0	525.0	1529.0	2.0	1.0	2457.0	10512.0
MUX8689.WHB5537.unmapped-both-read-and-mate	nan	451.0	1508.0	1.0	nan	4024.0	10821.0
MUX8689.WHB5538.unmapped-both-read-and-mate	nan	385.0	930.0	nan	nan	2337.0	9547.0
MUX8689.WHB5539.unmapped-both-read-and-mate	3.0	501.0	1993.0	4.0	2.0	4001.0	10773.0
MUX8690.WHB5540.unmapped-both-read-and-mate	2.0	340.0	966.0	1.0	nan	1956.0	7080.0
MUX8690.WHB5541.unmapped-both-read-and-mate	nan	412.0	1848.0	1.0	6.0	3649.0	9713.0
MUX8691.WHB5545.unmapped-both-read-and-mate	2.0	464.0	2208.0	9.0	2.0	3996.0	11628.0
MUX8691.WHB5548.unmapped-both-read-and-mate	1.0	490.0	1641.0	1.0	4.0	3802.0	10801.0
MUX8691.WHB5549.unmapped-both-read-and-mate	3.0	472.0	1551.0	nan	1.0	2992.0	11129.0
MUX8692.WHB5550.unmapped-both-read-and-mate	2.0	525.0	1374.0	nan	1.0	3195.0	11145.0
MUX8692.WHB5552.unmapped-both-read-and-mate	1.0	494.0	1219.0	2.0	nan	2495.0	10777.0
MUX8692.WHB5553.unmapped-both-read-and-mate	1.0	540.0	1829.0	1.0	5.0	2654.0	11030.0
MUX8692.WHB5556.unmapped-both-read-and-mate	nan	569.0	1397.0	nan	2.0	2212.0	10378.0
MUX8693.WHB5557.unmapped-both-read-and-mate	1.0	553.0	1770.0	1.0	3.0	3707.0	11325.0
MUX8693.WHB5558.unmapped-both-read-and-mate	1.0	545.0	1615.0	1.0	1.0	2636.0	10897.0
MUX8693.WHB5561.unmapped-both-read-and-mate	1.0	605.0	2043.0	nan	2.0	4050.0	11666.0
MUX8694.WHB5551.unmapped-both-read-and-mate	2.0	436.0	4223.0	3.0	12.0	6898.0	13339.0
MUX8694.WHB5564.unmapped-both-read-and-mate	2.0	440.0	1415.0	1.0	nan	2423.0	8459.0
MUX8694.WHB5565.unmapped-both-read-and-mate	1.0	453.0	1554.0	6.0	5.0	8347.0	13775.0
MUX8695.WHB5571.unmapped-both-read-and-mate	3.0	440.0	2464.0	2.0	6.0	3586.0	10732.0
MUX8695.WHB5574.unmapped-both-read-and-mate	4.0	353.0	3578.0	2.0	3.0	6444.0	11106.0
MUX8697.WHB5504.unmapped-both-read-and-mate	2.0	457.0	1925.0	5.0	2.0	4442.0	7033.0
MUX8697.WHB5616.unmapped-both-read-and-mate	nan	331.0	1117.0	nan	nan	1891.0	4043.0
MUX8697.WHB5640.unmapped-both-read-and-mate	2.0	400.0	1213.0	2.0	1.0	2097.0	4491.0
MUX8699.WHB5562.unmapped-both-read-and-mate	1.0	361.0	1920.0	1.0	3.0	3188.0	4734.0
MUX8699.WHB5570.unmapped-both-read-and-mate	3.0	327.0	4459.0	5.0	2.0	7019.0	8380.0
MUX8699.WHB5572.unmapped-both-read-and-mate	2.0	388.0	3811.0	2.0	nan	6402.0	7944.0
MUX8700.WHB5566.unmapped-both-read-and-mate	3.0	312.0	1370.0	3.0	1.0	9271.0	9869.0
MUX8700.WHB5575.unmapped-both-read-and-mate	3.0	377.0	1881.0	3.0	2.0	3797.0	6291.0
MUX8700.WHB5576.unmapped-both-read-and-mate	3.0	362.0	1894.0	1.0	2.0	4755.0	5880.0
MUX8700.WHB5577.unmapped-both-read-and-mate	1.0	375.0	1401.0	nan	2.0	5068.0	6232.0
MUX8701.WHB5578.unmapped-both-read-and-mate	2.0	363.0	1643.0	nan	2.0	3820.0	6344.0
MUX8701.WHB5582.unmapped-both-read-and-mate	1.0	272.0	1642.0	1.0	3.0	2572.0	6223.0
MUX8701.WHB5583.unmapped-both-read-and-mate	1.0	322.0	2260.0	3.0	1.0	3484.0	6064.0
MUX8702.WHB5585.unmapped-both-read-and-mate	2.0	346.0	2202.0	3.0	nan	3493.0	5819.0
MUX8702.WHB5587.unmapped-both-read-and-mate	nan	299.0	1792.0	1.0	3.0	4206.0	5839.0
MUX8702.WHB5589.unmapped-both-read-and-mate	4.0	328.0	1943.0	1.0	nan	3948.0	5707.0
MUX8703.WHB5590.unmapped-both-read-and-mate	nan	433.0	2032.0	1.0	3.0	4918.0	6760.0
MUX8703.WHB5591.unmapped-both-read-and-mate	3.0	440.0	2849.0	2.0	3.0	3834.0	6397.0
MUX8703.WHB5593.unmapped-both-read-and-mate	4.0	320.0	2513.0	1.0	6.0	2901.0	5612.0
MUX8703.WHB5594.unmapped-both-read-and-mate	nan	328.0	1212.0	nan	1.0	2780.0	5257.0
MUX8704.WHB5596.unmapped-both-read-and-mate	1.0	321.0	1721.0	nan	1.0	2938.0	4456.0
MUX8704.WHB5597.unmapped-both-read-and-mate	4.0	375.0	3427.0	1.0	6.0	3687.0	6291.0
MUX8704.WHB5598.unmapped-both-read-and-mate	2.0	330.0	2624.0	nan	5.0	4595.0	6730.0
MUX8704.WHB5600.unmapped-both-read-and-mate	1.0	348.0	2725.0	6.0	nan	3817.0	5852.0
MUX8705.WHB5584.unmapped-both-read-and-mate	1.0	333.0	1934.0	nan	1.0	3959.0	5221.0
MUX8705.WHB5601.unmapped-both-read-and-mate	nan	393.0	3497.0	2.0	nan	4300.0	5268.0
MUX8705.WHB5604.unmapped-both-read-and-mate	1.0	399.0	1191.0	nan	2.0	1491.0	4352.0
MUX8705.WHB5605.unmapped-both-read-and-mate	2.0	354.0	4236.0	2.0	6.0	6195.0	6958.0
MUX8705.WHB5608.unmapped-both-read-and-mate	nan	282.0	1161.0	nan	1.0	1732.0	3988.0
MUX8706.WHB5603.unmapped-both-read-and-mate	nan	340.0	1659.0	nan	1.0	2351.0	4745.0
MUX8706.WHB5606.unmapped-both-read-and-mate	nan	345.0	1562.0	nan	1.0	2401.0	4602.0
MUX8706.WHB5610.unmapped-both-read-and-mate	1.0	311.0	1953.0	nan	1.0	2512.0	5113.0
MUX8706.WHB5611.unmapped-both-read-and-mate	nan	322.0	2512.0	1.0	3.0	4285.0	6314.0
MUX8707.WHB5619.unmapped-both-read-and-mate	nan	240.0	1390.0	nan	2.0	2747.0	4192.0
MUX8708.WHB5620.unmapped-both-read-and-mate	nan	277.0	1459.0	nan	nan	3484.0	5283.0
MUX8708.WHB5622.unmapped-both-read-and-mate	1.0	272.0	1213.0	1.0	nan	3360.0	5078.0
MUX8708.WHB5624.unmapped-both-read-and-mate	1.0	286.0	1454.0	1.0	1.0	1868.0	3728.0
MUX8709.WHB5625.unmapped-both-read-and-mate	nan	292.0	993.0	nan	3.0	1047.0	3699.0
MUX8709.WHB5626.unmapped-both-read-and-mate	nan	275.0	949.0	nan	nan	1124.0	3627.0
MUX8709.WHB5627.unmapped-both-read-and-mate	1.0	305.0	2020.0	nan	5.0	2812.0	4867.0
MUX8714.WHB5630.unmapped-both-read-and-mate	1.0	755.0	1282.0	nan	2.0	3136.0	26064.0
MUX8714.WHB5631.unmapped-both-read-and-mate	1.0	797.0	1237.0	nan	3.0	2543.0	28939.0
MUX8714.WHB5632.unmapped-both-read-and-mate	nan	786.0	1747.0	nan	4.0	4218.0	29156.0
MUX8714.WHB5633.unmapped-both-read-and-mate	3.0	784.0	2504.0	2.0	3.0	5124.0	30218.0
MUX8715.WHB5637.unmapped-both-read-and-mate	nan	964.0	1800.0	1.0	4.0	4093.0	34992.0
MUX8715.WHB5638.unmapped-both-read-and-mate	nan	684.0	749.0	nan	3.0	1645.0	21790.0
MUX8715.WHB5641.unmapped-both-read-and-mate	nan	667.0	1880.0	3.0	2.0	2453.0	25700.0
MUX8716.WHB5613.unmapped-both-read-and-mate	3.0	807.0	1390.0	1.0	1.0	2293.0	24113.0
MUX8716.WHB5639.unmapped-both-read-and-mate	nan	742.0	1599.0	3.0	nan	2144.0	24521.0
MUX8716.WHB5643.unmapped-both-read-and-mate	nan	729.0	1804.0	1.0	4.0	3661.0	31075.0
MUX8716.WHB5644.unmapped-both-read-and-mate	nan	707.0	1575.0	nan	1.0	3537.0	25047.0
MUX8716.WHB5645.unmapped-both-read-and-mate	nan	700.0	1269.0	nan	1.0	1376.0	23341.0
MUX8717.WHB5646.unmapped-both-read-and-mate	2.0	609.0	1908.0	3.0	4.0	3134.0	23339.0
MUX8717.WHB5647.unmapped-both-read-and-mate	2.0	654.0	2267.0	2.0	3.0	3232.0	24353.0
MUX8717.WHB5648.unmapped-both-read-and-mate	4.0	733.0	1632.0	nan	2.0	2078.0	24933.0
MUX8718.WHB5649.unmapped-both-read-and-mate	1.0	571.0	1734.0	1.0	nan	2154.0	18895.0
MUX8718.WHB5651.unmapped-both-read-and-mate	1.0	549.0	2200.0	2.0	1.0	3470.0	16379.0
MUX8718.WHB5652.unmapped-both-read-and-mate	nan	645.0	1117.0	nan	7.0	1529.0	21765.0
MUX8718.WHB5653.unmapped-both-read-and-mate	1.0	721.0	2176.0	1.0	2.0	8051.0	24905.0
MUX8718.WHB5654.unmapped-both-read-and-mate	3.0	709.0	694.0	nan	5.0	1579.0	23380.0
MUX8719.WHB5656.unmapped-both-read-and-mate	nan	549.0	1273.0	1.0	4.0	6164.0	20496.0
MUX8719.WHB5657.unmapped-both-read-and-mate	1.0	725.0	1476.0	1.0	2.0	2127.0	24596.0
MUX8719.WHB5661.unmapped-both-read-and-mate	2.0	717.0	1505.0	2.0	4.0	2995.0	20984.0
MUX8720.WHB5655.unmapped-both-read-and-mate	1.0	683.0	1468.0	nan	nan	4276.0	25143.0
MUX8720.WHB5658.unmapped-both-read-and-mate	nan	528.0	1873.0	1.0	nan	2311.0	19579.0
MUX8720.WHB5659.unmapped-both-read-and-mate	2.0	665.0	1891.0	nan	2.0	5477.0	26167.0
MUX8720.WHB5666.unmapped-both-read-and-mate	3.0	664.0	3344.0	2.0	3.0	5152.0	25813.0
MUX8721.WHB5665.unmapped-both-read-and-mate	1.0	502.0	891.0	nan	2.0	1614.0	16419.0
MUX8721.WHB5668.unmapped-both-read-and-mate	nan	368.0	711.0	1.0	1.0	2414.0	11836.0
MUX8721.WHB5669.unmapped-both-read-and-mate	1.0	426.0	589.0	nan	nan	1129.0	13376.0
MUX8745.WHB5500.unmapped-both-read-and-mate	1.0	581.0	2571.0	nan	4.0	5253.0	18242.0
MUX8745.WHB5683.unmapped-both-read-and-mate	nan	480.0	1448.0	nan	3.0	3007.0	14106.0
MUX8746.WHB5599.unmapped-both-read-and-mate	2.0	477.0	1931.0	nan	2.0	3984.0	15221.0
MUX8746.WHB5602.unmapped-both-read-and-mate	1.0	370.0	1044.0	2.0	1.0	1440.0	10249.0
MUX8746.WHB5607.unmapped-both-read-and-mate	nan	440.0	1542.0	nan	2.0	4003.0	15339.0
MUX8747.WHB5670.unmapped-both-read-and-mate	1.0	364.0	1253.0	2.0	1.0	3098.0	10400.0
MUX8747.WHB5672.unmapped-both-read-and-mate	1.0	503.0	2331.0	2.0	5.0	7209.0	16870.0
MUX8747.WHB5673.unmapped-both-read-and-mate	1.0	455.0	2721.0	5.0	3.0	5859.0	13721.0
MUX8747.WHB5674.unmapped-both-read-and-mate	1.0	417.0	2687.0	3.0	4.0	5864.0	13609.0
MUX8748.WHB5675.unmapped-both-read-and-mate	4.0	401.0	3613.0	1.0	2.0	4446.0	10887.0
MUX8748.WHB5676.unmapped-both-read-and-mate	nan	431.0	1924.0	nan	5.0	4589.0	12224.0
MUX8748.WHB5677.unmapped-both-read-and-mate	1.0	378.0	2000.0	2.0	1.0	4090.0	10683.0
MUX8748.WHB5680.unmapped-both-read-and-mate	1.0	370.0	1972.0	nan	2.0	4033.0	11019.0
MUX8749.WHB5682.unmapped-both-read-and-mate	4.0	365.0	2024.0	1.0	1.0	2737.0	7995.0
MUX8749.WHB5685.unmapped-both-read-and-mate	2.0	583.0	2205.0	1.0	4.0	3643.0	11726.0
