Sample	Proteobacteria	Chordata	Actinobacteria	Firmicutes	Bacteroidetes	Other	Unclassified
MUX8391.WHB5366.unmapped-both-read-and-mate	25624.0	462.0	521.0	13.0	8.0	244.0	28373.0
MUX8391.WHB5367.unmapped-both-read-and-mate	7933.0	722.0	192.0	7.0	6.0	119.0	15424.0
MUX8391.WHB5368.unmapped-both-read-and-mate	7504.0	800.0	174.0	4.0	5.0	96.0	14510.0
MUX8391.WHB5369.unmapped-both-read-and-mate	9699.0	757.0	203.0	8.0	3.0	147.0	17329.0
MUX8392.WHB5370.unmapped-both-read-and-mate	17089.0	731.0	239.0	5.0	5.0	136.0	17051.0
MUX8392.WHB5372.unmapped-both-read-and-mate	11634.0	732.0	219.0	6.0	5.0	164.0	17149.0
MUX8392.WHB5373.unmapped-both-read-and-mate	19112.0	715.0	312.0	25.0	26.0	163.0	19637.0
MUX8392.WHB5374.unmapped-both-read-and-mate	5361.0	730.0	108.0	nan	2.0	89.0	11271.0
MUX8393.WHB5376.unmapped-both-read-and-mate	6993.0	777.0	159.0	3.0	4.0	101.0	12756.0
MUX8393.WHB5377.unmapped-both-read-and-mate	9384.0	651.0	191.0	9.0	9.0	123.0	15478.0
MUX8393.WHB5378.unmapped-both-read-and-mate	9975.0	766.0	211.0	7.0	3.0	133.0	16163.0
MUX8393.WHB5379.unmapped-both-read-and-mate	11316.0	715.0	209.0	2.0	11.0	141.0	17042.0
MUX8431.WHB5380.unmapped-both-read-and-mate	9968.0	662.0	224.0	2.0	6.0	143.0	16087.0
MUX8431.WHB5381.unmapped-both-read-and-mate	8945.0	680.0	197.0	3.0	6.0	126.0	14633.0
MUX8431.WHB5382.unmapped-both-read-and-mate	18541.0	543.0	369.0	6.0	10.0	215.0	21232.0
MUX8431.WHB5383.unmapped-both-read-and-mate	144188.0	818.0	3025.0	21.0	14.0	180.0	25226.0
MUX8431.WHB5384.unmapped-both-read-and-mate	176033.0	809.0	5604.0	21.0	29.0	300.0	32864.0
MUX8432.WHB5385.unmapped-both-read-and-mate	196944.0	764.0	5832.0	29.0	16.0	344.0	35203.0
MUX8432.WHB5386.unmapped-both-read-and-mate	164538.0	770.0	4754.0	26.0	24.0	299.0	30336.0
MUX8432.WHB5388.unmapped-both-read-and-mate	161300.0	727.0	4735.0	33.0	17.0	308.0	30657.0
MUX8432.WHB5389.unmapped-both-read-and-mate	170575.0	708.0	5867.0	29.0	23.0	373.0	34976.0
MUX8433.WHB5390.unmapped-both-read-and-mate	180152.0	712.0	6207.0	43.0	17.0	342.0	34473.0
MUX8433.WHB5391.unmapped-both-read-and-mate	241882.0	763.0	8586.0	38.0	18.0	372.0	41064.0
MUX8433.WHB5392.unmapped-both-read-and-mate	252652.0	769.0	9893.0	30.0	26.0	431.0	40946.0
MUX8433.WHB5393.unmapped-both-read-and-mate	217086.0	848.0	7926.0	31.0	17.0	407.0	37073.0
MUX8433.WHB5395.unmapped-both-read-and-mate	150338.0	853.0	3269.0	20.0	18.0	186.0	26552.0
MUX8434.WHB5397.unmapped-both-read-and-mate	265778.0	900.0	8477.0	35.0	24.0	495.0	47150.0
MUX8434.WHB5398.unmapped-both-read-and-mate	203397.0	728.0	6477.0	27.0	21.0	372.0	36064.0
MUX8434.WHB5399.unmapped-both-read-and-mate	208917.0	725.0	6421.0	19.0	12.0	341.0	35952.0
MUX8434.WHB5400.unmapped-both-read-and-mate	200144.0	790.0	6585.0	20.0	21.0	412.0	39829.0
MUX8434.WHB5401.unmapped-both-read-and-mate	138869.0	663.0	4755.0	33.0	19.0	308.0	29817.0
MUX8435.WHB5403.unmapped-both-read-and-mate	142551.0	1296.0	5523.0	31.0	11.0	269.0	69147.0
MUX8435.WHB5404.unmapped-both-read-and-mate	130495.0	1191.0	5151.0	16.0	20.0	259.0	56289.0
MUX8435.WHB5405.unmapped-both-read-and-mate	108808.0	1437.0	3953.0	19.0	14.0	171.0	60526.0
MUX8435.WHB5406.unmapped-both-read-and-mate	387582.0	1407.0	13526.0	48.0	36.0	584.0	103796.0
MUX8436.WHB5407.unmapped-both-read-and-mate	151494.0	1007.0	3052.0	20.0	16.0	224.0	44460.0
MUX8436.WHB5408.unmapped-both-read-and-mate	188132.0	1065.0	5400.0	12.0	11.0	299.0	51622.0
MUX8436.WHB5409.unmapped-both-read-and-mate	263274.0	1412.0	7884.0	41.0	36.0	542.0	80180.0
MUX8436.WHB5410.unmapped-both-read-and-mate	199962.0	1083.0	6149.0	25.0	18.0	335.0	61302.0
MUX8436.WHB5411.unmapped-both-read-and-mate	264934.0	1326.0	8432.0	30.0	34.0	449.0	76587.0
MUX8437.WHB5412.unmapped-both-read-and-mate	206058.0	1248.0	6680.0	33.0	18.0	367.0	64642.0
MUX8437.WHB5413.unmapped-both-read-and-mate	179569.0	1338.0	6242.0	36.0	28.0	351.0	64705.0
MUX8437.WHB5414.unmapped-both-read-and-mate	74480.0	882.0	2381.0	13.0	15.0	179.0	32374.0
MUX8437.WHB5415.unmapped-both-read-and-mate	229412.0	1111.0	8559.0	26.0	24.0	416.0	60580.0
MUX8437.WHB5416.unmapped-both-read-and-mate	171773.0	1068.0	7248.0	23.0	22.0	327.0	53065.0
MUX8438.WHB5417.unmapped-both-read-and-mate	125635.0	1018.0	4664.0	28.0	11.0	254.0	39666.0
MUX8438.WHB5418.unmapped-both-read-and-mate	232121.0	1068.0	8007.0	37.0	15.0	424.0	52753.0
MUX8438.WHB5419.unmapped-both-read-and-mate	98518.0	944.0	2054.0	9.0	11.0	148.0	30683.0
MUX8438.WHB5421.unmapped-both-read-and-mate	225870.0	1019.0	7447.0	32.0	26.0	416.0	53922.0
MUX8439.WHB5394.unmapped-both-read-and-mate	271477.0	1044.0	8837.0	33.0	19.0	444.0	50565.0
MUX8439.WHB5423.unmapped-both-read-and-mate	182874.0	982.0	5509.0	18.0	17.0	305.0	43314.0
MUX8439.WHB5424.unmapped-both-read-and-mate	162819.0	836.0	5528.0	36.0	28.0	351.0	41741.0
MUX8440.WHB5425.unmapped-both-read-and-mate	98345.0	886.0	3163.0	20.0	8.0	206.0	28618.0
MUX8440.WHB5426.unmapped-both-read-and-mate	123884.0	909.0	4141.0	30.0	10.0	280.0	37078.0
MUX8440.WHB5427.unmapped-both-read-and-mate	237864.0	948.0	8185.0	27.0	17.0	379.0	43479.0
MUX8440.WHB5428.unmapped-both-read-and-mate	266060.0	973.0	9985.0	41.0	22.0	389.0	50992.0
MUX8440.WHB5429.unmapped-both-read-and-mate	180724.0	1004.0	7095.0	30.0	12.0	292.0	38782.0
MUX8442.WHB5430.unmapped-both-read-and-mate	231647.0	890.0	7778.0	51.0	27.0	356.0	43016.0
MUX8442.WHB5431.unmapped-both-read-and-mate	72494.0	834.0	1621.0	12.0	9.0	110.0	23108.0
MUX8442.WHB5433.unmapped-both-read-and-mate	181412.0	774.0	5903.0	33.0	16.0	323.0	39864.0
MUX8442.WHB5434.unmapped-both-read-and-mate	184041.0	901.0	5807.0	30.0	22.0	320.0	39660.0
MUX8443.WHB5436.unmapped-both-read-and-mate	166656.0	910.0	5240.0	28.0	10.0	376.0	41146.0
MUX8443.WHB5437.unmapped-both-read-and-mate	84190.0	864.0	2934.0	17.0	14.0	219.0	28522.0
MUX8443.WHB5438.unmapped-both-read-and-mate	188026.0	904.0	7044.0	31.0	16.0	301.0	37228.0
MUX8443.WHB5439.unmapped-both-read-and-mate	222210.0	814.0	8140.0	28.0	20.0	385.0	43203.0
MUX8445.WHB5440.unmapped-both-read-and-mate	165467.0	1211.0	5931.0	26.0	10.0	269.0	57267.0
MUX8445.WHB5441.unmapped-both-read-and-mate	101523.0	1010.0	3894.0	28.0	8.0	194.0	39818.0
MUX8445.WHB5442.unmapped-both-read-and-mate	202111.0	1238.0	7212.0	33.0	18.0	355.0	61592.0
MUX8445.WHB5443.unmapped-both-read-and-mate	121601.0	1416.0	2523.0	14.0	8.0	144.0	51875.0
MUX8445.WHB5444.unmapped-both-read-and-mate	167664.0	1113.0	5557.0	22.0	18.0	294.0	49840.0
MUX8446.WHB5445.unmapped-both-read-and-mate	144997.0	1088.0	4638.0	25.0	15.0	231.0	44499.0
MUX8446.WHB5446.unmapped-both-read-and-mate	106542.0	972.0	3526.0	21.0	25.0	238.0	40757.0
MUX8446.WHB5447.unmapped-both-read-and-mate	219102.0	1129.0	7564.0	23.0	26.0	407.0	59521.0
MUX8446.WHB5448.unmapped-both-read-and-mate	183117.0	1027.0	6367.0	25.0	21.0	359.0	54082.0
MUX8446.WHB5449.unmapped-both-read-and-mate	122938.0	1283.0	3885.0	22.0	15.0	278.0	49302.0
MUX8458.WHB5450.unmapped-both-read-and-mate	224936.0	665.0	8006.0	35.0	31.0	411.0	37816.0
MUX8458.WHB5451.unmapped-both-read-and-mate	243355.0	870.0	9003.0	45.0	13.0	398.0	41488.0
MUX8458.WHB5452.unmapped-both-read-and-mate	191790.0	673.0	7005.0	26.0	16.0	282.0	32319.0
MUX8458.WHB5453.unmapped-both-read-and-mate	134976.0	749.0	5741.0	30.0	15.0	242.0	27125.0
MUX8458.WHB5454.unmapped-both-read-and-mate	245763.0	737.0	8696.0	25.0	19.0	391.0	40451.0
MUX8459.WHB5455.unmapped-both-read-and-mate	108927.0	839.0	2416.0	11.0	12.0	192.0	21937.0
MUX8459.WHB5456.unmapped-both-read-and-mate	246505.0	693.0	7992.0	30.0	19.0	405.0	40092.0
MUX8459.WHB5457.unmapped-both-read-and-mate	240906.0	684.0	8351.0	27.0	31.0	438.0	40114.0
MUX8459.WHB5458.unmapped-both-read-and-mate	250325.0	836.0	8234.0	44.0	22.0	467.0	42955.0
MUX8459.WHB5459.unmapped-both-read-and-mate	271845.0	793.0	9523.0	40.0	30.0	504.0	50148.0
MUX8460.WHB5460.unmapped-both-read-and-mate	134160.0	728.0	5541.0	22.0	9.0	293.0	28251.0
MUX8460.WHB5461.unmapped-both-read-and-mate	136992.0	756.0	5204.0	29.0	25.0	307.0	30312.0
MUX8460.WHB5462.unmapped-both-read-and-mate	299715.0	737.0	10912.0	53.0	32.0	501.0	46448.0
MUX8460.WHB5463.unmapped-both-read-and-mate	218880.0	752.0	7441.0	90.0	37.0	358.0	35983.0
MUX8460.WHB5464.unmapped-both-read-and-mate	103834.0	727.0	3803.0	15.0	20.0	228.0	23518.0
MUX8461.WHB5465.unmapped-both-read-and-mate	152520.0	716.0	5394.0	20.0	5.0	252.0	28779.0
MUX8461.WHB5466.unmapped-both-read-and-mate	304718.0	768.0	10788.0	37.0	29.0	459.0	46359.0
MUX8461.WHB5467.unmapped-both-read-and-mate	69995.0	785.0	1471.0	22.0	15.0	108.0	16494.0
MUX8461.WHB5468.unmapped-both-read-and-mate	141962.0	732.0	4410.0	21.0	11.0	250.0	29293.0
MUX8461.WHB5469.unmapped-both-read-and-mate	177297.0	621.0	6025.0	25.0	14.0	341.0	32901.0
MUX8680.WHB5481.unmapped-both-read-and-mate	4733.0	664.0	1089.0	6.0	10.0	39.0	19151.0
MUX8680.WHB5482.unmapped-both-read-and-mate	4645.0	697.0	3626.0	7.0	11.0	69.0	20962.0
MUX8680.WHB5485.unmapped-both-read-and-mate	2464.0	606.0	389.0	2.0	12.0	13.0	16330.0
MUX8680.WHB5487.unmapped-both-read-and-mate	2649.0	664.0	949.0	4.0	1.0	17.0	17014.0
MUX8681.WHB5484.unmapped-both-read-and-mate	4685.0	680.0	1079.0	7.0	10.0	38.0	20641.0
MUX8681.WHB5488.unmapped-both-read-and-mate	5193.0	606.0	448.0	5.0	7.0	54.0	14243.0
MUX8681.WHB5491.unmapped-both-read-and-mate	2863.0	622.0	195.0	nan	4.0	10.0	19585.0
MUX8681.WHB5492.unmapped-both-read-and-mate	7458.0	547.0	1699.0	3.0	10.0	38.0	19771.0
MUX8682.WHB5489.unmapped-both-read-and-mate	4719.0	632.0	3438.0	6.0	33.0	53.0	22872.0
MUX8682.WHB5493.unmapped-both-read-and-mate	4228.0	610.0	1236.0	1.0	9.0	41.0	18830.0
MUX8682.WHB5498.unmapped-both-read-and-mate	15937.0	629.0	2245.0	15.0	8.0	147.0	25502.0
MUX8683.WHB5505.unmapped-both-read-and-mate	3618.0	429.0	451.0	nan	3.0	34.0	14946.0
MUX8683.WHB5508.unmapped-both-read-and-mate	3101.0	392.0	494.0	7.0	1.0	17.0	12751.0
MUX8684.WHB5510.unmapped-both-read-and-mate	6441.0	682.0	611.0	11.0	11.0	44.0	23874.0
MUX8685.WHB5513.unmapped-both-read-and-mate	3848.0	643.0	1078.0	4.0	2.0	23.0	20385.0
MUX8685.WHB5515.unmapped-both-read-and-mate	5208.0	536.0	769.0	8.0	22.0	38.0	19207.0
MUX8685.WHB5517.unmapped-both-read-and-mate	5133.0	688.0	1315.0	10.0	7.0	56.0	30484.0
MUX8686.WHB5524.unmapped-both-read-and-mate	4407.0	565.0	413.0	3.0	2.0	34.0	17363.0
MUX8688.WHB5526.unmapped-both-read-and-mate	2432.0	445.0	1467.0	nan	6.0	28.0	10274.0
MUX8688.WHB5528.unmapped-both-read-and-mate	3832.0	400.0	546.0	4.0	4.0	22.0	9835.0
MUX8688.WHB5534.unmapped-both-read-and-mate	3501.0	525.0	324.0	41.0	76.0	48.0	10512.0
MUX8689.WHB5537.unmapped-both-read-and-mate	3584.0	451.0	1892.0	10.0	3.0	44.0	10821.0
MUX8689.WHB5538.unmapped-both-read-and-mate	2186.0	385.0	1053.0	1.0	1.0	26.0	9547.0
MUX8689.WHB5539.unmapped-both-read-and-mate	5478.0	501.0	461.0	4.0	3.0	57.0	10773.0
MUX8690.WHB5540.unmapped-both-read-and-mate	2672.0	340.0	219.0	2.0	1.0	31.0	7080.0
MUX8690.WHB5541.unmapped-both-read-and-mate	4795.0	412.0	665.0	3.0	2.0	39.0	9713.0
MUX8691.WHB5545.unmapped-both-read-and-mate	5597.0	464.0	562.0	7.0	10.0	41.0	11628.0
MUX8691.WHB5548.unmapped-both-read-and-mate	3722.0	490.0	1668.0	10.0	nan	49.0	10801.0
MUX8691.WHB5549.unmapped-both-read-and-mate	3489.0	472.0	1021.0	4.0	9.0	24.0	11129.0
MUX8692.WHB5550.unmapped-both-read-and-mate	2650.0	525.0	1863.0	5.0	18.0	36.0	11145.0
MUX8692.WHB5552.unmapped-both-read-and-mate	3189.0	494.0	501.0	3.0	2.0	22.0	10777.0
MUX8692.WHB5553.unmapped-both-read-and-mate	3940.0	540.0	515.0	3.0	4.0	28.0	11030.0
MUX8692.WHB5556.unmapped-both-read-and-mate	3356.0	569.0	224.0	1.0	7.0	23.0	10378.0
MUX8693.WHB5557.unmapped-both-read-and-mate	5031.0	553.0	398.0	4.0	8.0	41.0	11325.0
MUX8693.WHB5558.unmapped-both-read-and-mate	3890.0	545.0	337.0	3.0	6.0	18.0	10897.0
MUX8693.WHB5561.unmapped-both-read-and-mate	4470.0	605.0	1587.0	8.0	5.0	26.0	11666.0
MUX8694.WHB5551.unmapped-both-read-and-mate	10291.0	436.0	755.0	8.0	11.0	73.0	13339.0
MUX8694.WHB5564.unmapped-both-read-and-mate	3182.0	440.0	634.0	3.0	nan	22.0	8459.0
MUX8694.WHB5565.unmapped-both-read-and-mate	5757.0	453.0	4026.0	7.0	17.0	106.0	13775.0
MUX8695.WHB5571.unmapped-both-read-and-mate	5407.0	440.0	564.0	10.0	34.0	46.0	10732.0
MUX8695.WHB5574.unmapped-both-read-and-mate	7202.0	353.0	2730.0	6.0	20.0	73.0	11106.0
MUX8697.WHB5504.unmapped-both-read-and-mate	5114.0	457.0	1198.0	7.0	6.0	51.0	7033.0
MUX8697.WHB5616.unmapped-both-read-and-mate	2394.0	331.0	589.0	1.0	4.0	20.0	4043.0
MUX8697.WHB5640.unmapped-both-read-and-mate	2719.0	400.0	568.0	nan	4.0	24.0	4491.0
MUX8699.WHB5562.unmapped-both-read-and-mate	3545.0	361.0	1531.0	5.0	6.0	26.0	4734.0
MUX8699.WHB5570.unmapped-both-read-and-mate	9678.0	327.0	1700.0	10.0	36.0	64.0	8380.0
MUX8699.WHB5572.unmapped-both-read-and-mate	7860.0	388.0	2268.0	4.0	12.0	73.0	7944.0
MUX8700.WHB5566.unmapped-both-read-and-mate	4310.0	312.0	6217.0	13.0	3.0	105.0	9869.0
MUX8700.WHB5575.unmapped-both-read-and-mate	5168.0	377.0	461.0	8.0	11.0	38.0	6291.0
MUX8700.WHB5576.unmapped-both-read-and-mate	5550.0	362.0	1046.0	4.0	6.0	49.0	5880.0
MUX8700.WHB5577.unmapped-both-read-and-mate	5506.0	375.0	904.0	5.0	5.0	52.0	6232.0
MUX8701.WHB5578.unmapped-both-read-and-mate	3835.0	363.0	1587.0	7.0	11.0	27.0	6344.0
MUX8701.WHB5582.unmapped-both-read-and-mate	3851.0	272.0	341.0	9.0	2.0	16.0	6223.0
MUX8701.WHB5583.unmapped-both-read-and-mate	4416.0	322.0	1304.0	5.0	3.0	21.0	6064.0
MUX8702.WHB5585.unmapped-both-read-and-mate	4238.0	346.0	1410.0	2.0	7.0	43.0	5819.0
MUX8702.WHB5587.unmapped-both-read-and-mate	3594.0	299.0	2353.0	4.0	3.0	48.0	5839.0
MUX8702.WHB5589.unmapped-both-read-and-mate	5110.0	328.0	740.0	9.0	4.0	33.0	5707.0
MUX8703.WHB5590.unmapped-both-read-and-mate	4225.0	433.0	2657.0	7.0	10.0	55.0	6760.0
MUX8703.WHB5591.unmapped-both-read-and-mate	5974.0	440.0	628.0	12.0	10.0	67.0	6397.0
MUX8703.WHB5593.unmapped-both-read-and-mate	4880.0	320.0	501.0	6.0	3.0	35.0	5612.0
MUX8703.WHB5594.unmapped-both-read-and-mate	2610.0	328.0	1341.0	5.0	4.0	33.0	5257.0
MUX8704.WHB5596.unmapped-both-read-and-mate	3357.0	321.0	1277.0	1.0	4.0	22.0	4456.0
MUX8704.WHB5597.unmapped-both-read-and-mate	5856.0	375.0	1199.0	5.0	7.0	58.0	6291.0
MUX8704.WHB5598.unmapped-both-read-and-mate	5225.0	330.0	1938.0	4.0	7.0	52.0	6730.0
MUX8704.WHB5600.unmapped-both-read-and-mate	5039.0	348.0	1459.0	11.0	3.0	37.0	5852.0
MUX8705.WHB5584.unmapped-both-read-and-mate	4058.0	333.0	1797.0	12.0	4.0	24.0	5221.0
MUX8705.WHB5601.unmapped-both-read-and-mate	6232.0	393.0	1523.0	4.0	9.0	31.0	5268.0
MUX8705.WHB5604.unmapped-both-read-and-mate	2418.0	399.0	256.0	1.0	4.0	6.0	4352.0
MUX8705.WHB5605.unmapped-both-read-and-mate	8726.0	354.0	1635.0	10.0	8.0	62.0	6958.0
MUX8705.WHB5608.unmapped-both-read-and-mate	2107.0	282.0	759.0	4.0	4.0	20.0	3988.0
MUX8706.WHB5603.unmapped-both-read-and-mate	3660.0	340.0	315.0	5.0	6.0	25.0	4745.0
MUX8706.WHB5606.unmapped-both-read-and-mate	3408.0	345.0	527.0	4.0	5.0	20.0	4602.0
MUX8706.WHB5610.unmapped-both-read-and-mate	3518.0	311.0	908.0	1.0	4.0	36.0	5113.0
MUX8706.WHB5611.unmapped-both-read-and-mate	5793.0	322.0	946.0	6.0	6.0	50.0	6314.0
MUX8707.WHB5619.unmapped-both-read-and-mate	2802.0	240.0	1311.0	4.0	nan	22.0	4192.0
MUX8708.WHB5620.unmapped-both-read-and-mate	3202.0	277.0	1699.0	3.0	10.0	29.0	5283.0
MUX8708.WHB5622.unmapped-both-read-and-mate	2666.0	272.0	1852.0	6.0	4.0	47.0	5078.0
MUX8708.WHB5624.unmapped-both-read-and-mate	2827.0	286.0	470.0	2.0	1.0	25.0	3728.0
MUX8709.WHB5625.unmapped-both-read-and-mate	1893.0	292.0	134.0	nan	nan	16.0	3699.0
MUX8709.WHB5626.unmapped-both-read-and-mate	1829.0	275.0	228.0	5.0	1.0	10.0	3627.0
MUX8709.WHB5627.unmapped-both-read-and-mate	4483.0	305.0	305.0	5.0	3.0	42.0	4867.0
MUX8714.WHB5630.unmapped-both-read-and-mate	3619.0	755.0	746.0	7.0	7.0	42.0	26064.0
MUX8714.WHB5631.unmapped-both-read-and-mate	3017.0	797.0	734.0	7.0	6.0	20.0	28939.0
MUX8714.WHB5632.unmapped-both-read-and-mate	3319.0	786.0	2597.0	5.0	3.0	45.0	29156.0
MUX8714.WHB5633.unmapped-both-read-and-mate	4980.0	784.0	2588.0	9.0	3.0	56.0	30218.0
MUX8715.WHB5637.unmapped-both-read-and-mate	5465.0	964.0	387.0	5.0	5.0	36.0	34992.0
MUX8715.WHB5638.unmapped-both-read-and-mate	1622.0	684.0	760.0	1.0	4.0	10.0	21790.0
MUX8715.WHB5641.unmapped-both-read-and-mate	3935.0	667.0	356.0	5.0	nan	42.0	25700.0
MUX8716.WHB5613.unmapped-both-read-and-mate	3041.0	807.0	629.0	6.0	2.0	10.0	24113.0
MUX8716.WHB5639.unmapped-both-read-and-mate	3368.0	742.0	349.0	10.0	5.0	14.0	24521.0
MUX8716.WHB5643.unmapped-both-read-and-mate	3204.0	729.0	2216.0	3.0	7.0	40.0	31075.0
MUX8716.WHB5644.unmapped-both-read-and-mate	2966.0	707.0	2107.0	7.0	6.0	27.0	25047.0
MUX8716.WHB5645.unmapped-both-read-and-mate	2350.0	700.0	261.0	13.0	2.0	20.0	23341.0
MUX8717.WHB5646.unmapped-both-read-and-mate	3848.0	609.0	1171.0	3.0	3.0	26.0	23339.0
MUX8717.WHB5647.unmapped-both-read-and-mate	4559.0	654.0	899.0	7.0	5.0	36.0	24353.0
MUX8717.WHB5648.unmapped-both-read-and-mate	3037.0	733.0	645.0	4.0	3.0	27.0	24933.0
MUX8718.WHB5649.unmapped-both-read-and-mate	3526.0	571.0	343.0	5.0	4.0	12.0	18895.0
MUX8718.WHB5651.unmapped-both-read-and-mate	5059.0	549.0	566.0	4.0	6.0	39.0	16379.0
MUX8718.WHB5652.unmapped-both-read-and-mate	2272.0	645.0	358.0	6.0	5.0	12.0	21765.0
MUX8718.WHB5653.unmapped-both-read-and-mate	4817.0	721.0	594.0	5.0	8.0	4807.0	24905.0
MUX8718.WHB5654.unmapped-both-read-and-mate	1913.0	709.0	341.0	2.0	3.0	22.0	23380.0
MUX8719.WHB5656.unmapped-both-read-and-mate	2291.0	549.0	497.0	nan	2.0	4652.0	20496.0
MUX8719.WHB5657.unmapped-both-read-and-mate	2981.0	725.0	577.0	6.0	8.0	35.0	24596.0
MUX8719.WHB5661.unmapped-both-read-and-mate	3842.0	717.0	621.0	11.0	7.0	27.0	20984.0
MUX8720.WHB5655.unmapped-both-read-and-mate	3101.0	683.0	2594.0	1.0	6.0	43.0	25143.0
MUX8720.WHB5658.unmapped-both-read-and-mate	3387.0	528.0	764.0	6.0	3.0	25.0	19579.0
MUX8720.WHB5659.unmapped-both-read-and-mate	5104.0	665.0	2179.0	6.0	8.0	75.0	26167.0
MUX8720.WHB5666.unmapped-both-read-and-mate	7495.0	664.0	936.0	9.0	8.0	56.0	25813.0
MUX8721.WHB5665.unmapped-both-read-and-mate	2354.0	502.0	132.0	nan	4.0	18.0	16419.0
MUX8721.WHB5668.unmapped-both-read-and-mate	1584.0	368.0	1510.0	1.0	7.0	25.0	11836.0
MUX8721.WHB5669.unmapped-both-read-and-mate	1372.0	426.0	325.0	1.0	3.0	18.0	13376.0
MUX8745.WHB5500.unmapped-both-read-and-mate	4362.0	581.0	3406.0	3.0	10.0	48.0	18242.0
MUX8745.WHB5683.unmapped-both-read-and-mate	4023.0	480.0	397.0	8.0	3.0	27.0	14106.0
MUX8746.WHB5599.unmapped-both-read-and-mate	4467.0	477.0	1388.0	4.0	2.0	58.0	15221.0
MUX8746.WHB5602.unmapped-both-read-and-mate	1954.0	370.0	519.0	5.0	3.0	7.0	10249.0
MUX8746.WHB5607.unmapped-both-read-and-mate	3193.0	440.0	2311.0	4.0	2.0	37.0	15339.0
MUX8747.WHB5670.unmapped-both-read-and-mate	2949.0	364.0	1357.0	4.0	5.0	40.0	10400.0
MUX8747.WHB5672.unmapped-both-read-and-mate	6535.0	503.0	2934.0	3.0	5.0	71.0	16870.0
MUX8747.WHB5673.unmapped-both-read-and-mate	5447.0	455.0	3071.0	6.0	7.0	58.0	13721.0
MUX8747.WHB5674.unmapped-both-read-and-mate	6506.0	417.0	1959.0	10.0	4.0	80.0	13609.0
MUX8748.WHB5675.unmapped-both-read-and-mate	5976.0	401.0	2050.0	7.0	3.0	30.0	10887.0
MUX8748.WHB5676.unmapped-both-read-and-mate	4664.0	431.0	1787.0	6.0	14.0	47.0	12224.0
MUX8748.WHB5677.unmapped-both-read-and-mate	5295.0	378.0	771.0	4.0	6.0	18.0	10683.0
MUX8748.WHB5680.unmapped-both-read-and-mate	3731.0	370.0	2221.0	5.0	15.0	36.0	11019.0
MUX8749.WHB5682.unmapped-both-read-and-mate	4197.0	365.0	539.0	6.0	8.0	17.0	7995.0
MUX8749.WHB5685.unmapped-both-read-and-mate	4371.0	583.0	1439.0	9.0	4.0	32.0	11726.0
MUX8749.WHB5688.unmapped-both-read-and-mate	6076.0	470.0	4877.0	8.0	9.0	72.0	13231.0
MUX8749.WHB5689.unmapped-both-read-and-mate	4295.0	393.0	643.0	4.0	4.0	33.0	10332.0
MUX8750.WHB5678.unmapped-both-read-and-mate	4860.0	473.0	2497.0	3.0	20.0	79.0	12001.0
MUX8750.WHB5687.unmapped-both-read-and-mate	5069.0	485.0	3547.0	6.0	11.0	61.0	12694.0
MUX8750.WHB5692.unmapped-both-read-and-mate	5117.0	403.0	700.0	4.0	1.0	27.0	9117.0
MUX8751.WHB5690.unmapped-both-read-and-mate	3445.0	450.0	1217.0	6.0	3.0	38.0	10270.0
MUX8751.WHB5694.unmapped-both-read-and-mate	4876.0	481.0	1474.0	5.0	8.0	56.0	12850.0
MUX8751.WHB5696.unmapped-both-read-and-mate	4948.0	455.0	1034.0	6.0	8.0	38.0	11464.0
MUX8752.WHB5701.unmapped-both-read-and-mate	5065.0	454.0	362.0	4.0	7.0	34.0	11957.0
MUX8753.WHB5698.unmapped-both-read-and-mate	3398.0	340.0	1885.0	2.0	4.0	49.0	8705.0
MUX8753.WHB5705.unmapped-both-read-and-mate	5600.0	452.0	827.0	10.0	11.0	29.0	10186.0
MUX8754.WHB5697.unmapped-both-read-and-mate	7774.0	380.0	1922.0	11.0	2.0	103.0	12829.0
MUX8754.WHB5704.unmapped-both-read-and-mate	4905.0	384.0	3512.0	3.0	6.0	63.0	11561.0
MUX8754.WHB5708.unmapped-both-read-and-mate	3713.0	412.0	227.0	6.0	2.0	36.0	8287.0
MUX8754.WHB5709.unmapped-both-read-and-mate	4101.0	423.0	1743.0	6.0	8.0	29.0	9550.0
MUX8754.WHB5710.unmapped-both-read-and-mate	6394.0	472.0	3145.0	6.0	2.0	82.0	12252.0
MUX8755.WHB5711.unmapped-both-read-and-mate	6402.0	428.0	4171.0	5.0	5.0	51.0	11301.0
MUX8755.WHB5713.unmapped-both-read-and-mate	4521.0	347.0	398.0	2.0	5.0	44.0	8872.0
MUX8755.WHB5714.unmapped-both-read-and-mate	3705.0	345.0	1527.0	5.0	5.0	33.0	8247.0
MUX8755.WHB5715.unmapped-both-read-and-mate	3431.0	369.0	531.0	1.0	3.0	21.0	7387.0
MUX8756.WHB5720.unmapped-both-read-and-mate	5196.0	424.0	648.0	5.0	4.0	42.0	10372.0
MUX8757.WHB5725.unmapped-both-read-and-mate	3969.0	266.0	400.0	2.0	8.0	28.0	5265.0
MUX8758.WHB5728.unmapped-both-read-and-mate	3204.0	264.0	1264.0	2.0	7.0	44.0	4787.0
MUX8758.WHB5729.unmapped-both-read-and-mate	6732.0	274.0	830.0	5.0	12.0	55.0	6260.0
MUX8758.WHB5732.unmapped-both-read-and-mate	5378.0	220.0	276.0	6.0	3.0	36.0	5086.0
