Sample	Pseudomonas	Homo	Sphingomonas	Sphingobium	Alcaligenes	Other	Unclassified
MUX9369.WHB6121.unmapped-both-read-and-mate	121.0	372.0	129.0	20.0	1451.0	24859.0	8305.0
MUX9369.WHB6123.unmapped-both-read-and-mate	56.0	400.0	313.0	36.0	1165.0	5526.0	5718.0
MUX9389.WHB6182.unmapped-both-read-and-mate	85.0	439.0	2229.0	195.0	2665.0	6384.0	9603.0
MUX9389.WHB6183.unmapped-both-read-and-mate	123.0	402.0	2756.0	272.0	3109.0	7107.0	10396.0
MUX9389.WHB6184.unmapped-both-read-and-mate	146.0	408.0	5169.0	391.0	2535.0	10394.0	14212.0
MUX9389.WHB6186.unmapped-both-read-and-mate	152.0	381.0	3916.0	331.0	2269.0	8516.0	11745.0
MUX9389.WHB6187.unmapped-both-read-and-mate	121.0	261.0	1689.0	191.0	1669.0	6453.0	9287.0
MUX9390.WHB6188.unmapped-both-read-and-mate	307.0	375.0	10930.0	942.0	2545.0	15038.0	21977.0
MUX9390.WHB6189.unmapped-both-read-and-mate	131.0	332.0	2656.0	243.0	2293.0	6361.0	9243.0
MUX9390.WHB6190.unmapped-both-read-and-mate	97.0	380.0	2606.0	255.0	1912.0	5978.0	9014.0
MUX9390.WHB6191.unmapped-both-read-and-mate	114.0	400.0	2126.0	212.0	1977.0	6692.0	9659.0
MUX9391.WHB6192.unmapped-both-read-and-mate	119.0	339.0	1679.0	141.0	1837.0	8060.0	10061.0
MUX9391.WHB6193.unmapped-both-read-and-mate	103.0	349.0	2572.0	231.0	2537.0	5872.0	9072.0
MUX9391.WHB6194.unmapped-both-read-and-mate	80.0	399.0	2299.0	183.0	2746.0	4392.0	8444.0
MUX9391.WHB6195.unmapped-both-read-and-mate	94.0	440.0	3136.0	261.0	1845.0	7184.0	10082.0
MUX9391.WHB6196.unmapped-both-read-and-mate	129.0	356.0	1816.0	153.0	2086.0	5810.0	8061.0
MUX9392.WHB6197.unmapped-both-read-and-mate	104.0	367.0	1544.0	150.0	2294.0	6396.0	9314.0
MUX9392.WHB6198.unmapped-both-read-and-mate	111.0	364.0	2198.0	211.0	2264.0	7601.0	10668.0
MUX9392.WHB6199.unmapped-both-read-and-mate	138.0	372.0	4166.0	344.0	1489.0	7615.0	11844.0
MUX9392.WHB6200.unmapped-both-read-and-mate	137.0	316.0	2058.0	171.0	1895.0	7957.0	11843.0
MUX9392.WHB6202.unmapped-both-read-and-mate	138.0	374.0	1794.0	167.0	1661.0	8340.0	11086.0
MUX9393.WHB6125.unmapped-both-read-and-mate	78.0	429.0	1409.0	110.0	1838.0	6193.0	9039.0
MUX9393.WHB6126.unmapped-both-read-and-mate	78.0	366.0	1526.0	167.0	2411.0	4332.0	8184.0
MUX9393.WHB6127.unmapped-both-read-and-mate	89.0	340.0	1453.0	134.0	2790.0	4496.0	7632.0
MUX9393.WHB6128.unmapped-both-read-and-mate	58.0	311.0	1397.0	118.0	2934.0	3752.0	7125.0
MUX9393.WHB6201.unmapped-both-read-and-mate	8.0	256.0	2.0	2.0	6.0	90.0	2278.0
MUX9394.WHB6129.unmapped-both-read-and-mate	164.0	334.0	3423.0	315.0	1462.0	7802.0	11101.0
MUX9394.WHB6130.unmapped-both-read-and-mate	113.0	356.0	2920.0	300.0	1731.0	6263.0	9279.0
MUX9395.WHB6132.unmapped-both-read-and-mate	126.0	343.0	3516.0	285.0	2274.0	6635.0	10744.0
MUX9395.WHB6133.unmapped-both-read-and-mate	98.0	300.0	2569.0	245.0	1805.0	4495.0	8467.0
MUX9395.WHB6135.unmapped-both-read-and-mate	140.0	357.0	2452.0	278.0	2145.0	10691.0	12051.0
MUX9395.WHB6136.unmapped-both-read-and-mate	63.0	352.0	2126.0	199.0	2151.0	6788.0	10179.0
MUX9395.WHB6138.unmapped-both-read-and-mate	85.0	379.0	2032.0	175.0	1798.0	5621.0	8373.0
MUX9396.WHB6134.unmapped-both-read-and-mate	87.0	317.0	1059.0	112.0	1918.0	3905.0	7251.0
MUX9396.WHB6137.unmapped-both-read-and-mate	76.0	289.0	1558.0	139.0	1612.0	4327.0	7492.0
MUX9396.WHB6139.unmapped-both-read-and-mate	158.0	319.0	1657.0	162.0	3644.0	4702.0	9720.0
MUX9396.WHB6141.unmapped-both-read-and-mate	139.0	345.0	2828.0	283.0	3197.0	6514.0	11443.0
MUX9396.WHB6142.unmapped-both-read-and-mate	83.0	277.0	1030.0	91.0	3405.0	3901.0	7201.0
MUX9397.WHB6131.unmapped-both-read-and-mate	118.0	550.0	1735.0	220.0	2955.0	21956.0	27478.0
MUX9397.WHB6148.unmapped-both-read-and-mate	62.0	421.0	1462.0	118.0	2442.0	10566.0	15327.0
MUX9397.WHB6149.unmapped-both-read-and-mate	71.0	421.0	1286.0	136.0	2339.0	5611.0	11945.0
MUX9397.WHB6150.unmapped-both-read-and-mate	70.0	534.0	1932.0	148.0	2491.0	7982.0	13422.0
MUX9397.WHB6174.unmapped-both-read-and-mate	73.0	462.0	1258.0	118.0	2178.0	5568.0	11242.0
MUX9400.WHB6147.unmapped-both-read-and-mate	49.0	420.0	1707.0	126.0	1108.0	3350.0	9181.0
MUX9400.WHB6152.unmapped-both-read-and-mate	19.0	493.0	301.0	21.0	899.0	1198.0	8365.0
MUX9400.WHB6153.unmapped-both-read-and-mate	53.0	451.0	1886.0	155.0	1747.0	7901.0	15602.0
MUX9400.WHB6154.unmapped-both-read-and-mate	102.0	434.0	3209.0	301.0	1128.0	6397.0	13866.0
MUX9400.WHB6155.unmapped-both-read-and-mate	82.0	403.0	1174.0	103.0	2117.0	8108.0	13895.0
MUX9401.WHB6156.unmapped-both-read-and-mate	149.0	528.0	2498.0	250.0	1001.0	9662.0	18904.0
MUX9401.WHB6157.unmapped-both-read-and-mate	53.0	512.0	1292.0	91.0	2037.0	3707.0	14515.0
MUX9401.WHB6158.unmapped-both-read-and-mate	47.0	514.0	681.0	60.0	2034.0	3245.0	12690.0
MUX9401.WHB6159.unmapped-both-read-and-mate	57.0	594.0	2812.0	205.0	1505.0	5571.0	16272.0
MUX9401.WHB6161.unmapped-both-read-and-mate	100.0	620.0	3470.0	250.0	2227.0	12700.0	21694.0
MUX9402.WHB6162.unmapped-both-read-and-mate	164.0	520.0	5369.0	470.0	2034.0	10034.0	19825.0
MUX9402.WHB6164.unmapped-both-read-and-mate	76.0	575.0	1225.0	133.0	2058.0	5281.0	14887.0
MUX9402.WHB6165.unmapped-both-read-and-mate	124.0	517.0	2853.0	289.0	2741.0	7163.0	16482.0
MUX9402.WHB6168.unmapped-both-read-and-mate	53.0	459.0	1510.0	102.0	1445.0	2859.0	13041.0
MUX9403.WHB6169.unmapped-both-read-and-mate	63.0	619.0	786.0	56.0	2708.0	4026.0	15306.0
MUX9403.WHB6170.unmapped-both-read-and-mate	125.0	569.0	1650.0	145.0	2307.0	6971.0	16638.0
MUX9403.WHB6171.unmapped-both-read-and-mate	25.0	473.0	1341.0	109.0	1149.0	2602.0	10767.0
MUX9403.WHB6172.unmapped-both-read-and-mate	57.0	511.0	3321.0	280.0	1440.0	7808.0	18013.0
MUX9403.WHB6173.unmapped-both-read-and-mate	41.0	551.0	1675.0	148.0	1458.0	8374.0	13521.0
MUX9404.WHB6167.unmapped-both-read-and-mate	63.0	760.0	3059.0	230.0	1356.0	4864.0	21311.0
MUX9404.WHB6175.unmapped-both-read-and-mate	42.0	564.0	934.0	74.0	1408.0	3787.0	14087.0
MUX9404.WHB6176.unmapped-both-read-and-mate	114.0	626.0	4532.0	366.0	1099.0	7281.0	20123.0
MUX9404.WHB6177.unmapped-both-read-and-mate	75.0	574.0	728.0	77.0	833.0	4498.0	13715.0
MUX9418.WHB8783.unmapped-both-read-and-mate	34.0	742.0	819.0	81.0	1311.0	2893.0	25706.0
MUX9418.WHB8784.unmapped-both-read-and-mate	70.0	786.0	1163.0	111.0	1992.0	3949.0	32221.0
MUX9418.WHB8785.unmapped-both-read-and-mate	43.0	721.0	1263.0	132.0	1543.0	3465.0	28466.0
MUX9418.WHB8787.unmapped-both-read-and-mate	56.0	828.0	1368.0	130.0	1907.0	4228.0	31872.0
MUX9419.WHB8788.unmapped-both-read-and-mate	53.0	763.0	2565.0	202.0	1606.0	2787.0	33889.0
MUX9419.WHB8789.unmapped-both-read-and-mate	96.0	746.0	5291.0	428.0	1797.0	6551.0	38716.0
MUX9419.WHB8790.unmapped-both-read-and-mate	36.0	881.0	1568.0	146.0	1610.0	6134.0	37202.0
MUX9419.WHB8791.unmapped-both-read-and-mate	92.0	762.0	1257.0	113.0	1911.0	6278.0	30423.0
MUX9419.WHB8793.unmapped-both-read-and-mate	85.0	700.0	1432.0	142.0	1476.0	6014.0	32274.0
MUX9420.WHB6140.unmapped-both-read-and-mate	66.0	705.0	1015.0	90.0	1996.0	3971.0	30118.0
MUX9420.WHB6144.unmapped-both-read-and-mate	31.0	841.0	1009.0	96.0	1087.0	2076.0	34060.0
MUX9420.WHB6145.unmapped-both-read-and-mate	91.0	849.0	4111.0	346.0	1754.0	6010.0	36597.0
MUX9420.WHB6146.unmapped-both-read-and-mate	85.0	1035.0	2019.0	161.0	2106.0	7821.0	48759.0
MUX9421.WHB6151.unmapped-both-read-and-mate	108.0	784.0	2697.0	223.0	1448.0	5319.0	33327.0
MUX9421.WHB6160.unmapped-both-read-and-mate	97.0	766.0	1619.0	121.0	1783.0	6508.0	33017.0
MUX9421.WHB6179.unmapped-both-read-and-mate	62.0	573.0	2194.0	214.0	2257.0	3489.0	24618.0
MUX9421.WHB6180.unmapped-both-read-and-mate	59.0	772.0	1887.0	174.0	1798.0	4293.0	33719.0
MUX9421.WHB6181.unmapped-both-read-and-mate	61.0	742.0	1045.0	109.0	2078.0	3980.0	30266.0
MUX9422.WHB8792.unmapped-both-read-and-mate	33.0	560.0	2467.0	206.0	1632.0	5089.0	27018.0
MUX9422.WHB8795.unmapped-both-read-and-mate	79.0	862.0	983.0	96.0	2820.0	4889.0	30391.0
MUX9422.WHB8796.unmapped-both-read-and-mate	60.0	693.0	1011.0	85.0	1579.0	3027.0	24828.0
MUX9422.WHB8797.unmapped-both-read-and-mate	58.0	684.0	2417.0	176.0	1511.0	4599.0	24610.0
MUX9422.WHB8798.unmapped-both-read-and-mate	84.0	655.0	3564.0	317.0	1663.0	4868.0	28776.0
MUX9423.WHB8800.unmapped-both-read-and-mate	51.0	880.0	3517.0	283.0	1238.0	3339.0	35229.0
MUX9423.WHB8801.unmapped-both-read-and-mate	39.0	566.0	1480.0	129.0	1124.0	3431.0	22545.0
MUX9423.WHB8802.unmapped-both-read-and-mate	122.0	685.0	3071.0	262.0	1555.0	5976.0	31243.0
MUX9423.WHB8803.unmapped-both-read-and-mate	104.0	788.0	879.0	91.0	1817.0	4879.0	34123.0
MUX9423.WHB8805.unmapped-both-read-and-mate	167.0	775.0	1878.0	181.0	2432.0	7319.0	33090.0
MUX9424.WHB8799.unmapped-both-read-and-mate	45.0	752.0	1706.0	140.0	2370.0	6161.0	28831.0
MUX9424.WHB8804.unmapped-both-read-and-mate	101.0	718.0	2273.0	187.0	3129.0	3919.0	28091.0
MUX9424.WHB8806.unmapped-both-read-and-mate	75.0	712.0	1233.0	104.0	2512.0	3140.0	25345.0
MUX9424.WHB8811.unmapped-both-read-and-mate	68.0	716.0	1246.0	94.0	2179.0	4694.0	29548.0
MUX9424.WHB8818.unmapped-both-read-and-mate	115.0	642.0	3219.0	274.0	1619.0	7901.0	29646.0
MUX9425.WHB8807.unmapped-both-read-and-mate	124.0	653.0	1707.0	154.0	1603.0	6495.0	27838.0
MUX9425.WHB8808.unmapped-both-read-and-mate	75.0	684.0	2045.0	221.0	1273.0	5402.0	27820.0
MUX9425.WHB8809.unmapped-both-read-and-mate	142.0	713.0	1385.0	145.0	2316.0	10811.0	30186.0
MUX9425.WHB8810.unmapped-both-read-and-mate	73.0	626.0	1282.0	113.0	1281.0	4549.0	26624.0
MUX9425.WHB8812.unmapped-both-read-and-mate	67.0	726.0	1089.0	113.0	1302.0	3149.0	27545.0
MUX9426.WHB8814.unmapped-both-read-and-mate	106.0	529.0	1349.0	119.0	1413.0	4272.0	13671.0
MUX9426.WHB8815.unmapped-both-read-and-mate	61.0	375.0	1362.0	116.0	1311.0	3624.0	10575.0
MUX9427.WHB8842.unmapped-both-read-and-mate	37.0	731.0	124.0	17.0	1223.0	2872.0	14720.0
MUX9427.WHB8846.unmapped-both-read-and-mate	79.0	689.0	124.0	24.0	1708.0	4881.0	14831.0
MUX9427.WHB8849.unmapped-both-read-and-mate	107.0	582.0	407.0	77.0	3027.0	5887.0	16179.0
MUX9427.WHB8850.unmapped-both-read-and-mate	104.0	619.0	668.0	104.0	3278.0	6318.0	15200.0
MUX9427.WHB8851.unmapped-both-read-and-mate	82.0	580.0	401.0	53.0	1929.0	4127.0	13582.0
MUX9428.WHB8843.unmapped-both-read-and-mate	85.0	505.0	447.0	65.0	2192.0	5515.0	14244.0
MUX9428.WHB8844.unmapped-both-read-and-mate	48.0	587.0	121.0	19.0	1186.0	2992.0	12935.0
MUX9428.WHB8845.unmapped-both-read-and-mate	67.0	534.0	96.0	13.0	1744.0	4165.0	12835.0
MUX9428.WHB8847.unmapped-both-read-and-mate	105.0	441.0	741.0	85.0	2053.0	5315.0	14083.0
MUX9428.WHB8848.unmapped-both-read-and-mate	82.0	483.0	408.0	52.0	3334.0	5677.0	13050.0
MUX9429.WHB8853.unmapped-both-read-and-mate	201.0	577.0	288.0	27.0	2522.0	9198.0	20751.0
MUX9429.WHB8854.unmapped-both-read-and-mate	70.0	586.0	161.0	14.0	2470.0	4045.0	15070.0
MUX9429.WHB8855.unmapped-both-read-and-mate	44.0	576.0	162.0	39.0	1545.0	2661.0	13162.0
MUX9429.WHB8856.unmapped-both-read-and-mate	61.0	534.0	208.0	34.0	1469.0	2937.0	12589.0
MUX9429.WHB8857.unmapped-both-read-and-mate	94.0	522.0	254.0	29.0	3289.0	5008.0	16791.0
MUX9430.WHB8852.unmapped-both-read-and-mate	68.0	531.0	140.0	19.0	1712.0	4975.0	12767.0
MUX9430.WHB8858.unmapped-both-read-and-mate	70.0	596.0	238.0	37.0	1802.0	2511.0	13770.0
MUX9430.WHB8859.unmapped-both-read-and-mate	85.0	483.0	294.0	34.0	1806.0	3318.0	11751.0
MUX9430.WHB8861.unmapped-both-read-and-mate	95.0	593.0	287.0	35.0	3076.0	3860.0	13743.0
MUX9430.WHB8862.unmapped-both-read-and-mate	96.0	597.0	471.0	72.0	2052.0	5155.0	16886.0
MUX9431.WHB8860.unmapped-both-read-and-mate	39.0	520.0	147.0	16.0	1383.0	1717.0	11197.0
MUX9431.WHB8863.unmapped-both-read-and-mate	90.0	629.0	226.0	28.0	2406.0	4731.0	15952.0
MUX9431.WHB8864.unmapped-both-read-and-mate	81.0	578.0	244.0	30.0	2928.0	4215.0	15015.0
MUX9431.WHB8865.unmapped-both-read-and-mate	132.0	604.0	293.0	42.0	3482.0	6919.0	16423.0
MUX9431.WHB8870.unmapped-both-read-and-mate	76.0	505.0	82.0	14.0	1942.0	3009.0	12313.0
MUX9432.WHB8866.unmapped-both-read-and-mate	89.0	548.0	308.0	23.0	2464.0	4964.0	12989.0
MUX9432.WHB8867.unmapped-both-read-and-mate	79.0	507.0	303.0	53.0	2147.0	4501.0	14058.0
MUX9432.WHB8868.unmapped-both-read-and-mate	41.0	483.0	118.0	10.0	1208.0	2197.0	10405.0
MUX9432.WHB8869.unmapped-both-read-and-mate	43.0	534.0	75.0	9.0	1541.0	2067.0	11787.0
MUX9432.WHB8871.unmapped-both-read-and-mate	73.0	634.0	220.0	6.0	2797.0	3821.0	15892.0
MUX9433.WHB8873.unmapped-both-read-and-mate	143.0	673.0	510.0	51.0	4320.0	6498.0	19090.0
MUX9433.WHB8875.unmapped-both-read-and-mate	26.0	546.0	43.0	11.0	810.0	1127.0	11234.0
MUX9433.WHB8877.unmapped-both-read-and-mate	34.0	505.0	84.0	11.0	1319.0	2534.0	10923.0
MUX9433.WHB8878.unmapped-both-read-and-mate	84.0	575.0	192.0	21.0	1640.0	4215.0	13610.0
MUX9433.WHB8879.unmapped-both-read-and-mate	116.0	681.0	359.0	46.0	2494.0	5709.0	17495.0
MUX9434.WHB8872.unmapped-both-read-and-mate	81.0	591.0	179.0	16.0	2558.0	4427.0	18386.0
MUX9434.WHB8874.unmapped-both-read-and-mate	80.0	534.0	131.0	16.0	1961.0	3881.0	19195.0
MUX9434.WHB8876.unmapped-both-read-and-mate	76.0	599.0	223.0	32.0	2302.0	3396.0	19724.0
MUX9434.WHB8884.unmapped-both-read-and-mate	87.0	645.0	421.0	51.0	2492.0	4607.0	21136.0
MUX9434.WHB8885.unmapped-both-read-and-mate	41.0	510.0	100.0	28.0	1240.0	2533.0	16352.0
MUX9435.WHB8881.unmapped-both-read-and-mate	77.0	780.0	113.0	15.0	2498.0	3481.0	25566.0
MUX9435.WHB8882.unmapped-both-read-and-mate	77.0	690.0	545.0	62.0	2666.0	5125.0	24345.0
MUX9435.WHB8883.unmapped-both-read-and-mate	71.0	595.0	172.0	26.0	1400.0	2354.0	19685.0
MUX9435.WHB8886.unmapped-both-read-and-mate	91.0	565.0	562.0	84.0	1951.0	4893.0	20797.0
MUX9436.WHB8887.unmapped-both-read-and-mate	215.0	573.0	349.0	63.0	5090.0	16274.0	29836.0
MUX9436.WHB8889.unmapped-both-read-and-mate	93.0	584.0	149.0	18.0	2155.0	4281.0	20038.0
MUX9436.WHB8890.unmapped-both-read-and-mate	32.0	563.0	127.0	18.0	1447.0	2633.0	15415.0
MUX9436.WHB8891.unmapped-both-read-and-mate	65.0	477.0	81.0	18.0	1925.0	3933.0	15377.0
MUX9436.WHB8892.unmapped-both-read-and-mate	57.0	615.0	64.0	10.0	1461.0	2741.0	19880.0
MUX9437.WHB8888.unmapped-both-read-and-mate	67.0	705.0	135.0	26.0	2024.0	3475.0	22283.0
MUX9437.WHB8894.unmapped-both-read-and-mate	89.0	507.0	317.0	47.0	2596.0	4005.0	16192.0
MUX9437.WHB8899.unmapped-both-read-and-mate	177.0	487.0	408.0	45.0	3748.0	8173.0	18067.0
MUX9437.WHB8902.unmapped-both-read-and-mate	89.0	537.0	329.0	29.0	2534.0	3775.0	16326.0
MUX9437.WHB8904.unmapped-both-read-and-mate	63.0	595.0	104.0	17.0	1955.0	3001.0	18707.0
MUX9438.WHB8908.unmapped-both-read-and-mate	64.0	391.0	154.0	11.0	2041.0	3728.0	8523.0
MUX9438.WHB8914.unmapped-both-read-and-mate	103.0	418.0	505.0	69.0	2612.0	4618.0	8618.0
MUX9438.WHB8915.unmapped-both-read-and-mate	84.0	477.0	236.0	43.0	2901.0	5276.0	10343.0
MUX9438.WHB8916.unmapped-both-read-and-mate	127.0	471.0	212.0	21.0	3011.0	5461.0	10284.0
MUX9438.WHB8917.unmapped-both-read-and-mate	200.0	423.0	310.0	51.0	3688.0	8240.0	14553.0
MUX9439.WHB8893.unmapped-both-read-and-mate	150.0	434.0	358.0	75.0	3575.0	7104.0	12257.0
MUX9439.WHB8895.unmapped-both-read-and-mate	151.0	430.0	610.0	57.0	3677.0	8825.0	15128.0
MUX9439.WHB8896.unmapped-both-read-and-mate	125.0	492.0	547.0	65.0	4288.0	6340.0	11487.0
MUX9439.WHB8897.unmapped-both-read-and-mate	210.0	378.0	197.0	31.0	4357.0	8743.0	12679.0
MUX9439.WHB8898.unmapped-both-read-and-mate	21.0	382.0	95.0	8.0	984.0	1765.0	6178.0
MUX9440.WHB8901.unmapped-both-read-and-mate	133.0	433.0	228.0	28.0	2272.0	5772.0	8725.0
MUX9440.WHB8903.unmapped-both-read-and-mate	117.0	421.0	234.0	27.0	2349.0	5544.0	10227.0
MUX9440.WHB8905.unmapped-both-read-and-mate	65.0	474.0	168.0	33.0	1471.0	3157.0	7953.0
MUX9440.WHB8906.unmapped-both-read-and-mate	61.0	433.0	280.0	47.0	1746.0	3130.0	7712.0
MUX9440.WHB8907.unmapped-both-read-and-mate	87.0	453.0	456.0	55.0	2536.0	4056.0	9216.0
MUX9441.WHB8909.unmapped-both-read-and-mate	114.0	390.0	339.0	29.0	3707.0	5285.0	9640.0
MUX9441.WHB8910.unmapped-both-read-and-mate	62.0	366.0	514.0	52.0	1974.0	2976.0	7043.0
MUX9441.WHB8911.unmapped-both-read-and-mate	117.0	551.0	226.0	32.0	3354.0	4698.0	10752.0
MUX9441.WHB8912.unmapped-both-read-and-mate	31.0	420.0	83.0	7.0	1224.0	1818.0	5776.0
MUX9441.WHB8913.unmapped-both-read-and-mate	82.0	417.0	271.0	34.0	2328.0	5737.0	8103.0
MUX9442.WHB8918.unmapped-both-read-and-mate	67.0	362.0	558.0	83.0	2212.0	5088.0	8368.0
MUX9442.WHB8919.unmapped-both-read-and-mate	114.0	383.0	643.0	86.0	2954.0	6427.0	9779.0
MUX9442.WHB8920.unmapped-both-read-and-mate	152.0	381.0	778.0	104.0	3364.0	9801.0	12090.0
MUX9442.WHB8921.unmapped-both-read-and-mate	161.0	408.0	629.0	99.0	4348.0	8109.0	11630.0
MUX9442.WHB8922.unmapped-both-read-and-mate	131.0	379.0	669.0	86.0	3068.0	6979.0	10004.0
MUX9443.WHB8923.unmapped-both-read-and-mate	89.0	439.0	288.0	43.0	2479.0	4611.0	8243.0
MUX9443.WHB8924.unmapped-both-read-and-mate	68.0	398.0	149.0	21.0	2201.0	2848.0	5924.0
MUX9443.WHB8925.unmapped-both-read-and-mate	56.0	354.0	186.0	15.0	1692.0	3444.0	5533.0
MUX9443.WHB8926.unmapped-both-read-and-mate	106.0	321.0	361.0	55.0	2124.0	6815.0	7923.0
MUX9443.WHB8927.unmapped-both-read-and-mate	77.0	465.0	227.0	28.0	2525.0	4327.0	7752.0
MUX9444.WHB8928.unmapped-both-read-and-mate	143.0	407.0	154.0	25.0	2049.0	4935.0	9204.0
MUX9444.WHB8929.unmapped-both-read-and-mate	223.0	348.0	589.0	76.0	3399.0	11326.0	15060.0
MUX9444.WHB8930.unmapped-both-read-and-mate	100.0	380.0	555.0	76.0	2137.0	5271.0	8256.0
MUX9444.WHB8931.unmapped-both-read-and-mate	77.0	391.0	507.0	74.0	1827.0	3915.0	7178.0
MUX9444.WHB8932.unmapped-both-read-and-mate	55.0	396.0	351.0	38.0	1878.0	3727.0	6977.0
MUX9445.WHB8933.unmapped-both-read-and-mate	238.0	361.0	625.0	53.0	5114.0	12170.0	13184.0
MUX9445.WHB8934.unmapped-both-read-and-mate	153.0	360.0	541.0	74.0	3083.0	7869.0	10516.0
MUX9445.WHB8935.unmapped-both-read-and-mate	55.0	384.0	207.0	33.0	2410.0	2905.0	6948.0
MUX9445.WHB8937.unmapped-both-read-and-mate	178.0	438.0	241.0	50.0	3907.0	9558.0	12144.0
MUX9446.WHB8946.unmapped-both-read-and-mate	222.0	345.0	1021.0	137.0	4041.0	10888.0	13202.0
MUX9446.WHB8953.unmapped-both-read-and-mate	85.0	317.0	261.0	36.0	2194.0	4781.0	8264.0
MUX9446.WHB8957.unmapped-both-read-and-mate	197.0	391.0	559.0	101.0	4701.0	10083.0	13244.0
MUX9446.WHB8961.unmapped-both-read-and-mate	162.0	412.0	520.0	75.0	4244.0	8022.0	11326.0
MUX9447.WHB8948.unmapped-both-read-and-mate	342.0	376.0	2507.0	276.0	6483.0	20096.0	19404.0
MUX9447.WHB8949.unmapped-both-read-and-mate	46.0	373.0	89.0	14.0	1467.0	2433.0	5511.0
MUX9447.WHB8951.unmapped-both-read-and-mate	93.0	396.0	164.0	33.0	2650.0	3655.0	7049.0
MUX9447.WHB8952.unmapped-both-read-and-mate	97.0	401.0	231.0	40.0	3427.0	4102.0	7706.0
MUX9448.WHB8939.unmapped-both-read-and-mate	101.0	378.0	324.0	82.0	2635.0	6450.0	8877.0
MUX9448.WHB8940.unmapped-both-read-and-mate	73.0	414.0	205.0	31.0	2507.0	3447.0	6644.0
MUX9448.WHB8941.unmapped-both-read-and-mate	151.0	330.0	807.0	90.0	3382.0	9007.0	11016.0
MUX9448.WHB8942.unmapped-both-read-and-mate	205.0	379.0	424.0	70.0	3822.0	12820.0	13737.0
MUX9448.WHB8945.unmapped-both-read-and-mate	104.0	385.0	432.0	52.0	1871.0	5248.0	7876.0
MUX9449.WHB8947.unmapped-both-read-and-mate	222.0	358.0	778.0	68.0	5116.0	13705.0	13609.0
MUX9449.WHB8950.unmapped-both-read-and-mate	138.0	461.0	815.0	110.0	5203.0	8403.0	11355.0
MUX9449.WHB8954.unmapped-both-read-and-mate	61.0	401.0	359.0	24.0	2668.0	3826.0	6779.0
MUX9449.WHB8955.unmapped-both-read-and-mate	95.0	398.0	145.0	23.0	2408.0	3381.0	5840.0
MUX9449.WHB8956.unmapped-both-read-and-mate	55.0	387.0	92.0	6.0	2076.0	2047.0	6024.0
MUX9450.WHB8976.unmapped-both-read-and-mate	79.0	380.0	68.0	22.0	2534.0	3866.0	7233.0
MUX9450.WHB8977.unmapped-both-read-and-mate	122.0	414.0	407.0	38.0	2350.0	7191.0	9732.0
MUX9450.WHB8978.unmapped-both-read-and-mate	69.0	373.0	294.0	19.0	2111.0	4033.0	6335.0
MUX9450.WHB8980.unmapped-both-read-and-mate	63.0	393.0	182.0	18.0	2204.0	3208.0	7623.0
MUX9450.WHB8981.unmapped-both-read-and-mate	81.0	355.0	91.0	10.0	1775.0	3379.0	6467.0
MUX9451.WHB8958.unmapped-both-read-and-mate	177.0	426.0	660.0	92.0	3816.0	7136.0	10442.0
MUX9451.WHB8959.unmapped-both-read-and-mate	88.0	393.0	324.0	29.0	2580.0	3624.0	6488.0
MUX9451.WHB8960.unmapped-both-read-and-mate	159.0	460.0	1618.0	143.0	4968.0	9602.0	13287.0
MUX9451.WHB8967.unmapped-both-read-and-mate	83.0	343.0	232.0	41.0	2778.0	4046.0	7272.0
MUX9451.WHB8970.unmapped-both-read-and-mate	171.0	329.0	157.0	55.0	3869.0	6610.0	8915.0
MUX9452.WHB8963.unmapped-both-read-and-mate	113.0	364.0	231.0	50.0	2534.0	4131.0	7493.0
MUX9452.WHB8965.unmapped-both-read-and-mate	234.0	313.0	1023.0	111.0	3470.0	12532.0	13340.0
MUX9452.WHB8968.unmapped-both-read-and-mate	103.0	506.0	476.0	58.0	2671.0	5591.0	9730.0
MUX9452.WHB8969.unmapped-both-read-and-mate	276.0	388.0	768.0	148.0	6966.0	13061.0	17116.0
MUX9453.WHB8966.unmapped-both-read-and-mate	78.0	379.0	375.0	29.0	2642.0	4418.0	7478.0
MUX9453.WHB8972.unmapped-both-read-and-mate	209.0	370.0	852.0	67.0	4934.0	10940.0	11947.0
MUX9453.WHB8973.unmapped-both-read-and-mate	101.0	366.0	250.0	28.0	2047.0	4735.0	7468.0
MUX9453.WHB8974.unmapped-both-read-and-mate	210.0	394.0	1247.0	187.0	4241.0	9956.0	13441.0
MUX9453.WHB8975.unmapped-both-read-and-mate	87.0	447.0	251.0	61.0	3597.0	5332.0	9087.0
MUX9454.WHB8993.unmapped-both-read-and-mate	36.0	843.0	59.0	14.0	1180.0	1399.0	31779.0
MUX9454.WHB8994.unmapped-both-read-and-mate	149.0	942.0	132.0	39.0	2959.0	7122.0	40044.0
MUX9454.WHB8996.unmapped-both-read-and-mate	201.0	855.0	1259.0	134.0	6031.0	10147.0	41540.0
MUX9454.WHB8998.unmapped-both-read-and-mate	155.0	944.0	851.0	125.0	2564.0	7262.0	43738.0
MUX9454.WHB8999.unmapped-both-read-and-mate	117.0	930.0	280.0	59.0	2130.0	4977.0	39274.0
MUX9455.WHB8995.unmapped-both-read-and-mate	22.0	750.0	92.0	7.0	960.0	1011.0	29735.0
MUX9455.WHB9000.unmapped-both-read-and-mate	89.0	870.0	250.0	45.0	2419.0	3354.0	36493.0
