Sample	Pseudomonas	Homo	Sphingomonas	Sphingobium	Alcaligenes	Other	Unclassified
MUX4150.WHH2146.unmapped-both-read-and-mate	1.0	575.0	nan	nan	nan	20.0	3799.0
MUX4150.WHH2147.unmapped-both-read-and-mate	6.0	746.0	nan	nan	nan	29.0	5593.0
MUX4150.WHH2148.unmapped-both-read-and-mate	11.0	694.0	nan	nan	nan	36.0	4517.0
MUX4150.WHH2149.unmapped-both-read-and-mate	9.0	572.0	nan	nan	nan	23.0	3838.0
MUX4150.WHH2150.unmapped-both-read-and-mate	11.0	725.0	nan	nan	nan	16.0	4678.0
MUX4150.WHH2151.unmapped-both-read-and-mate	15.0	646.0	nan	nan	nan	66.0	4485.0
MUX4150.WHH2152.unmapped-both-read-and-mate	14.0	686.0	nan	nan	nan	35.0	4713.0
MUX4150.WHH2153.unmapped-both-read-and-mate	16.0	746.0	nan	nan	nan	85.0	4646.0
MUX4150.WHH2154.unmapped-both-read-and-mate	20.0	717.0	nan	nan	nan	38.0	4813.0
MUX4150.WHH2155.unmapped-both-read-and-mate	6.0	614.0	nan	nan	nan	20.0	4505.0
MUX4150.WHH2156.unmapped-both-read-and-mate	6.0	623.0	1.0	5.0	nan	140.0	4184.0
MUX4150.WHH2157.unmapped-both-read-and-mate	3.0	676.0	nan	3.0	2.0	49.0	4827.0
MUX4150.WHH2158.unmapped-both-read-and-mate	3.0	684.0	nan	nan	nan	23.0	4092.0
MUX4150.WHH2159.unmapped-both-read-and-mate	11.0	788.0	4.0	nan	nan	73.0	5410.0
MUX4150.WHH2160.unmapped-both-read-and-mate	12.0	619.0	1.0	nan	nan	37.0	4209.0
MUX4150.WHH2161.unmapped-both-read-and-mate	27.0	720.0	2.0	nan	nan	123.0	4664.0
MUX4150.WHH2162.unmapped-both-read-and-mate	106.0	727.0	4.0	2.0	nan	105.0	5138.0
MUX4150.WHH2163.unmapped-both-read-and-mate	13.0	785.0	nan	nan	nan	29.0	4786.0
MUX4150.WHH2164.unmapped-both-read-and-mate	19.0	720.0	nan	nan	nan	36.0	4527.0
MUX4150.WHH2165.unmapped-both-read-and-mate	10.0	751.0	nan	nan	nan	34.0	4629.0
MUX4150.WHH2166.unmapped-both-read-and-mate	46.0	802.0	2.0	nan	nan	322.0	5205.0
MUX4150.WHH2167.unmapped-both-read-and-mate	21.0	679.0	1.0	nan	nan	31.0	4554.0
MUX4150.WHH2168.unmapped-both-read-and-mate	15.0	578.0	nan	nan	nan	17.0	3720.0
MUX4150.WHH2169.unmapped-both-read-and-mate	37.0	660.0	nan	nan	nan	44.0	4215.0
MUX4150.WHH2170.unmapped-both-read-and-mate	32.0	563.0	8.0	nan	nan	384.0	4186.0
MUX4150.WHH2171.unmapped-both-read-and-mate	36.0	753.0	1.0	nan	nan	71.0	5095.0
MUX4150.WHH2172.unmapped-both-read-and-mate	30.0	649.0	nan	nan	nan	248.0	4481.0
MUX4150.WHH2173.unmapped-both-read-and-mate	23.0	654.0	1.0	nan	nan	43.0	4183.0
MUX4150.WHH2174.unmapped-both-read-and-mate	33.0	697.0	nan	nan	nan	42.0	4434.0
MUX4150.WHH2175.unmapped-both-read-and-mate	26.0	634.0	nan	nan	nan	22.0	4191.0
MUX4150.WHH2176.unmapped-both-read-and-mate	37.0	698.0	nan	nan	nan	35.0	4290.0
MUX4150.WHH2177.unmapped-both-read-and-mate	33.0	771.0	nan	nan	nan	62.0	4838.0
MUX4150.WHH2178.unmapped-both-read-and-mate	29.0	758.0	nan	nan	nan	37.0	4833.0
MUX4150.WHH2179.unmapped-both-read-and-mate	26.0	718.0	1.0	nan	nan	32.0	4671.0
MUX4150.WHH2180.unmapped-both-read-and-mate	5.0	637.0	2.0	2.0	nan	59.0	3793.0
MUX4150.WHH2181.unmapped-both-read-and-mate	nan	655.0	nan	nan	nan	22.0	4149.0
MUX4150.WHH2182.unmapped-both-read-and-mate	4.0	611.0	nan	nan	nan	39.0	3680.0
MUX4150.WHH2183.unmapped-both-read-and-mate	6.0	690.0	nan	nan	nan	50.0	4733.0
MUX4150.WHH2184.unmapped-both-read-and-mate	15.0	740.0	nan	nan	nan	116.0	4275.0
MUX4150.WHH2185.unmapped-both-read-and-mate	7.0	668.0	nan	nan	nan	33.0	3957.0
MUX4150.WHH2186.unmapped-both-read-and-mate	16.0	764.0	nan	nan	1.0	61.0	4833.0
MUX4150.WHH2187.unmapped-both-read-and-mate	25.0	681.0	2.0	nan	nan	55.0	4363.0
MUX4150.WHH2188.unmapped-both-read-and-mate	8.0	624.0	nan	nan	nan	31.0	3920.0
MUX4150.WHH2189.unmapped-both-read-and-mate	18.0	784.0	nan	nan	nan	38.0	4647.0
MUX4150.WHH2190.unmapped-both-read-and-mate	7.0	827.0	nan	1.0	nan	66.0	4857.0
MUX4150.WHH2191.unmapped-both-read-and-mate	3.0	619.0	1.0	nan	nan	32.0	4225.0
MUX4150.WHH2192.unmapped-both-read-and-mate	23.0	576.0	1.0	nan	nan	51.0	3651.0
MUX4150.WHH2193.unmapped-both-read-and-mate	13.0	621.0	nan	nan	nan	58.0	4196.0
MUX4150.WHH2194.unmapped-both-read-and-mate	12.0	594.0	nan	nan	nan	48.0	3613.0
MUX4150.WHH2195.unmapped-both-read-and-mate	11.0	670.0	nan	nan	nan	38.0	4522.0
MUX4150.WHH2196.unmapped-both-read-and-mate	10.0	583.0	nan	nan	nan	66.0	3745.0
MUX4150.WHH2197.unmapped-both-read-and-mate	11.0	545.0	nan	1.0	nan	85.0	3837.0
MUX4150.WHH2198.unmapped-both-read-and-mate	21.0	521.0	1.0	nan	nan	38.0	4503.0
MUX4150.WHH2199.unmapped-both-read-and-mate	5.0	577.0	nan	nan	nan	19.0	3859.0
MUX4150.WHH2200.unmapped-both-read-and-mate	21.0	666.0	1.0	nan	nan	48.0	4010.0
MUX4150.WHH2201.unmapped-both-read-and-mate	37.0	721.0	3.0	nan	nan	244.0	4897.0
MUX4150.WHH2202.unmapped-both-read-and-mate	18.0	702.0	nan	nan	nan	52.0	4867.0
MUX4150.WHH2203.unmapped-both-read-and-mate	27.0	648.0	9.0	7.0	nan	81.0	4471.0
MUX4150.WHH2205.unmapped-both-read-and-mate	9.0	728.0	nan	nan	nan	24.0	4575.0
MUX4150.WHH2206.unmapped-both-read-and-mate	5.0	564.0	nan	1.0	nan	49.0	3627.0
MUX4150.WHH2207.unmapped-both-read-and-mate	5.0	763.0	nan	nan	1.0	43.0	5128.0
MUX4150.WHH2208.unmapped-both-read-and-mate	6.0	599.0	nan	nan	nan	80.0	4036.0
MUX4150.WHH2209.unmapped-both-read-and-mate	10.0	533.0	1.0	1.0	nan	54.0	3866.0
MUX4150.WHH2210.unmapped-both-read-and-mate	12.0	693.0	1.0	nan	nan	67.0	4306.0
MUX4150.WHH2211.unmapped-both-read-and-mate	11.0	610.0	4.0	nan	nan	54.0	4131.0
MUX4150.WHH2212.unmapped-both-read-and-mate	26.0	739.0	nan	nan	nan	86.0	4575.0
MUX4150.WHH2213.unmapped-both-read-and-mate	15.0	701.0	4.0	nan	nan	82.0	4703.0
MUX4150.WHH2215.unmapped-both-read-and-mate	10.0	682.0	nan	nan	nan	95.0	4738.0
MUX4212.WHH2312.unmapped-both-read-and-mate	1630.0	681.0	5711.0	900.0	1.0	70699.0	67325.0
MUX4212.WHH2313.unmapped-both-read-and-mate	1399.0	700.0	4786.0	723.0	1.0	56659.0	56100.0
MUX4212.WHH2314.unmapped-both-read-and-mate	1624.0	618.0	5838.0	925.0	3.0	75121.0	71152.0
MUX4212.WHH2315.unmapped-both-read-and-mate	240577.0	822.0	1195.0	178.0	3.0	40576.0	38782.0
MUX4212.WHH2316.unmapped-both-read-and-mate	283949.0	698.0	1369.0	211.0	2.0	46415.0	41735.0
MUX4212.WHH2317.unmapped-both-read-and-mate	1730.0	699.0	6438.0	1048.0	6.0	81626.0	76715.0
MUX4212.WHH2318.unmapped-both-read-and-mate	295105.0	766.0	1349.0	182.0	4.0	52948.0	44361.0
MUX4212.WHH2319.unmapped-both-read-and-mate	343723.0	710.0	1621.0	268.0	2.0	56934.0	49280.0
MUX4212.WHH2320.unmapped-both-read-and-mate	1514.0	694.0	7432.0	1137.0	nan	91675.0	79764.0
MUX4212.WHH2321.unmapped-both-read-and-mate	1603.0	683.0	5852.0	896.0	2.0	67395.0	62557.0
MUX4212.WHH2322.unmapped-both-read-and-mate	1990.0	814.0	11504.0	1760.0	4.0	111861.0	101378.0
MUX4212.WHH2323.unmapped-both-read-and-mate	22812.0	659.0	6777.0	1022.0	5.0	54402.0	52619.0
MUX4212.WHH2324.unmapped-both-read-and-mate	19671.0	537.0	5373.0	808.0	nan	44143.0	42678.0
MUX4212.WHH2325.unmapped-both-read-and-mate	1903.0	644.0	4716.0	667.0	nan	54434.0	48450.0
MUX4212.WHH2326.unmapped-both-read-and-mate	1883.0	631.0	8340.0	1199.0	2.0	98374.0	82912.0
MUX4212.WHH2327.unmapped-both-read-and-mate	83174.0	676.0	5627.0	878.0	3.0	59306.0	59546.0
MUX4212.WHH2328.unmapped-both-read-and-mate	116038.0	724.0	7562.0	1133.0	7.0	82812.0	78280.0
MUX4212.WHH2329.unmapped-both-read-and-mate	109345.0	515.0	8096.0	1322.0	nan	80929.0	76341.0
MUX4212.WHH2330.unmapped-both-read-and-mate	212706.0	672.0	9769.0	1502.0	6.0	105171.0	100490.0
MUX4212.WHH2332.unmapped-both-read-and-mate	275625.0	619.0	5028.0	768.0	3.0	64599.0	66650.0
MUX4212.WHH2333.unmapped-both-read-and-mate	204039.0	750.0	4477.0	711.0	2.0	49734.0	53361.0
MUX4212.WHH2334.unmapped-both-read-and-mate	265009.0	731.0	5540.0	845.0	1.0	61563.0	66225.0
MUX4212.WHH2335.unmapped-both-read-and-mate	238687.0	668.0	5166.0	777.0	3.0	58200.0	61222.0
MUX4212.WHH2336.unmapped-both-read-and-mate	316792.0	650.0	5175.0	748.0	9.0	69004.0	73475.0
MUX4212.WHH2337.unmapped-both-read-and-mate	240264.0	731.0	4759.0	701.0	4.0	55811.0	60239.0
MUX4212.WHH2338.unmapped-both-read-and-mate	280147.0	610.0	6231.0	948.0	9.0	69051.0	71454.0
MUX4212.WHH2339.unmapped-both-read-and-mate	204644.0	870.0	4313.0	646.0	3.0	49518.0	55748.0
MUX4212.WHH2340.unmapped-both-read-and-mate	357743.0	699.0	7131.0	1030.0	4.0	83488.0	87123.0
MUX4212.WHH2341.unmapped-both-read-and-mate	359825.0	689.0	7148.0	1080.0	6.0	82619.0	86947.0
MUX4212.WHH2342.unmapped-both-read-and-mate	278461.0	763.0	6035.0	943.0	6.0	67966.0	72094.0
MUX4212.WHH2343.unmapped-both-read-and-mate	390532.0	724.0	7395.0	1093.0	4.0	90813.0	92725.0
MUX4212.WHH2344.unmapped-both-read-and-mate	204137.0	789.0	4288.0	633.0	3.0	50593.0	53913.0
MUX4212.WHH2345.unmapped-both-read-and-mate	416761.0	797.0	8096.0	1195.0	6.0	93679.0	99311.0
MUX4212.WHH2346.unmapped-both-read-and-mate	181467.0	824.0	4509.0	713.0	6.0	45697.0	49893.0
MUX4212.WHH2347.unmapped-both-read-and-mate	311124.0	724.0	2418.0	358.0	2.0	55621.0	54489.0
MUX4212.WHH2348.unmapped-both-read-and-mate	251453.0	641.0	4419.0	672.0	3.0	57531.0	61565.0
MUX4212.WHH2349.unmapped-both-read-and-mate	247739.0	694.0	4813.0	709.0	8.0	58590.0	62584.0
MUX4212.WHH2350.unmapped-both-read-and-mate	264540.0	639.0	5472.0	817.0	5.0	63962.0	66834.0
MUX4212.WHH2351.unmapped-both-read-and-mate	315478.0	867.0	5803.0	880.0	8.0	75031.0	82181.0
MUX4212.WHH2352.unmapped-both-read-and-mate	336673.0	706.0	6451.0	1009.0	6.0	83378.0	84400.0
MUX4212.WHH2353.unmapped-both-read-and-mate	382826.0	660.0	7674.0	1143.0	10.0	93312.0	95181.0
MUX4212.WHH2354.unmapped-both-read-and-mate	341873.0	769.0	6764.0	984.0	4.0	80369.0	85901.0
MUX4212.WHH2355.unmapped-both-read-and-mate	305989.0	722.0	6548.0	979.0	5.0	76125.0	79861.0
MUX4212.WHH2356.unmapped-both-read-and-mate	198117.0	736.0	4206.0	613.0	1.0	49027.0	52534.0
MUX4212.WHH2357.unmapped-both-read-and-mate	2402.0	818.0	5587.0	929.0	4.0	73866.0	71856.0
MUX4212.WHH2358.unmapped-both-read-and-mate	2740.0	830.0	8504.0	1347.0	7.0	106115.0	97790.0
MUX4212.WHH2359.unmapped-both-read-and-mate	2314.0	698.0	5363.0	825.0	2.0	62663.0	61552.0
MUX4212.WHH2360.unmapped-both-read-and-mate	229017.0	612.0	4777.0	748.0	4.0	54577.0	57907.0
MUX4212.WHH2361.unmapped-both-read-and-mate	224019.0	669.0	5008.0	753.0	2.0	55718.0	59290.0
MUX4212.WHH2362.unmapped-both-read-and-mate	300989.0	598.0	6362.0	917.0	3.0	72398.0	74960.0
MUX4212.WHH2363.unmapped-both-read-and-mate	300837.0	851.0	5805.0	895.0	7.0	69579.0	77747.0
MUX4212.WHH2364.unmapped-both-read-and-mate	264015.0	687.0	6118.0	952.0	7.0	65551.0	68943.0
MUX4212.WHH2365.unmapped-both-read-and-mate	378579.0	653.0	6375.0	1012.0	8.0	86597.0	89345.0
MUX4212.WHH2366.unmapped-both-read-and-mate	307276.0	701.0	2249.0	355.0	2.0	51886.0	52915.0
MUX4212.WHH2367.unmapped-both-read-and-mate	475432.0	700.0	3556.0	549.0	nan	87796.0	81584.0
MUX4212.WHH2368.unmapped-both-read-and-mate	444557.0	665.0	2029.0	308.0	6.0	72483.0	70527.0
MUX4212.WHH2369.unmapped-both-read-and-mate	540101.0	836.0	2570.0	406.0	11.0	87546.0	84121.0
MUX4212.WHH2370.unmapped-both-read-and-mate	438557.0	781.0	2117.0	333.0	6.0	73892.0	69296.0
MUX4212.WHH2371.unmapped-both-read-and-mate	269029.0	677.0	1380.0	221.0	2.0	49228.0	45656.0
MUX4212.WHH2372.unmapped-both-read-and-mate	317330.0	605.0	1360.0	237.0	3.0	50834.0	50307.0
MUX4212.WHH2373.unmapped-both-read-and-mate	260204.0	727.0	1318.0	221.0	1.0	44215.0	42377.0
MUX4212.WHH2374.unmapped-both-read-and-mate	409396.0	572.0	1781.0	264.0	5.0	67649.0	63351.0
MUX4212.WHH2376.unmapped-both-read-and-mate	284136.0	674.0	1281.0	208.0	nan	47137.0	46039.0
MUX4212.WHH2377.unmapped-both-read-and-mate	309746.0	680.0	1411.0	221.0	3.0	50900.0	48853.0
MUX4212.WHH2378.unmapped-both-read-and-mate	431168.0	730.0	2266.0	360.0	3.0	70319.0	66638.0
MUX4212.WHH2379.unmapped-both-read-and-mate	360052.0	699.0	1900.0	268.0	6.0	56575.0	54254.0
MUX4212.WHH2380.unmapped-both-read-and-mate	197729.0	686.0	1152.0	165.0	4.0	32488.0	33018.0
MUX4212.WHH2381.unmapped-both-read-and-mate	321553.0	746.0	1861.0	309.0	2.0	52718.0	50758.0
MUX4212.WHH2382.unmapped-both-read-and-mate	394216.0	866.0	2097.0	306.0	5.0	62886.0	60813.0
MUX4212.WHH2385.unmapped-both-read-and-mate	328345.0	674.0	1724.0	265.0	2.0	54525.0	51949.0
MUX4212.WHH2386.unmapped-both-read-and-mate	606562.0	610.0	3150.0	525.0	7.0	97461.0	90601.0
MUX4212.WHH2387.unmapped-both-read-and-mate	349677.0	778.0	1759.0	277.0	6.0	56487.0	56944.0
MUX4212.WHH2388.unmapped-both-read-and-mate	520141.0	684.0	2616.0	417.0	4.0	81088.0	78514.0
MUX4212.WHH2389.unmapped-both-read-and-mate	380431.0	575.0	1990.0	323.0	3.0	64187.0	59659.0
MUX4212.WHH2390.unmapped-both-read-and-mate	430802.0	687.0	2118.0	318.0	6.0	69720.0	66027.0
MUX4212.WHH2391.unmapped-both-read-and-mate	234603.0	659.0	1331.0	213.0	3.0	39113.0	38403.0
MUX4212.WHH2392.unmapped-both-read-and-mate	355652.0	668.0	1425.0	215.0	4.0	62880.0	55319.0
MUX4212.WHH2393.unmapped-both-read-and-mate	314599.0	715.0	1536.0	253.0	2.0	50438.0	49189.0
MUX4212.WHH2394.unmapped-both-read-and-mate	291864.0	788.0	1524.0	292.0	4.0	48728.0	47002.0
MUX4212.WHH2395.unmapped-both-read-and-mate	399866.0	697.0	1419.0	237.0	2.0	68676.0	61131.0
MUX4212.WHH2396.unmapped-both-read-and-mate	552364.0	621.0	2050.0	320.0	8.0	84967.0	79287.0
MUX4212.WHH2397.unmapped-both-read-and-mate	547269.0	676.0	1965.0	329.0	10.0	83115.0	78930.0
MUX4212.WHH2398.unmapped-both-read-and-mate	306761.0	610.0	1180.0	199.0	4.0	48454.0	46266.0
MUX4212.WHH2399.unmapped-both-read-and-mate	376729.0	880.0	1315.0	221.0	7.0	58988.0	60047.0
MUX4212.WHH2400.unmapped-both-read-and-mate	346810.0	716.0	1297.0	208.0	3.0	55276.0	52374.0
MUX4212.WHH2401.unmapped-both-read-and-mate	303381.0	682.0	1170.0	197.0	3.0	48100.0	46122.0
MUX4213.WHH2410.unmapped-both-read-and-mate	328750.0	877.0	1208.0	202.0	5.0	45398.0	47955.0
MUX5167.WHB586.unmapped-both-read-and-mate	1.0	371.0	3.0	1.0	nan	521.0	7166.0
MUX5167.WHB587.unmapped-both-read-and-mate	2.0	458.0	nan	nan	nan	294.0	6457.0
MUX5167.WHB589.unmapped-both-read-and-mate	1.0	394.0	4.0	3.0	nan	460.0	6039.0
MUX5167.WHB590.unmapped-both-read-and-mate	4.0	522.0	2.0	2.0	nan	480.0	6678.0
MUX5167.WHB591.unmapped-both-read-and-mate	nan	489.0	5.0	1.0	nan	241.0	6357.0
MUX5167.WHB592.unmapped-both-read-and-mate	47.0	751.0	13.0	9.0	nan	15898.0	46417.0
MUX5167.WHB593.unmapped-both-read-and-mate	10.0	484.0	6.0	1.0	nan	2180.0	10856.0
MUX5167.WHB594.unmapped-both-read-and-mate	2.0	531.0	2.0	nan	nan	426.0	6604.0
MUX5168.WHB598.unmapped-both-read-and-mate	3.0	441.0	2.0	1.0	nan	185.0	3972.0
MUX5168.WHB599.unmapped-both-read-and-mate	1.0	345.0	3.0	nan	nan	283.0	3609.0
MUX5168.WHB600.unmapped-both-read-and-mate	2.0	310.0	5.0	nan	nan	449.0	3470.0
MUX5168.WHB602.unmapped-both-read-and-mate	nan	422.0	2.0	1.0	nan	356.0	3915.0
MUX5168.WHB603.unmapped-both-read-and-mate	1.0	413.0	1.0	1.0	nan	463.0	4075.0
MUX5168.WHB604.unmapped-both-read-and-mate	1.0	446.0	nan	nan	nan	415.0	4421.0
MUX5168.WHB606.unmapped-both-read-and-mate	3.0	481.0	3.0	3.0	nan	577.0	4545.0
MUX5168.WHB607.unmapped-both-read-and-mate	3.0	413.0	4.0	5.0	nan	470.0	4008.0
MUX5168.WHB608.unmapped-both-read-and-mate	1.0	338.0	4.0	1.0	nan	445.0	3660.0
MUX5169.WHB609.unmapped-both-read-and-mate	nan	468.0	2.0	1.0	nan	357.0	3911.0
MUX5169.WHB610.unmapped-both-read-and-mate	4.0	447.0	3.0	2.0	nan	543.0	4598.0
MUX5169.WHB611.unmapped-both-read-and-mate	1.0	490.0	1.0	1.0	nan	512.0	4666.0
MUX5169.WHB612.unmapped-both-read-and-mate	2.0	438.0	3.0	nan	nan	423.0	4218.0
MUX5169.WHB613.unmapped-both-read-and-mate	4.0	508.0	2.0	1.0	nan	627.0	4542.0
MUX5169.WHB614.unmapped-both-read-and-mate	1.0	461.0	2.0	nan	nan	339.0	4563.0
MUX5169.WHB615.unmapped-both-read-and-mate	2.0	355.0	1.0	nan	nan	443.0	3887.0
MUX5169.WHB618.unmapped-both-read-and-mate	4.0	427.0	3.0	nan	1.0	420.0	3616.0
MUX5169.WHB620.unmapped-both-read-and-mate	17.0	409.0	2.0	nan	1.0	452.0	3730.0
MUX5169.WHB623.unmapped-both-read-and-mate	2.0	384.0	2.0	nan	nan	386.0	4458.0
MUX5170.WHB629.unmapped-both-read-and-mate	nan	552.0	nan	nan	nan	413.0	7107.0
MUX5170.WHB630.unmapped-both-read-and-mate	nan	593.0	2.0	1.0	nan	418.0	7431.0
MUX5170.WHB631.unmapped-both-read-and-mate	3.0	517.0	1.0	nan	nan	273.0	6463.0
MUX5170.WHB632.unmapped-both-read-and-mate	3.0	550.0	1.0	nan	nan	1066.0	9069.0
MUX5170.WHB635.unmapped-both-read-and-mate	1.0	610.0	1.0	nan	nan	269.0	8085.0
MUX5170.WHB636.unmapped-both-read-and-mate	1.0	500.0	1.0	1.0	nan	364.0	7612.0
MUX5170.WHB642.unmapped-both-read-and-mate	nan	437.0	nan	nan	nan	243.0	6262.0
MUX5170.WHB644.unmapped-both-read-and-mate	2.0	514.0	nan	1.0	nan	195.0	7046.0
MUX5170.WHB645.unmapped-both-read-and-mate	5.0	538.0	1.0	nan	nan	4168.0	7158.0
MUX5171.WHB646.unmapped-both-read-and-mate	2.0	566.0	1.0	nan	nan	3906.0	7587.0
MUX5171.WHB647.unmapped-both-read-and-mate	5.0	524.0	3.0	nan	nan	1366.0	9917.0
MUX5171.WHB648.unmapped-both-read-and-mate	3.0	557.0	1.0	nan	nan	362.0	7649.0
MUX5171.WHB649.unmapped-both-read-and-mate	3.0	532.0	nan	1.0	nan	420.0	7070.0
MUX5171.WHB650.unmapped-both-read-and-mate	1.0	301.0	nan	nan	nan	358.0	6378.0
MUX5171.WHB652.unmapped-both-read-and-mate	2.0	340.0	3.0	2.0	nan	253.0	5624.0
MUX5171.WHB653.unmapped-both-read-and-mate	2.0	523.0	nan	nan	nan	280.0	6606.0
MUX5171.WHB654.unmapped-both-read-and-mate	1.0	535.0	2.0	2.0	nan	205.0	7125.0
MUX5171.WHB655.unmapped-both-read-and-mate	1.0	485.0	3.0	nan	nan	314.0	6027.0
MUX5171.WHB657.unmapped-both-read-and-mate	5.0	495.0	1.0	nan	nan	325.0	6493.0
MUX5172.WHB658.unmapped-both-read-and-mate	3.0	603.0	3.0	nan	1.0	409.0	6842.0
MUX5172.WHB659.unmapped-both-read-and-mate	2.0	528.0	2.0	2.0	nan	398.0	6023.0
MUX5172.WHB660.unmapped-both-read-and-mate	6.0	578.0	2.0	nan	nan	417.0	6578.0
MUX5172.WHB661.unmapped-both-read-and-mate	4.0	530.0	nan	nan	nan	297.0	6771.0
MUX5172.WHB662.unmapped-both-read-and-mate	1.0	464.0	3.0	3.0	nan	290.0	5682.0
MUX5172.WHB663.unmapped-both-read-and-mate	4.0	498.0	1.0	nan	1.0	302.0	5803.0
MUX5172.WHB668.unmapped-both-read-and-mate	nan	504.0	1.0	1.0	nan	333.0	6207.0
MUX5172.WHB669.unmapped-both-read-and-mate	nan	550.0	nan	nan	nan	409.0	6861.0
MUX5172.WHB671.unmapped-both-read-and-mate	3.0	427.0	1.0	nan	1.0	376.0	5181.0
MUX5173.WHB487.unmapped-both-read-and-mate	1.0	520.0	5.0	1.0	nan	480.0	7810.0
MUX5173.WHB488.unmapped-both-read-and-mate	4.0	509.0	1.0	1.0	1.0	707.0	7413.0
MUX5173.WHB489.unmapped-both-read-and-mate	2.0	446.0	1.0	nan	nan	305.0	6175.0
MUX5173.WHB490.unmapped-both-read-and-mate	3.0	538.0	1.0	2.0	nan	563.0	7853.0
MUX5173.WHB672.unmapped-both-read-and-mate	6.0	553.0	nan	1.0	nan	538.0	7589.0
MUX5173.WHB673.unmapped-both-read-and-mate	3.0	524.0	3.0	nan	nan	329.0	6675.0
MUX5173.WHB676.unmapped-both-read-and-mate	2.0	571.0	3.0	3.0	nan	505.0	8530.0
MUX5173.WHB677.unmapped-both-read-and-mate	4.0	558.0	nan	1.0	nan	390.0	7826.0
MUX5173.WHB678.unmapped-both-read-and-mate	2.0	527.0	1.0	nan	1.0	351.0	7947.0
MUX5175.WHB495.unmapped-both-read-and-mate	19.0	540.0	3.0	2.0	1.0	6691.0	21362.0
MUX5175.WHB496.unmapped-both-read-and-mate	9667.0	366.0	nan	1.0	nan	437.0	7089.0
MUX5175.WHB497.unmapped-both-read-and-mate	1.0	403.0	3.0	nan	nan	298.0	5099.0
MUX5175.WHB498.unmapped-both-read-and-mate	3.0	395.0	nan	nan	nan	406.0	5102.0
MUX5175.WHB779.unmapped-both-read-and-mate	10.0	433.0	nan	nan	nan	533.0	5620.0
MUX5175.WHB780.unmapped-both-read-and-mate	3.0	453.0	nan	nan	nan	702.0	6868.0
MUX5176.WHB511.unmapped-both-read-and-mate	2.0	421.0	3.0	2.0	nan	483.0	5466.0
MUX5176.WHB512.unmapped-both-read-and-mate	1.0	385.0	5.0	nan	nan	367.0	4541.0
MUX5176.WHB513.unmapped-both-read-and-mate	1.0	439.0	6.0	nan	nan	238.0	4517.0
MUX5177.WHB514.unmapped-both-read-and-mate	3.0	412.0	2.0	2.0	nan	684.0	3626.0
MUX5177.WHB515.unmapped-both-read-and-mate	8.0	343.0	14.0	4.0	nan	743.0	4221.0
MUX5177.WHB516.unmapped-both-read-and-mate	3.0	347.0	2.0	nan	nan	1076.0	3866.0
MUX5177.WHB517.unmapped-both-read-and-mate	5.0	448.0	nan	3.0	nan	1068.0	4644.0
MUX5177.WHB518.unmapped-both-read-and-mate	5.0	377.0	5.0	2.0	nan	1068.0	3943.0
MUX5177.WHB519.unmapped-both-read-and-mate	5.0	340.0	10.0	2.0	nan	1216.0	4067.0
MUX5177.WHB520.unmapped-both-read-and-mate	4.0	378.0	3.0	1.0	nan	1016.0	4079.0
MUX5177.WHB521.unmapped-both-read-and-mate	8.0	399.0	4.0	4.0	nan	1183.0	4535.0
MUX5177.WHB522.unmapped-both-read-and-mate	34.0	476.0	8.0	nan	nan	8388.0	22087.0
MUX5177.WHB523.unmapped-both-read-and-mate	17.0	455.0	4.0	8.0	nan	4319.0	13309.0
MUX5178.WHB524.unmapped-both-read-and-mate	2.0	442.0	nan	nan	nan	154.0	3294.0
MUX5178.WHB525.unmapped-both-read-and-mate	1.0	343.0	1.0	nan	nan	681.0	4490.0
MUX5178.WHB526.unmapped-both-read-and-mate	2.0	415.0	2.0	1.0	nan	594.0	3662.0
MUX5178.WHB527.unmapped-both-read-and-mate	52.0	1035.0	7.0	2.0	nan	32765.0	86666.0
MUX5178.WHB528.unmapped-both-read-and-mate	5.0	366.0	3.0	5.0	nan	1100.0	3545.0
MUX5178.WHB529.unmapped-both-read-and-mate	5.0	343.0	4.0	2.0	nan	902.0	3641.0
MUX5178.WHB530.unmapped-both-read-and-mate	3.0	349.0	6.0	1.0	nan	787.0	4121.0
MUX5178.WHB531.unmapped-both-read-and-mate	2.0	320.0	2.0	nan	nan	391.0	3178.0
MUX5178.WHB532.unmapped-both-read-and-mate	4.0	319.0	3.0	2.0	nan	1233.0	3436.0
MUX5178.WHB533.unmapped-both-read-and-mate	11.0	357.0	3.0	1.0	nan	1003.0	3804.0
MUX5179.WHB534.unmapped-both-read-and-mate	163.0	2038.0	3.0	2.0	nan	106691.0	252481.0
MUX5179.WHB535.unmapped-both-read-and-mate	21.0	472.0	1.0	1.0	nan	613.0	9544.0
MUX5179.WHB536.unmapped-both-read-and-mate	3.0	663.0	4.0	nan	nan	604.0	12003.0
MUX5179.WHB537.unmapped-both-read-and-mate	8.0	492.0	5.0	4.0	nan	711.0	8340.0
MUX5179.WHB538.unmapped-both-read-and-mate	7.0	599.0	3.0	nan	nan	819.0	10134.0
MUX5179.WHB539.unmapped-both-read-and-mate	30.0	857.0	5.0	9.0	nan	1129.0	40895.0
MUX5179.WHB540.unmapped-both-read-and-mate	6.0	607.0	nan	2.0	nan	318.0	11315.0
MUX5179.WHB541.unmapped-both-read-and-mate	5.0	418.0	2.0	1.0	nan	1474.0	7125.0
