Sample	Pseudomonadaceae	Sphingomonadaceae	Hominidae	Alcaligenaceae	Bradyrhizobiaceae	Other	Unclassified
MUX10576.WHB8007.unmapped-both-read-and-mate	53.0	11744.0	776.0	20.0	1119.0	2356.0	27454.0
MUX10576.WHB8008.unmapped-both-read-and-mate	37.0	9432.0	638.0	18.0	992.0	1882.0	23469.0
MUX10576.WHB8009.unmapped-both-read-and-mate	35.0	7712.0	504.0	5.0	880.0	1613.0	20856.0
MUX10576.WHB8010.unmapped-both-read-and-mate	102.0	17964.0	740.0	26.0	1774.0	3353.0	33759.0
MUX10577.WHB8012.unmapped-both-read-and-mate	24.0	5240.0	680.0	7.0	581.0	973.0	20387.0
MUX10577.WHB8013.unmapped-both-read-and-mate	50.0	11006.0	793.0	20.0	1077.0	2171.0	27629.0
MUX10577.WHB8014.unmapped-both-read-and-mate	73.0	16563.0	567.0	35.0	1626.0	3218.0	27694.0
MUX10577.WHB8015.unmapped-both-read-and-mate	50.0	10426.0	679.0	20.0	1098.0	2052.0	27939.0
MUX10577.WHB8016.unmapped-both-read-and-mate	61.0	14429.0	726.0	20.0	1472.0	2854.0	28840.0
MUX10578.WHB8018.unmapped-both-read-and-mate	36.0	5916.0	638.0	10.0	551.0	1099.0	20761.0
MUX10578.WHB8019.unmapped-both-read-and-mate	46.0	9537.0	626.0	7.0	879.0	1821.0	21272.0
MUX10578.WHB8020.unmapped-both-read-and-mate	81.0	12453.0	712.0	23.0	1419.0	2363.0	25628.0
MUX10578.WHB8022.unmapped-both-read-and-mate	44.0	10522.0	566.0	22.0	1077.0	2108.0	23640.0
MUX10589.WHB8023.unmapped-both-read-and-mate	47.0	10243.0	467.0	20.0	1062.0	2324.0	15970.0
MUX10589.WHB8024.unmapped-both-read-and-mate	47.0	11217.0	592.0	30.0	996.0	2035.0	17656.0
MUX10589.WHB8025.unmapped-both-read-and-mate	52.0	11063.0	652.0	17.0	1291.0	2222.0	17742.0
MUX10589.WHB8027.unmapped-both-read-and-mate	75.0	10307.0	477.0	13.0	1103.0	2052.0	15039.0
MUX10590.WHB8028.unmapped-both-read-and-mate	76.0	10339.0	537.0	15.0	1089.0	1940.0	15218.0
MUX10590.WHB8030.unmapped-both-read-and-mate	56.0	10086.0	494.0	23.0	1088.0	2011.0	15616.0
MUX10590.WHB8032.unmapped-both-read-and-mate	66.0	12974.0	456.0	24.0	1391.0	2479.0	18809.0
MUX10590.WHB8033.unmapped-both-read-and-mate	70.0	10212.0	479.0	16.0	1002.0	2568.0	16294.0
MUX10591.WHB8037.unmapped-both-read-and-mate	2.0	21.0	536.0	nan	2.0	223.0	9622.0
MUX10591.WHB8497.unmapped-both-read-and-mate	157.0	24869.0	329.0	55.0	1884.0	5749.0	28283.0
MUX10591.WHB8498.unmapped-both-read-and-mate	129.0	19138.0	446.0	56.0	1516.0	4533.0	25894.0
MUX10591.WHB8499.unmapped-both-read-and-mate	157.0	21367.0	408.0	57.0	1820.0	5079.0	27465.0
MUX10591.WHB8505.unmapped-both-read-and-mate	112.0	15572.0	353.0	59.0	1164.0	9406.0	23129.0
MUX10592.WHB10660.unmapped-both-read-and-mate	332.0	30998.0	606.0	118.0	3228.0	10494.0	34192.0
MUX10592.WHB8547.unmapped-both-read-and-mate	66.0	12107.0	498.0	34.0	1209.0	3065.0	19571.0
MUX10596.WHB11139.unmapped-both-read-and-mate	1.0	24.0	577.0	nan	3.0	115.0	21338.0
MUX10596.WHB11140.unmapped-both-read-and-mate	7.0	33.0	515.0	6.0	7.0	190.0	15233.0
MUX10596.WHB11141.unmapped-both-read-and-mate	119.0	33774.0	789.0	35.0	2945.0	4745.0	44446.0
MUX10596.WHB11142.unmapped-both-read-and-mate	13.0	77.0	835.0	2.0	21.0	336.0	30911.0
MUX10596.WHB11148.unmapped-both-read-and-mate	180.0	60917.0	660.0	78.0	5243.0	8735.0	51783.0
MUX10597.WHB11143.unmapped-both-read-and-mate	95.0	38648.0	494.0	35.0	3263.0	5409.0	36907.0
MUX10597.WHB11144.unmapped-both-read-and-mate	225.0	75578.0	1079.0	94.0	6385.0	10344.0	76811.0
MUX10597.WHB11145.unmapped-both-read-and-mate	228.0	72450.0	709.0	74.0	6149.0	9780.0	64030.0
MUX10597.WHB11146.unmapped-both-read-and-mate	202.0	57048.0	614.0	84.0	4958.0	7634.0	53470.0
MUX10597.WHB11147.unmapped-both-read-and-mate	91.0	29176.0	699.0	39.0	2675.0	4035.0	42955.0
MUX10598.WHB11149.unmapped-both-read-and-mate	80.0	25707.0	516.0	40.0	2179.0	3582.0	27834.0
MUX10598.WHB11150.unmapped-both-read-and-mate	117.0	35310.0	541.0	38.0	2974.0	4875.0	34620.0
MUX10598.WHB11151.unmapped-both-read-and-mate	137.0	35357.0	726.0	40.0	3109.0	4705.0	43969.0
MUX10598.WHB11152.unmapped-both-read-and-mate	218.0	62375.0	745.0	79.0	5304.0	8800.0	59911.0
MUX10598.WHB11153.unmapped-both-read-and-mate	152.0	52920.0	546.0	53.0	4682.0	7261.0	47201.0
MUX10599.WHB11154.unmapped-both-read-and-mate	221.0	74508.0	857.0	85.0	6504.0	10204.0	68590.0
MUX10599.WHB11155.unmapped-both-read-and-mate	170.0	56927.0	692.0	53.0	4832.0	7774.0	51808.0
MUX10599.WHB11156.unmapped-both-read-and-mate	154.0	49246.0	513.0	49.0	4285.0	6812.0	39466.0
MUX10599.WHB11158.unmapped-both-read-and-mate	145.0	45760.0	805.0	51.0	3944.0	6525.0	50851.0
MUX10600.WHB11159.unmapped-both-read-and-mate	64.0	9622.0	493.0	32.0	2000.0	3547.0	22807.0
MUX10600.WHB11160.unmapped-both-read-and-mate	43.0	7723.0	643.0	13.0	1571.0	2814.0	28071.0
MUX10600.WHB11161.unmapped-both-read-and-mate	158.0	19613.0	609.0	44.0	4454.0	5295.0	38309.0
MUX10600.WHB11162.unmapped-both-read-and-mate	49.0	5939.0	665.0	23.0	1388.0	2504.0	24172.0
MUX10600.WHB11163.unmapped-both-read-and-mate	50.0	7616.0	708.0	16.0	1691.0	2378.0	27511.0
MUX10601.WHB11124.unmapped-both-read-and-mate	3.0	328.0	770.0	nan	18.0	178.0	22375.0
MUX10601.WHB11125.unmapped-both-read-and-mate	3.0	255.0	571.0	1.0	8.0	127.0	19288.0
MUX10601.WHB11126.unmapped-both-read-and-mate	3.0	292.0	573.0	nan	6.0	132.0	15965.0
MUX10602.WHB11129.unmapped-both-read-and-mate	7.0	294.0	612.0	nan	12.0	191.0	14008.0
MUX10602.WHB11130.unmapped-both-read-and-mate	2.0	216.0	683.0	1.0	50.0	118.0	19664.0
MUX10602.WHB11131.unmapped-both-read-and-mate	12.0	439.0	768.0	1.0	182.0	395.0	18436.0
MUX10602.WHB11132.unmapped-both-read-and-mate	6.0	19.0	594.0	2.0	751.0	204.0	17840.0
MUX10602.WHB11133.unmapped-both-read-and-mate	8.0	37.0	491.0	6.0	1047.0	337.0	14341.0
MUX10603.WHB11134.unmapped-both-read-and-mate	2.0	6.0	573.0	nan	532.0	170.0	14348.0
MUX10603.WHB11135.unmapped-both-read-and-mate	1.0	20.0	483.0	5.0	777.0	288.0	15704.0
MUX10603.WHB11136.unmapped-both-read-and-mate	8.0	9.0	538.0	2.0	871.0	233.0	16201.0
MUX10603.WHB11137.unmapped-both-read-and-mate	1.0	nan	682.0	nan	1.0	75.0	21674.0
MUX10603.WHB11138.unmapped-both-read-and-mate	5.0	17.0	628.0	nan	898.0	295.0	15996.0
MUX10605.WHB10679.unmapped-both-read-and-mate	96.0	10173.0	438.0	44.0	1675.0	7208.0	21733.0
MUX10605.WHB10684.unmapped-both-read-and-mate	868.0	8003.0	548.0	38.0	1536.0	2886.0	17602.0
MUX10605.WHB10685.unmapped-both-read-and-mate	1369.0	8805.0	651.0	35.0	1851.0	3712.0	22617.0
MUX10605.WHB10687.unmapped-both-read-and-mate	769.0	30358.0	431.0	95.0	5856.0	11334.0	47496.0
MUX10605.WHB10688.unmapped-both-read-and-mate	1240.0	6964.0	378.0	25.0	1417.0	3243.0	15042.0
MUX10606.WHB10689.unmapped-both-read-and-mate	450.0	65377.0	325.0	187.0	11666.0	18491.0	82371.0
MUX10606.WHB10690.unmapped-both-read-and-mate	830.0	113541.0	605.0	322.0	20305.0	31015.0	144368.0
MUX10606.WHB10691.unmapped-both-read-and-mate	730.0	100649.0	369.0	303.0	17475.0	29766.0	127361.0
MUX10606.WHB10692.unmapped-both-read-and-mate	374.0	51008.0	436.0	144.0	8863.0	15626.0	69770.0
MUX10607.WHB10694.unmapped-both-read-and-mate	546.0	83955.0	524.0	222.0	14730.0	23071.0	105581.0
MUX10607.WHB10695.unmapped-both-read-and-mate	683.0	91315.0	353.0	258.0	15631.0	24730.0	110689.0
MUX10607.WHB10696.unmapped-both-read-and-mate	572.0	82664.0	481.0	243.0	13325.0	22175.0	102472.0
MUX10608.WHB10699.unmapped-both-read-and-mate	456.0	63155.0	422.0	177.0	11729.0	16633.0	79560.0
MUX10608.WHB10700.unmapped-both-read-and-mate	443.0	57759.0	394.0	153.0	10318.0	16179.0	74304.0
MUX10608.WHB10701.unmapped-both-read-and-mate	289.0	43501.0	420.0	131.0	7348.0	11820.0	56544.0
MUX10608.WHB10702.unmapped-both-read-and-mate	216.0	30569.0	451.0	68.0	5195.0	8463.0	43758.0
MUX10608.WHB10703.unmapped-both-read-and-mate	639.0	94871.0	451.0	264.0	16646.0	27414.0	118738.0
MUX10609.WHB10704.unmapped-both-read-and-mate	729.0	98148.0	469.0	274.0	17299.0	27118.0	125501.0
MUX10609.WHB10705.unmapped-both-read-and-mate	182.0	22519.0	387.0	59.0	3659.0	6255.0	34539.0
MUX10609.WHB10706.unmapped-both-read-and-mate	407.0	57715.0	531.0	175.0	9936.0	16144.0	77698.0
MUX10609.WHB10707.unmapped-both-read-and-mate	456.0	63070.0	498.0	176.0	10911.0	17403.0	82522.0
MUX10609.WHB10708.unmapped-both-read-and-mate	714.0	97950.0	465.0	272.0	17083.0	26600.0	122983.0
MUX10610.WHB10709.unmapped-both-read-and-mate	892.0	129776.0	483.0	334.0	23261.0	34749.0	161379.0
MUX10610.WHB10710.unmapped-both-read-and-mate	823.0	116154.0	501.0	289.0	20400.0	39080.0	146668.0
MUX10610.WHB10714.unmapped-both-read-and-mate	79.0	13605.0	415.0	49.0	2299.0	3969.0	24053.0
MUX10610.WHB10715.unmapped-both-read-and-mate	126.0	18369.0	462.0	58.0	3161.0	5683.0	29708.0
MUX10611.WHB10712.unmapped-both-read-and-mate	151.0	19148.0	715.0	58.0	3216.0	5172.0	36241.0
MUX10611.WHB10716.unmapped-both-read-and-mate	103.0	12163.0	431.0	33.0	1911.0	3432.0	24904.0
MUX10611.WHB10717.unmapped-both-read-and-mate	254.0	37033.0	480.0	111.0	6425.0	10329.0	53966.0
MUX10611.WHB10723.unmapped-both-read-and-mate	79.0	10744.0	478.0	19.0	1758.0	2933.0	23001.0
MUX10611.WHB10724.unmapped-both-read-and-mate	115.0	16124.0	491.0	55.0	2641.0	4208.0	30748.0
MUX10612.WHB10718.unmapped-both-read-and-mate	706.0	94268.0	607.0	236.0	15614.0	26073.0	126240.0
MUX10612.WHB10720.unmapped-both-read-and-mate	697.0	101594.0	637.0	303.0	17412.0	28114.0	135386.0
MUX10612.WHB10721.unmapped-both-read-and-mate	472.0	65111.0	546.0	176.0	10590.0	18035.0	90083.0
MUX10612.WHB10722.unmapped-both-read-and-mate	360.0	51400.0	436.0	137.0	8439.0	14125.0	70022.0
MUX10612.WHB10725.unmapped-both-read-and-mate	408.0	53118.0	509.0	139.0	8579.0	15677.0	76050.0
MUX10613.WHB10664.unmapped-both-read-and-mate	96.0	12259.0	559.0	40.0	5870.0	3797.0	31631.0
MUX10613.WHB10665.unmapped-both-read-and-mate	121.0	13076.0	436.0	46.0	6626.0	5048.0	29715.0
MUX10613.WHB10666.unmapped-both-read-and-mate	96.0	12432.0	431.0	46.0	5907.0	4856.0	27145.0
MUX10613.WHB10667.unmapped-both-read-and-mate	147.0	17186.0	559.0	48.0	8381.0	4591.0	37151.0
MUX10613.WHB10668.unmapped-both-read-and-mate	149.0	16525.0	407.0	40.0	7756.0	4757.0	30513.0
MUX10614.WHB10669.unmapped-both-read-and-mate	64.0	7246.0	504.0	35.0	3411.0	2717.0	22241.0
MUX10614.WHB10670.unmapped-both-read-and-mate	112.0	16447.0	457.0	61.0	7148.0	5033.0	34653.0
MUX10614.WHB10671.unmapped-both-read-and-mate	85.0	14471.0	508.0	37.0	6720.0	4712.0	32845.0
MUX10614.WHB10673.unmapped-both-read-and-mate	492.0	67614.0	587.0	166.0	11386.0	18247.0	97062.0
MUX10615.WHB10674.unmapped-both-read-and-mate	94.0	10224.0	718.0	44.0	1990.0	5311.0	28703.0
MUX10615.WHB10676.unmapped-both-read-and-mate	281.0	9405.0	549.0	38.0	1739.0	4917.0	26037.0
MUX10615.WHB10677.unmapped-both-read-and-mate	486.0	9741.0	432.0	28.0	1824.0	3290.0	22656.0
MUX10615.WHB10678.unmapped-both-read-and-mate	1465.0	12941.0	683.0	38.0	1990.0	6065.0	34555.0
MUX10616.WHB10680.unmapped-both-read-and-mate	87.0	10969.0	714.0	46.0	1841.0	6547.0	29926.0
MUX10616.WHB10681.unmapped-both-read-and-mate	307.0	36736.0	579.0	117.0	6887.0	13138.0	60639.0
MUX10616.WHB10682.unmapped-both-read-and-mate	80.0	8400.0	466.0	37.0	1763.0	4670.0	21418.0
MUX10616.WHB10683.unmapped-both-read-and-mate	241.0	32810.0	663.0	103.0	6926.0	10902.0	56907.0
MUX10616.WHB10686.unmapped-both-read-and-mate	378.0	28730.0	529.0	95.0	5791.0	7873.0	47733.0
MUX10620.WHB10726.unmapped-both-read-and-mate	625.0	84827.0	428.0	251.0	14093.0	22991.0	104322.0
MUX10620.WHB10727.unmapped-both-read-and-mate	93.0	13049.0	376.0	33.0	2153.0	3646.0	19621.0
MUX10620.WHB10728.unmapped-both-read-and-mate	1181.0	169327.0	573.0	472.0	28341.0	46954.0	207659.0
MUX10620.WHB10729.unmapped-both-read-and-mate	427.0	63857.0	603.0	194.0	10789.0	17678.0	81904.0
MUX10620.WHB10730.unmapped-both-read-and-mate	1174.0	159460.0	412.0	434.0	26877.0	43215.0	192047.0
MUX10621.WHB10731.unmapped-both-read-and-mate	166.0	23738.0	465.0	76.0	3884.0	6789.0	33532.0
MUX10621.WHB10732.unmapped-both-read-and-mate	608.0	87245.0	444.0	234.0	14733.0	24113.0	110763.0
MUX10621.WHB10733.unmapped-both-read-and-mate	327.0	44956.0	385.0	138.0	7585.0	12082.0	57324.0
MUX10621.WHB10734.unmapped-both-read-and-mate	594.0	90194.0	395.0	258.0	15152.0	23716.0	108983.0
MUX10621.WHB10735.unmapped-both-read-and-mate	587.0	81244.0	459.0	222.0	13528.0	21865.0	101508.0
MUX10622.WHB10736.unmapped-both-read-and-mate	224.0	26506.0	566.0	76.0	4570.0	7327.0	36367.0
MUX10622.WHB10737.unmapped-both-read-and-mate	95.0	13659.0	340.0	49.0	2012.0	3510.0	18792.0
MUX10622.WHB10739.unmapped-both-read-and-mate	233.0	31643.0	374.0	82.0	5112.0	8486.0	40654.0
MUX10622.WHB10740.unmapped-both-read-and-mate	540.0	82872.0	383.0	209.0	14298.0	22584.0	98247.0
MUX10622.WHB10742.unmapped-both-read-and-mate	820.0	106836.0	400.0	266.0	17127.0	29179.0	129621.0
MUX10623.WHB10738.unmapped-both-read-and-mate	520.0	78935.0	316.0	206.0	13306.0	23214.0	98244.0
MUX10623.WHB10741.unmapped-both-read-and-mate	576.0	77568.0	343.0	219.0	13315.0	21519.0	96221.0
MUX10623.WHB10743.unmapped-both-read-and-mate	666.0	99594.0	379.0	227.0	18868.0	28375.0	122000.0
MUX10623.WHB10744.unmapped-both-read-and-mate	791.0	112064.0	521.0	307.0	19394.0	29964.0	136611.0
MUX10623.WHB10745.unmapped-both-read-and-mate	535.0	75126.0	557.0	208.0	12289.0	20266.0	94230.0
MUX10624.WHB10746.unmapped-both-read-and-mate	443.0	52941.0	455.0	113.0	8413.0	18200.0	67335.0
MUX10624.WHB10747.unmapped-both-read-and-mate	847.0	117970.0	576.0	339.0	19891.0	31758.0	142896.0
MUX10624.WHB10748.unmapped-both-read-and-mate	400.0	57217.0	365.0	161.0	9288.0	15174.0	68587.0
MUX10624.WHB10749.unmapped-both-read-and-mate	441.0	57546.0	299.0	160.0	9407.0	15236.0	69578.0
MUX10624.WHB10750.unmapped-both-read-and-mate	178.0	25587.0	346.0	59.0	4341.0	6823.0	32229.0
MUX10625.WHB10751.unmapped-both-read-and-mate	476.0	67462.0	254.0	190.0	11770.0	18622.0	79679.0
MUX10625.WHB10752.unmapped-both-read-and-mate	302.0	43839.0	553.0	137.0	7098.0	12275.0	56382.0
MUX10625.WHB10753.unmapped-both-read-and-mate	677.0	48953.0	561.0	124.0	8999.0	20437.0	64999.0
MUX10625.WHB10754.unmapped-both-read-and-mate	434.0	64052.0	422.0	192.0	10859.0	19044.0	78508.0
MUX10625.WHB10755.unmapped-both-read-and-mate	140.0	17593.0	458.0	51.0	2851.0	4812.0	24058.0
MUX10626.WHB10758.unmapped-both-read-and-mate	121.0	17238.0	376.0	49.0	2629.0	4674.0	22625.0
MUX10626.WHB10759.unmapped-both-read-and-mate	222.0	31597.0	338.0	90.0	5410.0	8661.0	39664.0
MUX10626.WHB7100.unmapped-both-read-and-mate	23.0	1345.0	366.0	7.0	1400.0	738.0	6004.0
MUX10627.WHB6769.unmapped-both-read-and-mate	18.0	32.0	305.0	1.0	1359.0	425.0	3701.0
MUX10627.WHB6770.unmapped-both-read-and-mate	5.0	23.0	306.0	6.0	1165.0	375.0	4061.0
MUX10627.WHB6772.unmapped-both-read-and-mate	11.0	20.0	331.0	nan	928.0	372.0	3737.0
MUX10627.WHB6975.unmapped-both-read-and-mate	6.0	3.0	424.0	nan	3.0	222.0	3689.0
MUX10627.WHB6979.unmapped-both-read-and-mate	3.0	1.0	420.0	nan	2.0	229.0	3539.0
MUX10630.WHB10836.unmapped-both-read-and-mate	598.0	81899.0	489.0	266.0	15094.0	22604.0	102490.0
MUX10630.WHB10837.unmapped-both-read-and-mate	686.0	95639.0	367.0	255.0	17671.0	25884.0	115907.0
MUX10630.WHB10838.unmapped-both-read-and-mate	712.0	103824.0	425.0	269.0	19391.0	28065.0	126997.0
MUX10630.WHB10839.unmapped-both-read-and-mate	1138.0	166116.0	430.0	461.0	30773.0	44720.0	197734.0
MUX10630.WHB10840.unmapped-both-read-and-mate	1223.0	174463.0	410.0	480.0	31579.0	47676.0	209310.0
MUX10631.WHB10841.unmapped-both-read-and-mate	395.0	60394.0	421.0	189.0	11127.0	16080.0	75730.0
MUX10631.WHB10842.unmapped-both-read-and-mate	133.0	19316.0	528.0	60.0	3382.0	5400.0	30359.0
MUX10631.WHB10843.unmapped-both-read-and-mate	107.0	17198.0	461.0	50.0	3187.0	4679.0	26521.0
MUX10631.WHB10845.unmapped-both-read-and-mate	817.0	6236.0	462.0	29.0	1308.0	2537.0	15236.0
MUX10631.WHB10846.unmapped-both-read-and-mate	946.0	7827.0	633.0	30.0	1618.0	3393.0	18223.0
MUX10632.WHB10847.unmapped-both-read-and-mate	847.0	6317.0	334.0	20.0	1267.0	2461.0	11799.0
MUX10632.WHB10848.unmapped-both-read-and-mate	1046.0	9612.0	356.0	29.0	1898.0	3832.0	15810.0
MUX10632.WHB10849.unmapped-both-read-and-mate	1024.0	7023.0	348.0	17.0	1298.0	2776.0	12822.0
MUX10632.WHB10850.unmapped-both-read-and-mate	772.0	5609.0	351.0	18.0	1128.0	2334.0	11573.0
MUX10633.WHB10760.unmapped-both-read-and-mate	242.0	37977.0	567.0	102.0	6676.0	10133.0	51731.0
MUX10633.WHB10852.unmapped-both-read-and-mate	965.0	14634.0	452.0	50.0	2877.0	4940.0	24591.0
MUX10633.WHB10853.unmapped-both-read-and-mate	692.0	15238.0	366.0	46.0	3104.0	4921.0	24166.0
MUX10633.WHB10854.unmapped-both-read-and-mate	975.0	20775.0	536.0	67.0	4275.0	6589.0	32673.0
MUX10633.WHB10855.unmapped-both-read-and-mate	2270.0	13999.0	455.0	66.0	2845.0	6046.0	24424.0
MUX10634.WHB10761.unmapped-both-read-and-mate	400.0	56839.0	451.0	140.0	10331.0	15381.0	71875.0
MUX10634.WHB10763.unmapped-both-read-and-mate	567.0	84151.0	400.0	234.0	14438.0	22432.0	102200.0
MUX10634.WHB10764.unmapped-both-read-and-mate	546.0	78484.0	309.0	198.0	13476.0	24571.0	93731.0
MUX10634.WHB10765.unmapped-both-read-and-mate	448.0	65222.0	303.0	203.0	11617.0	18153.0	81781.0
MUX10634.WHB10766.unmapped-both-read-and-mate	445.0	66620.0	368.0	176.0	11598.0	17895.0	81238.0
MUX10635.WHB10767.unmapped-both-read-and-mate	885.0	113244.0	316.0	340.0	20411.0	30392.0	136180.0
MUX10635.WHB10771.unmapped-both-read-and-mate	864.0	117789.0	398.0	318.0	20747.0	31462.0	141993.0
MUX10635.WHB10773.unmapped-both-read-and-mate	734.0	106786.0	389.0	286.0	20122.0	30786.0	131046.0
MUX10635.WHB10774.unmapped-both-read-and-mate	934.0	129183.0	449.0	341.0	24199.0	34764.0	154250.0
MUX10635.WHB10776.unmapped-both-read-and-mate	1090.0	154884.0	363.0	399.0	27823.0	45148.0	186797.0
MUX10636.WHB10768.unmapped-both-read-and-mate	114.0	16596.0	359.0	48.0	2833.0	4514.0	23240.0
MUX10636.WHB10769.unmapped-both-read-and-mate	60.0	9181.0	349.0	15.0	1638.0	2546.0	14170.0
MUX10636.WHB10770.unmapped-both-read-and-mate	1066.0	154966.0	329.0	439.0	27175.0	41667.0	182067.0
MUX10636.WHB10775.unmapped-both-read-and-mate	942.0	132508.0	424.0	350.0	24391.0	35836.0	159250.0
MUX10637.WHB10777.unmapped-both-read-and-mate	851.0	120034.0	413.0	330.0	21994.0	32861.0	145998.0
MUX10637.WHB10778.unmapped-both-read-and-mate	689.0	93870.0	372.0	271.0	16166.0	25037.0	113075.0
MUX10637.WHB10779.unmapped-both-read-and-mate	516.0	73131.0	379.0	203.0	13321.0	20844.0	90350.0
MUX10637.WHB10780.unmapped-both-read-and-mate	491.0	70174.0	435.0	193.0	12375.0	18512.0	85565.0
MUX10637.WHB10781.unmapped-both-read-and-mate	673.0	97987.0	437.0	304.0	18330.0	26561.0	120489.0
MUX10638.WHB10782.unmapped-both-read-and-mate	523.0	74626.0	554.0	222.0	13284.0	20544.0	106647.0
MUX10638.WHB10783.unmapped-both-read-and-mate	439.0	57284.0	636.0	163.0	10202.0	15726.0	92625.0
MUX10638.WHB10785.unmapped-both-read-and-mate	716.0	97533.0	457.0	303.0	17929.0	26120.0	126702.0
MUX10638.WHB10786.unmapped-both-read-and-mate	745.0	104963.0	549.0	304.0	19672.0	28288.0	143948.0
MUX10638.WHB10788.unmapped-both-read-and-mate	709.0	98307.0	654.0	284.0	17032.0	27103.0	141452.0
MUX10639.WHB10787.unmapped-both-read-and-mate	926.0	12505.0	516.0	51.0	2467.0	4336.0	31329.0
MUX10639.WHB10790.unmapped-both-read-and-mate	558.0	72662.0	648.0	193.0	12889.0	19729.0	105655.0
MUX10639.WHB10792.unmapped-both-read-and-mate	213.0	30115.0	690.0	97.0	5048.0	8343.0	57589.0
MUX10639.WHB10793.unmapped-both-read-and-mate	243.0	32974.0	519.0	97.0	5846.0	9461.0	56154.0
MUX10639.WHB10856.unmapped-both-read-and-mate	1600.0	7258.0	481.0	30.0	1534.0	3638.0	26165.0
MUX10640.WHB10791.unmapped-both-read-and-mate	778.0	120642.0	687.0	320.0	21722.0	33185.0	159769.0
MUX10640.WHB10794.unmapped-both-read-and-mate	425.0	55964.0	479.0	146.0	10364.0	15007.0	83209.0
MUX10640.WHB10795.unmapped-both-read-and-mate	661.0	64587.0	515.0	198.0	11167.0	18229.0	91085.0
MUX10640.WHB10861.unmapped-both-read-and-mate	933.0	12029.0	457.0	33.0	2429.0	4207.0	29329.0
MUX10641.WHB10857.unmapped-both-read-and-mate	982.0	11684.0	482.0	33.0	2445.0	4056.0	29132.0
MUX10641.WHB10858.unmapped-both-read-and-mate	1565.0	8950.0	566.0	14.0	1837.0	4073.0	29660.0
MUX10641.WHB10859.unmapped-both-read-and-mate	1051.0	13137.0	689.0	28.0	2633.0	4673.0	37582.0
MUX10641.WHB10860.unmapped-both-read-and-mate	1635.0	5882.0	522.0	16.0	1177.0	3323.0	22851.0
MUX10641.WHB10862.unmapped-both-read-and-mate	1122.0	12658.0	610.0	39.0	2472.0	4484.0	34434.0
MUX10642.WHB10863.unmapped-both-read-and-mate	1254.0	17284.0	622.0	46.0	3349.0	5824.0	39581.0
MUX10642.WHB10864.unmapped-both-read-and-mate	1125.0	19150.0	616.0	73.0	3948.0	6284.0	46723.0
MUX10642.WHB10865.unmapped-both-read-and-mate	1132.0	8288.0	377.0	24.0	1774.0	3426.0	23569.0
MUX10642.WHB10866.unmapped-both-read-and-mate	1008.0	11126.0	494.0	28.0	2462.0	4090.0	28899.0
MUX10642.WHB10867.unmapped-both-read-and-mate	842.0	18751.0	584.0	61.0	3865.0	5727.0	39867.0
MUX10643.WHB10868.unmapped-both-read-and-mate	985.0	28109.0	594.0	79.0	5454.0	8879.0	52868.0
MUX10643.WHB10869.unmapped-both-read-and-mate	835.0	7981.0	571.0	18.0	1724.0	3174.0	29039.0
MUX10643.WHB10870.unmapped-both-read-and-mate	953.0	35137.0	607.0	110.0	7582.0	10536.0	60409.0
MUX10643.WHB10871.unmapped-both-read-and-mate	773.0	10523.0	498.0	24.0	2167.0	3553.0	29154.0
MUX10643.WHB10872.unmapped-both-read-and-mate	933.0	11482.0	557.0	42.0	2490.0	3874.0	33067.0
MUX10644.WHB10873.unmapped-both-read-and-mate	1425.0	8688.0	517.0	31.0	1777.0	3676.0	26489.0
MUX10644.WHB10874.unmapped-both-read-and-mate	588.0	12066.0	523.0	47.0	2626.0	3733.0	29156.0
MUX10644.WHB10879.unmapped-both-read-and-mate	652.0	12676.0	644.0	40.0	2666.0	3992.0	37152.0
MUX10644.WHB10881.unmapped-both-read-and-mate	665.0	14051.0	454.0	28.0	2886.0	4486.0	28532.0
MUX10644.WHB10882.unmapped-both-read-and-mate	971.0	14786.0	522.0	33.0	2981.0	4882.0	32620.0
MUX10645.WHB10875.unmapped-both-read-and-mate	824.0	47355.0	518.0	150.0	9624.0	13226.0	70834.0
MUX10645.WHB10876.unmapped-both-read-and-mate	779.0	23579.0	493.0	76.0	4573.0	7127.0	44794.0
MUX10645.WHB10877.unmapped-both-read-and-mate	694.0	11028.0	572.0	37.0	2104.0	3690.0	30540.0
MUX10645.WHB10878.unmapped-both-read-and-mate	924.0	13121.0	524.0	32.0	2723.0	4570.0	32671.0
MUX10645.WHB10880.unmapped-both-read-and-mate	884.0	14523.0	507.0	45.0	2875.0	4820.0	33313.0
MUX10664.WHB10796.unmapped-both-read-and-mate	557.0	81792.0	440.0	224.0	13701.0	22037.0	103045.0
MUX10664.WHB10797.unmapped-both-read-and-mate	540.0	70440.0	508.0	177.0	12594.0	19369.0	91200.0
MUX10664.WHB10798.unmapped-both-read-and-mate	631.0	82338.0	491.0	234.0	14442.0	22524.0	106939.0
MUX10664.WHB10799.unmapped-both-read-and-mate	671.0	104498.0	413.0	288.0	19970.0	28379.0	132027.0
MUX10664.WHB10800.unmapped-both-read-and-mate	113.0	14573.0	456.0	45.0	2619.0	4270.0	25886.0
MUX10665.WHB10801.unmapped-both-read-and-mate	449.0	67615.0	388.0	185.0	12108.0	18382.0	88139.0
MUX10665.WHB10802.unmapped-both-read-and-mate	121.0	17011.0	476.0	55.0	3042.0	4650.0	27875.0
